"gameid","clkTime","roundNum","condition","clickStatus","clickColH","clickColS","clickColL","clickLocS","clickLocL","alt1Status","alt1ColH","alt1ColS","alt1ColL","alt1LocS","alt1LocL","alt2Status","alt2ColH","alt2ColS","alt2ColL","alt2LocS","alt2LocL","targetD1Diff","targetD2Diff","D1D2Diff","outcome","msgTime","role","contents","workerid_uniq","numOutcome","numRawWords","numRawChars","numCleanChars","numCleanWords","source"
"4710-7","1476500571350.0","26","speaker","blue","234","93","50","2","1","distr1","163","43","50","3","3","distr2","345","93","50","1","2","57","44","70","true","1476500568487.0","speaker","ok blue","950","1.0","2","6","6","2","pragmatic"
"4710-7","1476500604444.0","27","speaker","greyish grey","299","0","50","2","1","distr2","101","3","50","3","2","distr1","152","17","50","1","3","18","5","14","true","1476500601907.0","speaker","yea that one","950","1.0","3","10","6","2","pragmatic"
"4710-7","1476500621873.0","28","speaker","dark blue","174","97","50","1","1","distr2","267","59","50","3","2","distr1","1","91","50","2","3","75","63","45","true","1476500619774.0","speaker","turqouise","950","1.0","1","9","9","1","pragmatic"
"4710-7","1476500635294.0","29","speaker","target is yellow / yellow","63","77","50","1","3","distr2","11","36","50","2","2","distr1","96","89","50","3","1","17","51","64","true","1476500630013.0","speaker","yellow","950","1.0","1","6","6","1","pragmatic"
"4710-7","1476500670438.0","30","speaker","lighter red","3","30","50","1","1","distr1","19","26","50","2","2","distr2","175","29","50","3","3","11","46","37","true","1476500669569.0","speaker","not the dull brown","950","1.0","4","15","9","2","pragmatic"
"4710-7","1476500687171.0","31","speaker","purple","257","72","50","2","1","distr2","75","11","50","1","2","distr1","241","24","50","3","3","18","58","37","true","1476500682783.0","speaker","brighter blue","950","1.0","2","12","12","2","pragmatic"
"4710-7","1476500700273.0","32","speaker","orange","33","83","50","3","2","distr2","275","28","50","2","3","distr1","21","53","50","1","1","15","52","39","true","1476500698006.0","speaker","bright orange","950","1.0","2","12","12","2","pragmatic"
"4710-7","1476500715778.0","33","speaker","its a <unk> of the two similar ~ the one that is a little most elephant ~ yes on it","342","8","50","3","3","distr1","42","7","50","2","1","distr2","130","4","50","1","2","14","19","8","true","1476500711521.0","speaker","the purp one","950","1.0","3","10","7","2","pragmatic"
"4710-7","1476500761520.0","34","speaker","you're doing great ~ greyish blue ~ thank you a <unk> grey","194","22","50","2","1","distr2","187","77","50","1","2","distr1","172","45","50","3","3","19","18","14","true","1476500755090.0","speaker","uhm so it's the dullest of the blues, like the darkest shade","950","1.0","12","48","31","6","pragmatic"
"4710-7","1476500773085.0","35","speaker","not oh ~ the awesome . ~ grey","232","74","50","3","1","distr2","328","16","50","2","2","distr1","268","95","50","1","3","10","30","29","true","1476500770122.0","speaker","bright blue","950","1.0","2","10","10","2","pragmatic"
"4710-7","1476500808683.0","36","speaker","light green","112","23","50","2","3","distr2","159","43","50","1","1","distr1","143","37","50","3","2","7","12","6","true","1476500805916.0","speaker","the other two look like turquoise","950","1.0","6","28","20","4","pragmatic"
"4710-7","1476500829599.0","37","speaker","the kind of green of the sun","68","42","50","1","2","distr1","66","61","50","3","3","distr2","56","74","50","2","1","8","13","7","true","1476500825625.0","speaker","the dullest shade","950","1.0","3","15","12","2","pragmatic"
"4710-7","1476500864410.0","38","speaker","neon","314","72","50","3","2","distr1","299","90","50","1","1","distr2","293","30","50","2","3","10","12","16","true","1476500858458.0","speaker","not the dull purp and not the bright pink","950","1.0","9","33","18","4","pragmatic"
"4710-7","1476500873440.0","39","speaker","purple","295","22","50","1","2","distr2","84","22","50","2","3","distr1","4","31","50","3","1","22","52","41","true","1476500870775.0","speaker","purp","950","1.0","1","4","4","1","pragmatic"
"4710-7","1476500881787.0","40","speaker","grass","127","26","50","2","3","distr2","292","51","50","3","1","distr1","235","69","50","1","2","57","49","21","true","1476500879314.0","speaker","green","950","1.0","1","5","5","1","pragmatic"
"4710-7","1476500895773.0","41","speaker","teal","153","85","50","2","3","distr1","235","42","50","3","2","distr2","29","27","50","1","1","63","44","43","true","1476500891875.0","speaker","turquoise","950","1.0","1","9","9","1","pragmatic"
"4710-7","1476500951299.0","42","speaker","the target is this color is a different of the sky boxes egg not olive green ... the others - sorry ~ drab","203","58","50","1","1","distr1","195","82","50","3","2","distr2","191","22","50","2","3","11","14","16","true","1476500947756.0","speaker","yup","950","1.0","1","3","3","1","pragmatic"
"4710-7","1476500965183.0","43","speaker","purple","295","28","50","1","2","distr1","203","50","50","2","1","distr2","119","25","50","3","3","35","64","41","true","1476500960142.0","speaker","purp","950","1.0","1","4","4","1","pragmatic"
"4710-7","1476500990419.0","44","speaker","more blue","188","18","50","3","1","distr1","138","3","50","2","2","distr2","125","9","50","1","3","11","13","10","true","1476500986434.0","speaker","uhm i guess the blueish one of the three?","950","1.0","9","32","23","5","pragmatic"
"4710-7","1476501000257.0","45","speaker","army","91","12","50","2","2","distr1","305","93","50","3","1","distr2","196","75","50","1","3","59","34","55","true","1476500997655.0","speaker","grey","950","1.0","1","4","4","1","pragmatic"
"4710-7","1476501009716.0","46","speaker","yellow","93","97","50","2","1","distr2","205","82","50","3","3","distr1","63","93","50","1","2","17","68","74","true","1476501007694.0","speaker","green","950","1.0","1","5","5","1","pragmatic"
"4710-7","1476501017031.0","47","speaker","yellow","275","28","50","2","1","distr1","10","93","50","3","3","distr2","47","70","50","1","2","40","63","41","true","1476501015317.0","speaker","purp","950","1.0","1","4","4","1","pragmatic"
"4710-7","1476501036523.0","48","speaker","click the greenish blue and green blue","155","16","50","3","1","target","167","5","50","1","3","distr2","50","81","50","2","2","11","36","35","false","1476501031982.0","speaker","blue-er of the greys","950","0.0","4","16","11","3","pragmatic"
"4710-7","1476501061814.0","49","speaker","pink ~ not natural","311","92","50","2","2","distr1","337","13","50","3","1","distr2","80","34","50","1","3","24","77","43","true","1476501058546.0","speaker","pink","950","1.0","1","4","4","1","pragmatic"
"4710-7","1476501100113.0","50","speaker","bright like","34","29","50","3","3","distr2","116","45","50","2","1","distr1","64","1","50","1","2","18","33","29","true","1476501097192.0","speaker","take it easy homie","950","1.0","4","15","13","3","pragmatic"
"6576-b","1476499860314.0","1","speaker","subtle target is not the similar to a similar to be sky","182","33","50","2","3","distr1","195","80","50","1","2","distr2","9","7","50","3","1","15","31","34","true","1476499858062.0","speaker","grey blue","794","1.0","2","8","8","2","pragmatic"
"6576-b","1476499868949.0","2","speaker","pinkish","238","32","50","3","3","distr2","334","75","50","1","1","distr1","221","51","50","2","2","9","32","38","true","1476499867438.0","speaker","purple","794","1.0","1","6","6","1","pragmatic"
"6576-b","1476499882758.0","3","speaker","redish","332","41","50","3","2","distr2","351","35","50","1","3","distr1","329","9","50","2","1","17","10","16","true","1476499881317.0","speaker","brighter pink","794","1.0","2","12","12","2","pragmatic"
"6576-b","1476499900570.0","4","speaker","purple ~ not too","244","73","50","3","3","distr2","262","33","50","2","2","target","263","54","50","1","1","9","8","16","false","1476499895186.0","speaker","but not the light purple","794","0.0","5","20","11","2","pragmatic"
"6576-b","1476499910125.0","5","speaker","purp","267","59","50","3","1","target","313","29","50","2","2","distr1","252","33","50","1","3","17","19","10","false","1476499908886.0","speaker","purple","794","0.0","1","6","6","1","pragmatic"
"6576-b","1476499920636.0","6","speaker","lol ~ bright","11","46","50","1","1","distr2","193","43","50","2","2","distr1","222","18","50","3","3","33","52","21","true","1476499918325.0","speaker","pink","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476499931556.0","7","speaker","damn ~ light blue","220","35","50","2","2","distr1","236","32","50","3","3","distr2","252","62","50","1","1","8","19","13","true","1476499930072.0","speaker","grey blue","794","1.0","2","8","8","2","pragmatic"
"6576-b","1476499966047.0","8","speaker","green grey","176","25","50","3","1","distr1","123","8","50","2","2","target","149","18","50","1","3","8","9","13","false","1476499959352.0","speaker","greenish grey but the brighter one","794","0.0","6","29","23","4","pragmatic"
"6576-b","1476499973412.0","9","speaker","most pink","305","18","50","3","2","distr1","201","62","50","1","3","distr2","244","56","50","2","1","38","25","33","true","1476499972174.0","speaker","purple","794","1.0","1","6","6","1","pragmatic"
"6576-b","1476499987655.0","10","speaker","grey not blue","0","11","50","1","3","distr1","132","85","50","3","1","distr2","50","85","50","2","2","54","42","31","true","1476499986314.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476499998199.0","11","speaker","the color of the lighter blue","196","42","50","2","1","distr1","186","25","50","1","2","distr2","188","15","50","3","3","8","9","6","true","1476499995921.0","speaker","aqua blue","794","1.0","2","8","8","2","pragmatic"
"6576-b","1476500004595.0","12","speaker","greenest","312","14","50","1","1","target","354","42","50","3","3","distr2","158","20","50","2","2","19","49","36","false","1476500003027.0","speaker","pink","794","0.0","1","4","4","1","pragmatic"
"6576-b","1476500016475.0","13","speaker","light green","282","11","50","3","1","distr2","127","1","50","2","3","target","12","11","50","1","2","14","12","18","false","1476500013774.0","speaker","pinkish grey","794","0.0","2","11","11","2","pragmatic"
"6576-b","1476500025224.0","14","speaker","dull reddish on the three","321","11","50","2","2","distr1","343","34","50","1","1","distr2","322","55","50","3","3","14","18","12","true","1476500023705.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500033360.0","15","speaker","green","48","44","50","1","3","distr1","74","41","50","3","1","distr2","172","85","50","2","2","13","36","28","true","1476500031509.0","speaker","tan","794","1.0","1","3","3","1","pragmatic"
"6576-b","1476500039649.0","16","speaker","green","121","79","50","3","2","distr2","225","75","50","1","3","distr1","26","65","50","2","1","57","73","55","true","1476500038376.0","speaker","gren","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500055254.0","17","speaker","blue ~ bluish","260","37","50","3","2","distr1","274","65","50","2","1","distr2","114","53","50","1","3","10","60","64","true","1476500051318.0","speaker","purple but the grey purple","794","1.0","5","22","16","3","pragmatic"
"6576-b","1476500064165.0","18","speaker","medium purple","330","41","50","2","1","distr2","272","22","50","3","2","distr1","287","26","50","1","3","13","16","5","true","1476500062454.0","speaker","pink","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500073880.0","19","speaker","brown","87","40","50","1","2","distr1","81","19","50","3","1","distr2","17","89","50","2","3","12","55","44","true","1476500072335.0","speaker","brighter green","794","1.0","2","13","13","2","pragmatic"
"6576-b","1476500082006.0","20","speaker","green","97","32","50","1","3","distr1","213","11","50","3","2","distr2","279","63","50","2","1","35","81","21","true","1476500080557.0","speaker","green","794","1.0","1","5","5","1","pragmatic"
"6576-b","1476500097130.0","21","speaker","grayish green","74","22","50","1","2","distr1","73","58","50","3","1","distr2","3","50","50","2","3","17","44","60","true","1476500094911.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500105307.0","22","speaker","pink","45","47","50","2","3","distr1","344","72","50","1","2","distr2","140","63","50","3","1","48","31","84","true","1476500103327.0","speaker","brown","794","1.0","1","5","5","1","pragmatic"
"6576-b","1476500111865.0","23","speaker","pink","345","58","50","3","1","distr1","119","87","50","2","2","distr2","284","40","50","1","3","89","24","96","true","1476500110615.0","speaker","pink","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500118534.0","24","speaker","red / red","347","83","50","3","3","distr2","300","4","50","2","2","distr1","117","98","50","1","1","92","28","53","true","1476500117108.0","speaker","pink","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500125854.0","25","speaker","brighter red","340","33","50","2","2","distr2","144","96","50","1","3","target","340","79","50","3","1","13","94","81","false","1476500124127.0","speaker","pink","794","0.0","1","4","4","1","pragmatic"
"6576-b","1476500132325.0","26","speaker","darkest","73","2","50","1","1","distr2","119","42","50","2","2","distr1","25","55","50","3","3","24","28","48","true","1476500131151.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500144115.0","27","speaker","purple","281","61","50","3","3","distr1","321","22","50","1","1","distr2","88","5","50","2","2","19","45","34","true","1476500141702.0","speaker","bright purple","794","1.0","2","12","12","2","pragmatic"
"6576-b","1476500153270.0","28","speaker","of the sky blue and","180","12","50","2","2","distr2","350","8","50","1","3","distr1","23","93","50","3","1","40","28","30","true","1476500151986.0","speaker","blue grey","794","1.0","2","8","8","2","pragmatic"
"6576-b","1476500165136.0","29","speaker","gross not the grenish","55","46","50","1","1","distr1","117","73","50","3","2","distr2","145","5","50","2","3","23","27","33","true","1476500163100.0","speaker","tan","794","1.0","1","3","3","1","pragmatic"
"6576-b","1476500174286.0","30","speaker","dusty red","293","48","50","2","2","distr2","359","39","50","1","3","distr1","260","75","50","3","1","17","27","36","true","1476500172386.0","speaker","bright purpl","794","1.0","2","11","11","2","pragmatic"
"6576-b","1476500193029.0","31","speaker","not the bright one , the lime green not yellowish green","121","78","50","2","3","target","94","64","50","1","2","distr1","140","52","50","3","1","12","6","12","false","1476500188367.0","speaker","light green but not the blue green","794","0.0","7","28","19","4","pragmatic"
"6576-b","1476500216212.0","32","speaker","the regular purple","290","64","50","1","1","distr1","296","98","50","2","2","distr2","197","4","50","3","3","10","17","18","true","1476500212861.0","speaker","darker purple not the bright purple","794","1.0","6","30","24","4","pragmatic"
"6576-b","1476500227147.0","33","speaker","you been slightly more brightness of them is teal , it but the most greenish blue","93","13","50","2","1","target","158","18","50","3","2","distr2","352","56","50","1","3","9","51","46","false","1476500224108.0","speaker","grey blue","794","0.0","2","8","8","2","pragmatic"
"6576-b","1476500243660.0","34","speaker","darker of the colors","281","8","50","2","3","target","237","7","50","1","2","distr2","73","2","50","3","1","7","12","16","false","1476500241239.0","speaker","purple grey, the mix between the two","794","0.0","7","29","16","4","pragmatic"
"6576-b","1476500253677.0","35","speaker","not the drab lol ; really a brown","339","30","50","2","3","distr1","6","48","50","3","1","distr2","201","36","50","1","2","17","41","46","true","1476500251595.0","speaker","lighter pink","794","1.0","2","11","11","2","pragmatic"
"6576-b","1476500263052.0","36","speaker","the most sky blue","178","94","50","1","1","distr1","179","5","50","2","3","distr2","295","85","50","3","2","33","58","23","true","1476500261426.0","speaker","neon blue","794","1.0","2","8","8","2","pragmatic"
"6576-b","1476500271050.0","37","speaker","pink","244","39","50","1","1","distr2","327","61","50","3","2","distr1","30","85","50","2","3","57","27","46","true","1476500269819.0","speaker","blue","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500280955.0","38","speaker","greenish blue","160","50","50","2","1","distr2","139","39","50","3","3","distr1","153","91","50","1","2","15","8","16","true","1476500278794.0","speaker","blue","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500287162.0","39","speaker","green","101","65","50","1","2","distr1","155","3","50","3","3","distr2","306","58","50","2","1","33","94","28","true","1476500285955.0","speaker","green","794","1.0","1","5","5","1","pragmatic"
"6576-b","1476500305307.0","40","speaker","the purple color","284","55","50","3","2","distr2","312","17","50","2","1","distr1","318","34","50","1","3","14","18","8","true","1476500303765.0","speaker","vibrant purple","794","1.0","2","13","13","2","pragmatic"
"6576-b","1476500318167.0","41","speaker","blue","353","32","50","2","3","distr1","301","27","50","3","1","distr2","236","57","50","1","2","19","34","24","true","1476500314857.0","speaker","pinkish tan","794","1.0","2","10","10","2","pragmatic"
"6576-b","1476500331758.0","42","speaker","lighter blue ~ not the neon","207","41","50","1","1","distr1","205","68","50","2","2","distr2","42","14","50","3","3","6","32","38","true","1476500329812.0","speaker","not the neon","794","1.0","3","10","4","1","pragmatic"
"6576-b","1476500365733.0","43","speaker","the do a <unk> color of the two","125","15","50","1","2","distr2","70","72","50","2","1","target","102","18","50","3","3","5","26","29","false","1476500361918.0","speaker","lighter grey","794","0.0","2","11","11","2","pragmatic"
"6576-b","1476500399670.0","44","speaker","mix of green but it is green . the most green plus","188","10","50","1","2","distr2","97","10","50","2","3","target","122","5","50","3","1","8","6","13","false","1476500395360.0","speaker","lighter purple grey. not the purple purple","794","0.0","7","35","29","5","pragmatic"
"6576-b","1476500408227.0","45","speaker","pink","336","86","50","2","1","distr2","18","42","50","3","2","distr1","160","52","50","1","3","79","25","51","true","1476500406893.0","speaker","pink","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500420982.0","46","speaker","mustard yellow","66","59","50","3","1","distr1","114","79","50","1","3","distr2","30","71","50","2","2","18","35","53","true","1476500419435.0","speaker","mustard","794","1.0","1","7","7","1","pragmatic"
"6576-b","1476500428116.0","47","speaker","teal","161","15","50","2","1","distr2","210","95","50","1","2","distr1","293","69","50","3","3","36","33","33","true","1476500426635.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500438980.0","48","speaker","yellowish green","79","66","50","1","2","distr1","135","89","50","3","3","distr2","145","63","50","2","1","13","17","11","true","1476500437278.0","speaker","mustard","794","1.0","1","7","7","1","pragmatic"
"6576-b","1476500448830.0","49","speaker","hi ~ kind of a maroon ? ~ grey ~ <unk>","21","11","50","1","2","distr1","278","32","50","2","3","distr2","85","23","50","3","1","29","25","59","true","1476500446694.0","speaker","grey","794","1.0","1","4","4","1","pragmatic"
"6576-b","1476500458447.0","50","speaker","lighter blue","227","72","50","3","3","distr1","233","83","50","1","2","distr2","256","31","50","2","1","7","13","16","true","1476500456489.0","speaker","lighter blue","794","1.0","2","11","11","2","pragmatic"
"9850-2","1476499869748.0","1","speaker","most blue","192","37","50","2","1","distr2","166","28","50","3","3","distr1","174","23","50","1","2","10","15","5","true","1476499867136.0","speaker","most blue","814","1.0","2","8","4","1","pragmatic"
"9850-2","1476499876949.0","2","speaker","green","97","23","50","2","1","distr1","332","93","50","1","2","distr2","223","40","50","3","3","66","48","38","true","1476499875227.0","speaker","green","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476499895692.0","3","speaker","dull blue","218","57","50","1","2","distr2","220","98","50","3","1","distr1","209","37","50","2","3","7","9","14","true","1476499890574.0","speaker","faded blue, but not gray","814","1.0","5","19","13","3","pragmatic"
"9850-2","1476499957809.0","4","speaker","lime green","124","53","50","2","1","distr1","154","28","50","3","3","distr2","113","35","50","1","2","18","7","13","true","1476499947900.0","speaker","not hazy green, or dingy green.  it's the regular green","814","1.0","10","43","31","6","pragmatic"
"9850-2","1476499984043.0","5","speaker","not orange , kind of green","64","56","50","1","2","distr2","37","1","50","3","1","distr1","100","93","50","2","3","18","33","40","true","1476499976324.0","speaker","gold corn","814","1.0","2","8","8","2","pragmatic"
"9850-2","1476500025509.0","6","speaker","grey again","354","1","50","1","1","distr2","94","35","50","3","2","distr1","301","50","50","2","3","28","28","78","true","1476500023398.0","speaker","so... gray","814","1.0","2","6","4","1","pragmatic"
"9850-2","1476500049043.0","7","speaker","cyan","182","63","50","2","2","distr2","34","46","50","3","1","distr1","188","76","50","1","3","7","42","44","true","1476500044365.0","speaker","teal, not as pure a blue","814","1.0","6","18","12","3","pragmatic"
"9850-2","1476500063073.0","8","speaker","no <unk> ~ orange","42","85","50","1","1","distr1","49","11","50","3","2","distr2","244","86","50","2","3","26","81","54","true","1476500061242.0","speaker","gold","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500096006.0","9","speaker","dark orange","36","43","50","3","2","target","20","56","50","1","3","distr2","33","71","50","2","1","17","15","9","false","1476500092552.0","speaker","clay?","814","0.0","1","4","4","1","pragmatic"
"9850-2","1476500127090.0","10","speaker","reddish","29","47","50","3","1","distr2","304","99","50","1","2","distr1","29","22","50","2","3","10","51","44","true","1476500119704.0","speaker","brown, the lighter shade","814","1.0","4","20","17","3","pragmatic"
"9850-2","1476500166951.0","11","speaker","bright green","89","91","50","1","1","distr2","130","50","50","2","2","distr1","90","65","50","3","3","8","17","11","true","1476500164627.0","speaker","yea, like a neon lime","814","1.0","5","16","15","4","pragmatic"
"9850-2","1476500182588.0","12","speaker","green","80","8","50","3","3","distr1","91","33","50","1","1","distr2","326","90","50","2","2","18","45","73","true","1476500178575.0","speaker","gray, without green","814","1.0","3","16","16","3","pragmatic"
"9850-2","1476500191824.0","13","speaker","dull blue","127","30","50","3","3","distr1","157","22","50","2","2","distr2","50","17","50","1","1","12","19","19","true","1476500190037.0","speaker","green","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476500199245.0","14","speaker","pink","321","50","50","1","1","distr1","220","99","50","3","3","distr2","150","38","50","2","2","29","73","52","true","1476500197967.0","speaker","pink","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500207905.0","15","speaker","greyest","206","22","50","1","2","distr1","223","9","50","2","3","distr2","257","42","50","3","1","9","18","19","true","1476500204633.0","speaker","blue","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500221156.0","16","speaker","greenish","156","13","50","1","1","distr1","131","89","50","3","3","distr2","347","63","50","2","2","34","48","89","true","1476500218889.0","speaker","graygreen","814","1.0","1","9","9","1","pragmatic"
"9850-2","1476500246471.0","17","speaker","hello .","87","25","50","3","1","distr2","56","10","50","2","3","distr1","124","28","50","1","2","8","13","18","true","1476500240408.0","speaker","pea soup/bog","814","1.0","2","10","10","3","pragmatic"
"9850-2","1476500271155.0","18","speaker","grey","336","6","50","3","2","distr1","46","0","50","1","3","distr2","25","86","50","2","1","9","30","30","true","1476500268283.0","speaker","more red","814","1.0","2","7","3","1","pragmatic"
"9850-2","1476500282955.0","19","speaker","blue","273","48","50","1","3","distr2","223","35","50","3","2","distr1","291","22","50","2","1","13","19","19","true","1476500278074.0","speaker","purple","814","1.0","1","6","6","1","pragmatic"
"9850-2","1476500293301.0","20","speaker","the grey box","281","22","50","1","2","distr2","214","27","50","2","3","distr1","202","6","50","3","1","18","19","13","true","1476500290615.0","speaker","purple","814","1.0","1","6","6","1","pragmatic"
"9850-2","1476500301249.0","21","speaker","pink","337","39","50","1","1","distr2","194","97","50","3","3","distr1","88","0","50","2","2","25","62","28","true","1476500299495.0","speaker","pink","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500327751.0","22","speaker","green","103","23","50","3","3","distr2","208","54","50","2","1","distr1","88","36","50","1","2","8","44","53","true","1476500317841.0","speaker","faded green","814","1.0","2","10","10","2","pragmatic"
"9850-2","1476500335858.0","23","speaker","the one that has more pinkish","306","25","50","2","2","distr1","159","1","50","1","3","distr2","91","36","50","3","1","21","64","26","true","1476500333434.0","speaker","pink","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500344127.0","24","speaker","dark purple but not <unk> ~ lavender","295","47","50","1","2","distr2","320","85","50","3","3","distr1","310","76","50","2","1","8","12","6","true","1476500342881.0","speaker","purple","814","1.0","1","6","6","1","pragmatic"
"9850-2","1476500394668.0","25","speaker","light looking","145","27","50","1","2","distr2","173","42","50","3","3","distr1","186","39","50","2","1","19","12","10","true","1476500391834.0","speaker","they all look green to me","814","1.0","6","20","9","2","pragmatic"
"9850-2","1476500418373.0","26","speaker","blue","257","27","50","3","1","distr1","264","37","50","1","2","distr2","192","44","50","2","3","5","32","34","true","1476500414480.0","speaker","err... it's purple, but more faded","814","1.0","6","25","14","3","pragmatic"
"9850-2","1476500481946.0","27","speaker","tan","15","96","50","2","3","distr2","310","27","50","1","2","distr1","23","33","50","3","1","18","37","31","true","1476500478256.0","speaker","well, i have purple, orange and brown.  so pumpkin ornage","814","1.0","10","44","34","6","pragmatic"
"9850-2","1476500495433.0","28","speaker","purple ~ pinkish","249","19","50","2","2","distr1","333","11","50","3","1","distr2","86","25","50","1","3","15","43","39","true","1476500491427.0","speaker","blueish purple","814","1.0","2","13","13","2","pragmatic"
"9850-2","1476500506836.0","29","speaker","purp / purple","314","92","50","2","3","distr2","300","49","50","1","2","distr1","313","24","50","3","1","16","9","12","true","1476500504060.0","speaker","hot pink leggings","814","1.0","3","15","15","3","pragmatic"
"9850-2","1476500513379.0","30","speaker","dark brown : ) ~ grey / brown","2","16","50","1","2","distr1","153","74","50","2","3","distr2","315","45","50","3","1","53","22","86","true","1476500512198.0","speaker","brown","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476500532307.0","31","speaker","bright green","98","68","50","2","3","distr2","113","81","50","1","2","distr1","153","52","50","3","1","17","5","18","true","1476500527282.0","speaker","green.  not bright, not faded","814","1.0","5","22","16","3","pragmatic"
"9850-2","1476500539412.0","32","speaker","dull green","146","25","50","3","2","distr2","302","84","50","1","1","distr1","34","87","50","2","3","42","45","59","true","1476500538100.0","speaker","green","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476500547446.0","33","speaker","oops ~ ok not the browner one","54","14","50","2","2","distr2","161","61","50","3","1","distr1","272","52","50","1","3","52","27","57","true","1476500546252.0","speaker","brown","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476500557560.0","34","speaker","the color of a yellow tint","73","82","50","2","3","distr2","280","26","50","3","2","distr1","110","96","50","1","1","13","77","85","true","1476500555245.0","speaker","yellow green","814","1.0","2","11","11","2","pragmatic"
"9850-2","1476500588953.0","35","speaker","bluish green / green","161","86","50","2","2","distr2","172","75","50","3","1","distr1","147","63","50","1","3","9","11","16","true","1476500586465.0","speaker","mix","814","1.0","1","3","3","1","pragmatic"
"9850-2","1476500598645.0","36","speaker","orange","39","64","50","3","1","distr2","81","9","50","1","2","distr1","284","11","50","2","3","42","25","31","true","1476500597076.0","speaker","orange","814","1.0","1","6","6","1","pragmatic"
"9850-2","1476500607222.0","37","speaker","orange . no <unk> actually an doing great ~ lighter orange one ~ the one )","23","92","50","1","3","distr2","214","27","50","2","1","distr1","2","64","50","3","2","19","44","41","true","1476500605055.0","speaker","pumpkin","814","1.0","1","7","7","1","pragmatic"
"9850-2","1476500614164.0","38","speaker","darker purple","311","1","50","3","3","distr2","281","84","50","2","1","distr1","315","16","50","1","2","18","32","23","true","1476500612652.0","speaker","gray","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500620533.0","39","speaker","purple without it it is brighter of the others","357","44","50","1","1","distr1","289","0","50","3","2","distr2","91","32","50","2","3","26","57","26","true","1476500619348.0","speaker","red","814","1.0","1","3","3","1","pragmatic"
"9850-2","1476500648395.0","40","speaker","dark green","59","49","50","3","2","distr1","63","25","50","1","3","distr2","43","44","50","2","1","12","13","11","true","1476500647349.0","speaker","bright","814","1.0","1","6","6","1","pragmatic"
"9850-2","1476500662625.0","41","speaker","blue ~ it's lighter purple ~ it's the grayish bluish one","233","36","50","2","1","target","248","64","50","1","2","distr1","248","91","50","3","3","5","13","18","false","1476500658367.0","speaker","indigo?","814","0.0","1","6","6","1","pragmatic"
"9850-2","1476500702473.0","42","speaker","not blue , not purple not brown not gray","168","13","50","2","2","distr1","273","63","50","3","3","target","243","40","50","1","1","12","35","36","false","1476500696841.0","speaker","cornflower blue?","814","0.0","2","14","14","2","pragmatic"
"9850-2","1476500721286.0","43","speaker","blue","251","66","50","1","3","distr1","66","41","50","3","1","distr2","192","1","50","2","2","83","30","29","true","1476500717450.0","speaker","it's the same as last round.  blue","814","1.0","7","26","13","3","pragmatic"
"9850-2","1476500735545.0","44","speaker","purple","359","6","50","3","3","distr2","83","12","50","2","1","distr1","333","20","50","1","2","14","23","38","true","1476500732117.0","speaker","brown","814","1.0","1","5","5","1","pragmatic"
"9850-2","1476500742174.0","45","speaker","purple","243","9","50","1","3","distr2","37","61","50","2","1","distr1","327","19","50","3","2","16","38","41","true","1476500740481.0","speaker","gray","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500752709.0","46","speaker","dull pink","320","21","50","3","2","distr2","53","61","50","1","1","distr1","242","28","50","2","3","18","56","65","true","1476500751201.0","speaker","pink","814","1.0","1","4","4","1","pragmatic"
"9850-2","1476500762985.0","47","speaker","orange-ish","18","29","50","1","2","distr1","75","67","50","2","3","distr2","322","27","50","3","1","45","24","69","true","1476500761639.0","speaker","brownish","814","1.0","1","8","8","1","pragmatic"
"9850-2","1476500771128.0","48","speaker","pink","328","71","50","1","1","distr1","47","34","50","3","3","distr2","235","77","50","2","2","54","32","68","true","1476500768505.0","speaker","pink","814","1.0","1","4","4","1","pragmatic"
