,Length,Language,Messsage
32368,5,English,Darkest color but not gray
32369,2,English,Lightest color
32370,4,English,Color of the sky
32371,4,English,Color of a rose
32372,3,English,Color of grass
32373,2,English,Lightest color
32374,3,English,Color of grass
32375,4,English,Color of the sun
32376,6,English,Darker shade of two similar colors
32377,6,English,Lighter shade of two similar colors
32378,6,English,Darker shade of two similar colors
32379,2,English,Darkest shade
32380,3,English,Color of mud
32381,2,English,Lightest shade
32382,2,English,LIghtest shade
32383,2,English,Middle shade
32384,4,English,Color of the sk
32385,1,English,y
32386,3,English,Color of grass
32387,5,English,Lighter of two similar shades
32388,5,English,Darker of two similar shades
32389,2,English,Medium shade
32390,3,English,Color of cement
32391,6,English,Least similar of the three colors
32392,4,English,Color of an orange
32393,3,English,Color of grass
32394,2,English,Darkest color
32395,4,English,Color of a rose
32396,5,English,Darker of two similar colors
32397,1,English,blue
32398,1,English,blue
32399,2,English,bright orange
32400,1,English,purple
32401,2,English,neon green
32402,2,English,bright green
32403,2,English,darker green
32404,1,English,gray
32405,2,English,grass green
32406,11,English,is it the olive type color or the more regular green
32407,3,English,more regular green
32408,1,English,pink
32409,2,English,bluish purple
32410,2,English,regular gray
32411,2,English,darker purple
32412,2,English,bright teal
32413,4,English,dull green not olive
32414,1,English,whoops
32415,2,English,dull pink
32416,1,English,teal
32417,2,English,grayish green
32418,1,English,red
32419,2,English,bright green
32420,2,English,dull blue
32421,2,English,bright teal
32422,1,English,gray
32423,2,English,darker purple
32424,2,English,bright green
32425,2,English,dull green
32426,1,English,pink
32427,1,English,blue
32428,2,English,grayish purple
32429,1,English,mauve
32430,3,English,dull pinkish purple
32431,2,English,darker teal
32432,1,English,green
32433,1,English,pink
32434,1,English,pink
32435,1,English,olive
32436,2,English,dull teal
32437,2,English,yellowish green
32438,2,English,darker purple
32439,1,English,olive
32440,1,English,blue
32441,1,English,yellow
32442,2,English,dull teal
32443,2,English,dull purple
32444,2,English,dull rose
32445,6,English,the pink or the orangey one
32446,1,English,pink
32447,1,English,purple
32448,1,English,gray
32449,2,English,bright green
32450,1,English,gray
32451,2,English,dark purple
32452,3,English,it is green
32453,5,English,it is the darker pink
32454,5,English,it is the darker purple
32455,3,English,it is blue
32456,4,English,it is ugly green
32457,3,English,it is grey
32458,3,English,it is blue
32459,4,English,it is brownish green
32460,3,English,it is orange
32461,3,English,it is grey
32462,3,English,it is green
32463,11,English,it is the purple that has a grey tint to it
32464,13,English,it is not orange it is also the lighter of the two browns
32465,3,English,it is purple
32466,11,English,it is the deeper purple not the one that is greyish
32467,9,English,it is the bright pink not the bright purple
32468,3,English,it is orange
32469,8,English,it is green not the ugly yellow green
32470,10,English,it is neon pink the brighter of the two pinks
32471,3,English,it is blue
32472,4,English,it is deep blue
32473,4,English,it is greenish blueish
32474,5,English,it is the brighter pink
32475,8,English,it is the blue that is not purpleish
32476,3,English,it is blue
32477,3,English,it is grey
32478,4,English,it is greyish green
32479,3,English,it is grey
32480,5,English,it is the brighter blue
32481,3,English,it is blue
32482,4,English,it is the blue
32483,4,English,it is bright pink
32484,3,English,it is purple
32485,3,English,it is brown
32486,3,English,it is blue
32487,3,English,it is green
32488,3,English,it is purple
32489,3,English,it is blue
32490,3,English,it is greyish
32491,3,English,it is green
32492,3,English,it is pink
32493,9,English,it is the more true blue not the greyishone
32494,3,English,it is pink
32495,3,English,it is green
32496,3,English,it is blue
32497,5,English,it is the darker green
32498,3,English,it is blue
32499,11,English,it is grey not the brown grey not the green grey
32500,5,English,it is brown not green
32501,4,English,it is brighter green
32502,4,English,object is olive green
32503,4,English,object is cauliflower blue
32504,2,English,darker blue
32505,6,English,the color is like the sun
32506,6,English,the color is the brightest blue
32507,8,English,the color is the deepest shade of green
32508,4,English,the color is lavender
32509,6,English,the color is a darker purple
32510,4,English,the color is pink
32511,4,English,the color is orange
32512,6,English,the color is a golden color
32513,6,English,the color is a weird grey/green
32514,4,English,the color is green
32515,4,English,the color is green
32516,6,English,the color is a light green
32517,4,English,the color is blue
32518,6,English,the color is a golden color
32519,1,English,r
32520,1,English,yellow
32521,1,English,green
32522,1,English,green
32523,2,English,tealish green
32524,2,English,More specific
32525,1,English,darker
32526,2,English,golden brown
32527,8,English,the shade of purple that is the darkest
32528,2,English,peach color
32529,2,English,brickish red
32530,1,English,lavendar
32531,2,English,light purple
32532,2,English,dandelion color
32533,1,English,blue
32534,1,English,dark
32535,2,English,lighter blue
32536,2,English,darker green
32537,2,English,greenish grey
32538,2,English,darker purple
32539,2,English,light purple
32540,2,English,lime green
32541,9,English,the darker green that is close to leaf shade
32542,1,English,blue
32543,2,English,brownish grey
32544,1,English,grey
32545,2,English,pinkish purple
32546,3,English,pinkish purple again
32547,1,English,red
32548,1,English,grey
32549,2,English,olive green
32550,1,English,purple
32551,2,English,light purple
32552,2,English,greyish purple
32553,2,English,greyish purple
32554,2,English,dark blue
32555,2,English,skyish blue
32556,10,English,the shade of green that would be in the middle
32557,2,English,darker purple
32558,1,English,pink
32559,2,English,yellowish brown
32560,5,English,coffe brown not orange brown
32561,1,English,blue
32562,1,English,red/pink
32563,1,English,yellow
32564,1,English,blue
32565,6,English,gray blue but not dull one
32566,5,English,pea green not bright greens
32567,1,English,red
32568,2,English,grayish blue
32569,8,English,not lime green and not pea greenshrek green
32570,1,English,gray
32571,1,English,brown
32572,2,English,bright blue
32573,2,English,bright green
32574,1,English,gray
32575,2,English,dull green
32576,1,English,gray
32577,1,English,purple
32578,2,English,darker green
32579,1,English,blue
32580,2,English,yellowish green
32581,5,English,blue but slightly less blue
32582,2,English,lime green
32583,6,English,same as last but slightly duller
32584,2,English,greenish yellow
32585,2,English,grayish green
32586,1,English,green/yellow
32587,2,English,bright yellow
32588,2,English,purplish red
32589,2,English,vibrant blue
32590,2,English,dull purple
32591,1,English,blue/purple
32592,1,English,purple
32593,1,English,orange
32594,1,English,pruple/red
32595,2,English,dull green
32596,2,English,yellowish green
32597,2,English,blueish purple
32598,1,English,yellow
32599,1,English,green
32600,1,English,green
32601,7,English,dull red but not dull brown red
32602,5,English,purple but not bright purple
32603,1,English,yellow
32604,2,English,faded pink
32605,1,English,blue
32606,6,English,dark green but not lime green
32607,5,English,It's the grey one
32608,2,English,brightest green
32609,2,English,brightest green
32610,1,English,pink
32611,1,English,blue
32612,2,English,darkest purple
32613,1,English,grey
32614,1,English,pink
32615,1,English,pinkish
32616,1,English,blue
32617,1,English,green
32618,2,English,darker purple
32619,1,English,reddish
32620,2,English,dark blue
32621,1,English,green
32622,1,English,pink
32623,1,English,purple
32624,1,English,purple
32625,1,English,darkest
32626,2,English,bright green
32627,1,English,purple
32628,2,English,dark green
32629,1,English,tan
32630,1,English,pink
32631,1,English,purple
32632,2,English,dark green
32633,2,English,bright green
32634,1,English,yellow
32635,1,English,pink
32636,1,English,green
32637,1,English,pink
32638,2,English,light green
32639,1,English,pink
32640,1,English,pink
32641,1,English,blue
32642,1,English,pink
32643,1,English,pink
32644,1,English,blue
32645,1,English,blue
32646,1,English,pink
32647,1,English,pink
32648,2,English,sand colored
32649,1,English,purple
32650,2,English,neon green
32651,2,English,olive green
32652,1,English,orange
32653,1,English,green
32654,1,English,yellowish
32655,1,English,red
32656,1,English,yellow
32657,6,English,it isa lighter shade of purple
32658,6,English,it is the brighter pink color
32659,3,English,it is pink
32660,1,English,greenish
32661,1,English,purple
32662,6,English,not bright pink but more purplish
32663,1,English,pink
32664,1,English,blue
32665,1,English,yellow
32666,2,English,royal blue
32667,8,English,it is closer to royal blue than purple
32668,2,English,bright pink
32669,14,English,ok  its not the bright green   it is the brighter of the two yellows
32670,8,English,it is the darker purple color more bluish
32671,9,English,it is not as pale as the other two
32672,1,English,purple
32673,8,English,not purple it is the darker brighter blue
32674,6,English,it is the faded pink color
32675,10,English,it is not purple  the more greenish color not yellow
32676,8,English,it is the more blah green not bright
32677,8,English,it is the more pale blue not bright
32678,12,English,it is the brighter of the green colors more like a tree
32679,6,English,it is the brighter yellow color
32680,11,English,it is the more dull green color not the tree one
32681,6,English,it is not the brighter green
32682,6,English,i SEE PURPLE BLUE AND GREEN
32683,9,English,not purple  it is more like blue then green
32684,2,English,bright pink
32685,8,English,not blue  it is a more faded yellow
32686,1,English,TAN
32687,11,English,it is the one that is less tan and more green
32688,3,English,purple not pink
32689,2,English,bright aqua
32690,11,English,it is not grey  it is more purple than the others
32691,8,English,it is the most dull green  not bright
32692,11,English,it is not bright green  it is the more dull green
32693,1,English,blue
32694,9,English,not brown  it is the brightest of the greens
32695,10,English,not blue  it is the darker of the two greens
32696,13,English,not gray it is the darker of the greens  the one least yellow
32697,1,English,yellow
32698,1,English,purple
32699,4,English,not the pink one
32700,3,English,bright hot pink
32701,7,English,not the one that looks more reddish
32702,7,English,it is brighter than the other pink
32703,4,English,royal blue not navy
32704,1,English,purple
32705,9,English,green not the faded green but the bright green
32706,1,English,aqua
32707,2,English,not green
32708,8,English,it is the grey that is more bluish
32709,9,English,purple  not the faded one but the bright one
32710,1,English,red
32711,1,English,aqua
32712,3,English,purple not pink
32713,7,English,not bright pink  more purple than pink
32714,2,English,not pink
32715,10,English,it is not the purple which looks more like blue
32716,2,English,not blue
32717,10,English,it is not the bright green but the dull green
32718,2,English,light blue
32719,1,English,green
32720,1,English,blue
32721,2,English,light purple
32722,1,English,blue
32723,2,English,medium bluepurple
32724,1,English,pink
32725,1,English,cyan
32726,1,English,yellow
32727,1,English,beige
32728,1,English,pink
32729,1,English,grey
32730,1,English,grey
32731,1,English,green
32732,2,English,brigh green
32733,1,English,grey
32734,1,English,yellow
32735,2,English,light blue
32736,1,English,purple
32737,1,English,grey
32738,2,English,ligh green
32739,2,English,bright purple
32740,1,English,beige
32741,2,English,bright green
32742,2,English,bright green
32743,2,English,bright blue
32744,2,English,light green
32745,2,English,grey blue
32746,1,English,purple
32747,1,English,purple
32748,1,English,blue
32749,2,English,bright green
32750,1,English,orange
32751,1,English,blue
32752,1,English,green
32753,2,English,light blue
32754,1,English,pink
32755,2,English,bright purple
32756,2,English,light purple
32757,1,English,purple
32758,1,English,grey
32759,1,English,grey
32760,2,English,light blue
32761,1,English,yellow
32762,2,English,bright blue
32763,1,English,grey
32764,1,English,green
32765,2,English,light purple
32766,1,English,green
32767,1,English,grey
32768,6,English,it is a blueish slighly purple
32769,1,English,red
32770,1,English,grey
32771,3,English,most grey option
32772,6,English,brightest blue of the two options
32773,2,English,brightest green
32774,1,English,blue
32775,1,English,blue
32776,3,English,slighty darker green
32777,1,English,purple
32778,1,English,purple
32779,2,English,darkest blue
32780,2,English,truest green
32781,2,English,brighest blue
32782,7,English,greyish purple not clearly purple not blueish
32783,1,English,yellow
32784,1,English,orange
32785,1,English,purple
32786,1,English,purple
32787,1,English,yellowish
32788,4,English,deepest red brick red
32789,2,English,darkest grey
32790,1,English,purple
32791,1,English,red
32792,4,English,dullest of the options
32793,1,English,green
32794,1,English,brightest
32795,1,English,orange
32796,1,English,purple
32797,2,English,light blue
32798,13,English,not the true tan but the other with a slight tinge of green
32799,2,English,most green
32800,1,English,pink
32801,1,English,blue
32802,7,English,not the pink or the truest purple
32803,2,English,most blueish
32804,1,English,purple
32805,2,English,darker pink
32806,1,English,grey
32807,1,English,pinkish
32808,2,English,lighter tan
32809,1,English,green
32810,1,English,green
32811,1,English,green
32812,1,English,orange
32813,2,English,brightest green
32814,2,English,most grey
32815,1,English,teal
32816,2,English,most grey
32817,7,English,Ok the target is the blue one
32818,3,English,The orange one
32819,3,English,The reddish one
32820,3,English,The grey one
32821,4,English,The teal green one
32822,5,English,The darker purple blue one
32823,4,English,The bright blue one
32824,3,English,The grey one
32825,3,English,The purple one
32826,8,English,The darkest one reddish tint or brownish tint
32827,4,English,the brightest green one
32828,4,English,The regular blue color
32829,6,English,Same blue color as last one
32830,3,English,The purple one
32831,4,English,The forest green one
32832,6,English,the brownish green the darkest one
32833,9,English,Haha you're good at this my descriptions stink
32834,3,English,The reddish one
32835,4,English,The bright pink one
32836,6,English,LOL yeah you're doing great
32837,3,English,The red one
32838,3,English,The red one
32839,2,English,Dang it
32840,3,English,The purple one
32841,2,English,no prob
32842,2,English,bright purple
32843,1,English,yeah
32844,4,English,darkest blue purple one
32845,5,English,the most regular green one
32846,3,English,The orange one
32847,4,English,the bright green one
32848,5,English,the purple and blue one
32849,4,English,the bright green one
32850,3,English,the brown one
32851,3,English,the orange one
32852,4,English,the brightest blue one
32853,3,English,the blue one
32854,10,English,the blue grey one but not the purple shaded one
32855,3,English,the purple one
32856,3,English,the green one
32857,11,English,The purple that is not got blue in it Just purple
32858,1,English,omg
32859,1,English,ok
32860,14,English,The green that is the middle shade not the bright or the dark one
32861,6,English,the blue that is really blue
32862,4,English,the baby blue one
32863,9,English,the pinkish red one whatever color that is haha
32864,3,English,the teal one
32865,3,English,the green one
32866,4,English,the grey purple one
32867,3,English,the purple one
32868,3,English,the grey one
32869,4,English,the bright purple one
32870,3,English,the blue one
32871,3,English,the teal one
32872,4,English,the darker green one
32873,3,English,the grey one
32874,5,English,the rainbow one j/klast oneyaya
32875,4,English,the bright pink one
32876,1,English,hello
32877,6,English,medium green not bland not bright
32878,2,English,brownish green
32879,6,English,the green that isn't brown
32880,3,English,the brownish green
32881,11,English,the dark purple not the one that COULD be considered blue
32882,1,English,teal
32883,3,English,sorry about that
32884,2,English,teal again
32885,7,English,bright pink not the dingy faded ones
32886,2,English,bright yellow
32887,1,English,purple
32888,3,English,the faded red
32889,13,English,umm the light blue thats more blue than green ot the grey one
32890,1,English,Huzzah
32891,2,English,bright green
32892,1,English,lol
32893,2,English,teal again
32894,1,English,lol
32895,2,English,bright teal
32896,6,English,dark blue not the faded one
32897,11,English,this thing is going to make me learn my colors damnit
32898,3,English,I know right
32899,7,English,the bright blue not the faded one
32900,1,English,ohlovely
32901,4,English,purple grey and blue
32902,1,English,ummm
32903,1,English,grey
32904,1,English,lol
32905,1,English,grey/brown
32906,5,English,bright purple not the faded
32907,1,English,jeeze
32908,4,English,not he blue one
32909,1,English,yeaum
32910,2,English,not the*
32911,2,English,good lol
32912,2,English,bright green
32913,1,English,again
32914,2,English,bright green
32915,1,English,pink
32916,1,English,purple
32917,3,English,teal not blue
32918,1,English,green
32919,1,English,purple
32920,1,English,teal
32921,4,English,sky blue not grey
32922,2,English,dark purple
32923,1,English,sorry
32924,3,English,the bright orange
32925,2,English,no biggie
32926,4,English,that one was mybad
32927,1,English,purple
32928,8,English,not the grey green not the blue green
32929,7,English,teal again someone must love that color
32930,1,English,blue
32931,1,English,green
32932,10,English,seeI'd call it turquoise but I don't know
32933,14,English,lol I thought that too but it was too long to spellturquoise here though
32934,13,English,At this point you could just say T and I'd get it
32935,6,English,purple the darker one less pink
32936,15,English,Half the time I don't even  think they give you a real human partner
32937,1,English,ywllow
32938,1,English,yellow*
32939,8,English,You caught me ; I'm not human
32940,1,English,grey
32941,1,English,LOL
32942,2,English,T o
32943,6,English,Nor am I robotaliens exist ;
32944,3,English,I knew it
32945,1,English,purple
32946,1,English,yellow
32947,1,English,green
32948,8,English,sorry had to step away for a sec
32949,4,English,no problem brown here
32950,3,English,the brighter tan/brown
32951,1,English,grey
32952,3,English,that faded red
32953,1,English,grey/purple
32954,2,English,grass color
32955,2,English,neon type
32956,3,English,closer to neon
32957,3,English,closer to black
32958,5,English,part of the american flag
32959,4,English,not the brighest blue
32960,2,English,purple ish
32961,1,English,purpleish
32962,1,English,gray
32963,5,English,closer to a bright yellow
32964,3,English,closer to black
32965,2,English,bright blue
32966,3,English,middle in brightness
32967,3,English,LA Lakers color
32968,1,English,green
32969,2,English,bright blue
32970,1,English,purple
32971,1,English,pruple
32972,1,English,pur
32973,1,English,purple
32974,3,English,closer to red
32975,3,English,medium in brightness
32976,3,English,closer to gray
32977,1,English,green
32978,2,English,darkest blue
32979,1,English,redish
32980,2,English,bright blue
32981,1,English,gray
32982,1,English,purple
32983,1,English,gray
32984,2,English,darkest green
32985,3,English,pink type color
32986,1,English,gray
32987,3,English,closer to gold
32988,1,English,gray
32989,2,English,purple gray
32990,2,English,purple blue
32991,1,English,lakers
32992,1,English,brown
32993,2,English,green grass
32994,2,English,pink red
32995,2,English,gray ish
32996,1,English,lakers
32997,3,English,fake looking green
32998,1,English,orange
32999,3,English,fake looking green
33000,2,English,dark blue
33001,3,English,less bright pink
33002,1,English,blue
33003,2,English,fake green
33004,1,English,bluer
33005,2,English,dark green
33006,6,English,It is the light blue box
33007,13,English,It is the turquoise one Not the muted colored ones but the brightest
33008,14,English,It is the pinkest box Not the brightest one It is a muted color
33009,10,English,It is the purplish pink box that is not muted
33010,12,English,It is the lighter blue almost turquoise color Not the darker blue
33011,5,English,It is the purple box
33012,14,English,It is the gray box that looks a little more white or blue toned
33013,5,English,It is the gray box
33014,14,English,It is the grayish blue box Not the brighter blue but the muted one
33015,5,English,It is the muted purple
33016,13,English,I would say it is the middle of the three brightnesses of pink
33017,5,English,It is the purple one
33018,14,English,It is the medium colored one Not the brightest reddish one or muted one
33019,10,English,It is the bright one The other two are muted
33020,10,English,It is the most natural green of the two greens
33021,7,English,It is the brightest color Not muted
33022,6,English,It is the most blue toned
33023,10,English,Looks like almost the last color you picked Muted blue
33024,3,English,i missclick sorry
33025,14,English,No worries It is the bright pink Not the purple or muted grayish one
33026,4,English,It is the blue
33027,4,English,It is the purple/pink
33028,14,English,It is the brightest pink Not grayish at all And not a blue tone
33029,11,English,It is the more unnatural green It has more yellow tones
33030,6,English,It is the muted grayish blue
33031,14,English,It is the muted grayish blue green It is not the greenest or bluest
33032,1,English,Yellow
33033,8,English,It is the most yellow of the greens
33034,6,English,It is the pinkish red one
33035,6,English,It is the greenish blue one
33036,5,English,It is the grayish blue
33037,5,English,Bright bright darkest blue one
33038,2,English,The greenest
33039,8,English,The brightest blue green Not the muted gray
33040,10,English,The bluer toned gray It almost has a purple cast
33041,4,English,you're awesome btw
33042,3,English,The bright purple
33043,14,English,The muted green The other seems more crisp to meThis is more tree leaf
33044,12,English,Not the pinkest/reddest one but the purple that is more reddish toned
33045,1,English,wow
33046,6,English,The more blue of the grays
33047,10,English,The more blue of the purples It looks darker also
33048,4,English,The purple pink one
33049,12,English,The most red one It looks the least gray Almost muted brick
33050,5,English,Darkest bright blue Not turqoise
33051,11,English,The most muted yellow green Not the lime bright neon one
33052,4,English,Thanks for being awesome
33053,3,English,this was fun
33054,1,English,eggplant
33055,3,English,not pea green
33056,3,English,the other one
33057,2,English,dark shade
33058,3,English,50 shades of
33059,3,English,kermit the frog
33060,5,English,darker shade of similar two
33061,1,English,sunshine
33062,9,English,two look the same choose brighter one not green
33063,2,English,hot pink
33064,2,English,pea green
33065,2,English,dull purple
33066,1,English,green
33067,2,English,bright purple
33068,2,English,bluish green
33069,2,English,dull purple
33070,2,English,grayish brown
33071,2,English,dull orange
33072,2,English,light blue
33073,2,English,pink salmon
33074,2,English,dark purple
33075,1,English,gray
33076,1,English,aqua
33077,4,English,salmon not hot pink
33078,1,English,purple
33079,2,English,sky blue
33080,2,English,dark blue
33081,1,English,gray
33082,1,English,purple
33083,2,English,regular purple
33084,1,English,green
33085,1,English,blue
33086,1,English,aqua
33087,2,English,bright green
33088,2,English,bright pink
33089,9,English,like a mix of the pink and brown ones
33090,1,English,neon
33091,4,English,not green or yellow
33092,5,English,not sky blue or purple
33093,2,English,bright green
33094,1,English,pink
33095,6,English,not one of the bright greens
33096,1,English,purple
33097,2,English,bright pinkish
33098,2,English,yellow green
33099,3,English,purple not pinkish
33100,5,English,not bright pink or purple
33101,2,English,bluish purple
33102,2,English,blue gray
33103,2,English,bright blue
33104,2,English,orange like
33105,1,English,green
33106,3,English,light blueish green
33107,1,English,pink
33108,2,English,dark blue
33109,2,English,teal gray
33110,1,English,purple
33111,1,English,purple
33112,2,English,light purple
33113,5,English,darker purple the brighte one
33114,1,English,pink
33115,1,English,gray
33116,2,English,purplish gray
33117,2,English,dark blue
33118,1,English,green
33119,2,English,lighter green
33120,1,English,yea
33121,2,English,blueish green
33122,1,English,pink
33123,2,English,moss green
33124,1,English,yellow
33125,2,English,light blue
33126,2,English,bright green
33127,2,English,hot pink
33128,2,English,pale pink
33129,1,English,red
33130,1,English,blue
33131,1,English,blue
33132,1,English,dark
33133,3,English,the blueish purple
33134,1,English,teal
33135,2,English,bright green
33136,1,English,greenishgray
33137,2,English,paler pink
33138,2,English,light pink
33139,1,English,green
33140,2,English,hot pink
33141,1,English,yellow
33142,1,English,blue
33143,2,English,teal green
33144,2,English,pale pink
33145,2,English,bright blue
33146,2,English,hot pink
33147,3,English,lighter or darker
33148,1,English,lighter
33149,1,English,purp
33150,1,English,gray
33151,1,English,gray
33152,1,English,red
33153,2,English,light purp
33154,2,English,pinkish purp
33155,2,English,light gray
33156,2,English,hot purp
33157,1,English,purp
33158,1,English,blue
33159,1,English,geen
33160,1,English,orange
33161,2,English,pale purp
33162,1,English,blue
33163,1,English,blue
33164,2,English,middle gray
33165,6,English,the target is the medium gray
33166,6,English,the target is the dull pink
33167,4,English,more reddish or purplish
33168,2,English,more reddish
33169,6,English,the target is the gray one
33170,5,English,the dirty dull brown one
33171,5,English,the green one leaf green
33172,4,English,the bluish purple one
33173,4,English,the rose colored one
33174,7,English,the tan one or dull orange one
33175,2,English,the gray
33176,4,English,the sea green one
33177,3,English,the blue one
33178,6,English,the medium gray one stronger gray
33179,9,English,the strong gray one that does not look dull
33180,3,English,the tan one
33181,3,English,the pink one
33182,4,English,the dull green one
33183,6,English,the gray one that is darker
33184,3,English,the gray one
33185,2,English,the purple
33186,1,English,gray
33187,2,English,blue one
33188,1,English,tan
33189,1,English,red
33190,2,English,dark blue
33191,2,English,leaf green
33192,7,English,the green one not the dull green
33193,4,English,the grayish blue one
33194,2,English,the tan
33195,4,English,the dull tan one
33196,2,English,bright yellow
33197,9,English,dull red one that has a bit of blue
33198,4,English,the leaf green one
33199,1,English,purple
33200,2,English,sea green
33201,2,English,leaf green
33202,1,English,orange
33203,1,English,purple
33204,2,English,leaf green
33205,1,English,gray
33206,1,English,purple
33207,4,English,blue that is lighter
33208,2,English,dark blue
33209,2,English,gray medium
33210,6,English,gray with a hint of purple
33211,1,English,yes
33212,1,English,crap
33213,1,English,blue
33214,2,English,leaf green
33215,5,English,the really dull green one
33216,2,English,bright green
33217,7,English,the sea green that is more blue
33218,11,English,the really dull purple one that has more red in it
33219,4,English,the sea green one
33220,2,English,hi there
33221,1,English,hello
33222,3,English,are you ready
33223,1,English,yes
33224,9,English,its is the lightes of the other 2 colors
33225,1,English,ready
33226,4,English,it is like fleash
33227,5,English,it is a color ocean
33228,4,English,we drink the juice
33229,1,English,ahahaha
33230,1,English,lol
33231,4,English,it is a wine
33232,7,English,its different than the other 2 colors
33233,8,English,it is link a hot color girls like
33234,6,English,it is the palest of all
33235,6,English,it is the color of olives
33236,3,English,its the sky
33237,5,English,it  is a dull color
33238,3,English,is the water
33239,6,English,its brighter than the other 2
33240,2,English,its dull
33241,6,English,its like a grape you eat
33242,7,English,it is like that grape we eat
33243,7,English,we drink in juice in the morning
33244,3,English,its like mustrad
33245,6,English,its the grape juice we drink
33246,5,English,it that grape juice again
33247,3,English,a sunny day
33248,6,English,its brighter than the other 2
33249,4,English,its like the ocean
33250,4,English,we eat them grapes
33251,6,English,its brighter than the other 2
33252,5,English,its a dull unsweeten grape
33253,7,English,its almost like that grape we eat
33254,4,English,its the dull grape
33255,7,English,not as bright as the other 2
33256,6,English,its duller than the other 2
33257,6,English,its like a grape we eat
33258,4,English,its hot and flashy
33259,5,English,it brighter than the others
33260,5,English,its like the ocean water
33261,3,English,its like grass
33262,6,English,its the brightest of the sky
33263,7,English,its like some one with a tan
33264,6,English,its time to mow the grass
33265,5,English,its brightest of the grass
33266,3,English,its like mustard
33267,5,English,its brighter than the others
33268,6,English,thats questionable is it like neon
33269,1,English,yes
33270,3,English,its like sky
33271,4,English,it is ocean water
33272,6,English,its the deep of the sky
33273,6,English,woohoo theres that tan line again
33274,4,English,like an oompa loompa
33275,1,English,lol
33276,6,English,its the brighest of the two
33277,4,English,its that bright neon
33278,5,English,its like a concord grape
33279,9,English,its like a smoke with the sky in it
33280,5,English,its the brightest of all
33281,2,English,dark blue
33282,2,English,dark tan
33283,2,English,light purple
33284,2,English,bright purple
33285,1,English,yes
33286,2,English,bright green
33287,1,English,pink
33288,1,English,blue
33289,11,English,it's the darkest purple on the verge of being blue
33290,1,English,sorry
33291,2,English,tough one
33292,4,English,this one is harder
33293,5,English,its an unsaturated green color
33294,2,English,kinda dark
33295,6,English,dark pink not the neon one
33296,10,English,the one closest that is closest to a pink color
33297,10,English,it's an unsaturated green color it's NOT neon
33298,9,English,the closest pink color that is the most saturated/neon
33299,1,English,pinkish/red
33300,6,English,this one is closer to red
33301,1,English,gray
33302,2,English,gray again
33303,1,English,blue
33304,4,English,greyish with midtone purple
33305,8,English,neon green not the one closer to blue
33306,1,English,pinkish
33307,1,English,gray
33308,1,English,pink
33309,2,English,greyish brown
33310,8,English,the green one that's mixed with blue
33311,1,English,green
33312,1,English,purple
33313,1,English,purple
33314,1,English,grey
33315,4,English,the unsaturated blue color
33316,2,English,not cyan
33317,7,English,this one is closer to skin color
33318,2,English,ouch sorry
33319,1,English,np
33320,6,English,this one is closer to brown
33321,3,English,the dark green/blue
33322,1,English,blue
33323,2,English,my bad
33324,3,English,blue was right
33325,8,English,unsaturated green with a little blue in it
33326,13,English,oh trust me this is kinda hard and im a graphic artist lol
33327,9,English,I am NOT artsy  You got the harder part
33328,2,English,unsaturated purple/pink
33329,1,English,tan
33330,7,English,it's not bright red or grey
33331,1,English,blue
33332,2,English,neon green
33333,1,English,green
33334,4,English,unsaturated organish color lol
33335,3,English,unsaturated army green
33336,3,English,dark purple/blue color
33337,4,English,this one is tricky
33338,10,English,it's basically that army green color we had before
33339,1,English,purple
33340,5,English,it's a turquoise color
33341,2,English,not army
33342,3,English,not the army
33343,10,English,it's the unsaturated pink color that's kinda dark
33344,1,English,sorry
33345,1,English,close
33346,5,English,it's the tan color
33347,8,English,the unsaturated purple color that closer to gray
33348,7,English,it's darkest of the two blues
33349,5,English,thanks kinda fun but hard
33350,2,English,Dark green
33351,2,English,Greenish grey
33352,4,English,regular purple like grape
33353,2,English,bright purple
33354,1,English,blue
33355,2,English,bright purple
33356,2,English,redish brown
33357,1,English,orange
33358,1,English,bluish
33359,2,English,purplish blue
33360,1,English,purple
33361,1,English,green
33362,1,English,pink
33363,2,English,perfect grey
33364,1,English,purple
33365,2,English,lighter grey
33366,2,English,more bluey
33367,4,English,purple the brighter one
33368,1,English,blue
33369,1,English,Aqua
33370,1,English,yellow
33371,1,English,purple
33372,2,English,dark purple
33373,1,English,bluish
33374,1,English,blue
33375,1,English,redish
33376,1,English,pink
33377,1,English,tan
33378,1,English,purple
33379,2,English,greenish grey
33380,2,English,dark purple
33381,1,English,purple
33382,2,English,yello green
33383,1,English,purplish
33384,1,English,blue
33385,1,English,redish
33386,8,English,not green or blue but the other one
33387,6,English,not neon but the yellowish green
33388,1,English,grey
33389,3,English,the most purple
33390,3,English,the brighter purple
33391,1,English,blue
33392,6,English,not the tan or red one
33393,5,English,blue but not baby blue
33394,2,English,bright grey
33395,2,English,dark blue
33396,2,English,bright blue
33397,2,English,dark blue
33398,2,English,redish grey
33399,1,English,orange
33400,6,English,dark pink the more faded one
33401,1,English,pink
33402,1,English,green
33403,1,English,purple
33404,1,English,green
33405,1,English,purple
33406,2,English,limey green
33407,1,English,blue
33408,1,English,green
33409,3,English,less vibrant purple
33410,2,English,bright green
33411,1,English,green
33412,1,English,brownish
33413,1,English,gray/blue
33414,2,English,darkest blue
33415,1,English,orange
33416,2,English,brighter blue
33417,2,English,bright pink
33418,1,English,yellow
33419,1,English,blue
