negation,Condition,Language,Message
False,closer/close,English,the brighter of the other two
False,equal/far,English,grey
False,further/split,English,grey
False,equal/far,English,pink
False,equal/far,English,red
True,closer/close,English,not the neon green but the one that's close
False,further/split,English,mustard  yellow
False,further/split,English,the dull orange?
False,further/split,English,its less orange
False,closer/close,English,the bluest of the three
False,equal/far,English,grey
False,closer/close,English,neon green/yellow
False,further/split,English,dull red
False,equal/far,English,grey
False,closer/close,English,pink
False,closer/close,English,the brightest?
False,closer/close,English,"yes, the one thats different"
False,equal/far,English,grey
True,equal/far,English,not purple
False,equal/far,English,the grey that's a little more blue
False,further/split,English,the bright yellow
False,closer/close,English,the more pink brown
False,further/split,English,grey
False,closer/close,English,"the light green, kinda teal"
False,further/split,English,bright green
False,further/split,English,yellow
True,further/split,English,not pink
False,further/split,English,the blue that has a little more grey
False,further/split,English,pink
False,closer/close,English,"purple, the vibrant one"
False,equal/far,English,girls like this color more than boys
False,equal/far,English,boys like this color more than girls
False,further/split,English,Prince (R.I.P.) loved this color
False,closer/close,English,this one is the true color without any added colors
False,further/split,English,pure color....not mixed with anything
False,further/split,English,canary color....tweetie bird color
False,further/split,English,mint
False,closer/close,English,flourescent ...product of blue and yellow
True,equal/far,English,this is a non color....dark and not light.....in the middle
False,closer/close,English,duller....same color
False,equal/far,English,prince
False,equal/far,English,prince
False,equal/far,English,mint
False,further/split,English,light colored leather
False,further/split,English,girls like brightness
False,closer/close,English,these are all shades of prince...which is the brightest
False,equal/far,English,elvis sang about his suede shoes that were this color
False,closer/close,English,same color
False,further/split,English,army shade
False,equal/far,English,non color.....not dark....not light
False,equal/far,English,mint
True,further/split,English,not mint and not suede shoes
False,equal/far,English,spring/easter/flourescent mint
False,further/split,English,tranquility/prince/not mint/duller shade of the two similar
False,equal/far,English,rust
False,equal/far,English,wood
True,closer/close,English,not bright/not dull
False,closer/close,English,army
True,further/split,English,not bright/not prince
False,closer/close,English,all girl/not prince/not dull
False,further/split,English,prince
True,closer/close,English,not bright/not prince
True,equal/far,English,not prince of either shade
False,equal/far,English,girl
False,closer/close,English,mint/bright mint/not suede shoes/not dull mint
False,closer/close,English,girlie prince
False,further/split,English,elvis suede shoes
True,further/split,English,not mint/not girl
False,closer/close,English,suede shoes
False,equal/far,English,prince
True,further/split,English,not dull/it is a color/it is a bright shade of the two similar
True,closer/close,English,not bright at all/very dull/tranquil
False,further/split,English,mint without suede shoes
False,closer/close,English,girl//not prince/no salmon fish
False,closer/close,English,girl///no prince///not even a hint of prince
False,equal/far,English,purple
False,further/split,English,redish purple
False,closer/close,English,bright green
False,equal/far,English,orange
False,closer/close,English,bright green
False,further/split,English,neon green
True,equal/far,English,not purple nor blue
False,further/split,English,bright purple
False,closer/close,English,darkest green
False,closer/close,English,bluish/greyish one
True,closer/close,English,not blue not purple
False,equal/far,English,orangish
False,equal/far,English,green
False,equal/far,English,brownish/orangish one
False,equal/far,English,green
False,closer/close,English,bright puple
False,equal/far,English,blue
True,closer/close,English,not neon green and not yellow
False,equal/far,English,violet
False,closer/close,English,the middlish shade
False,closer/close,English,the most bluish one
False,further/split,English,blueish grey
False,further/split,English,purple
False,further/split,English,bright purple
False,further/split,English,blue
False,equal/far,English,red
False,equal/far,English,grey
False,closer/close,English,blue
False,equal/far,English,red
False,further/split,English,green
False,further/split,English,darkest blue
False,further/split,English,purple
False,closer/close,English,darkest shade of purple
True,further/split,English,green but not the neon one
False,equal/far,English,pink
False,further/split,English,purpleish blueish
False,further/split,English,bright blue
False,equal/far,English,yellow
False,closer/close,English,bright green
False,further/split,English,the one that is a mix between blue and purple
False,further/split,English,blueish green
False,equal/far,English,red
False,further/split,English,dark purple
False,closer/close,English,the darkest shade of blue
False,closer/close,English,brownish/grey
True,closer/close,English,"non neon green and not the 'normal green', the other one"
False,closer/close,English,*not neon green*
False,closer/close,English,great clues!
False,closer/close,English,green
False,equal/far,English,blue
False,closer/close,English,yellow most green
False,further/split,English,violet
False,further/split,English,kind of yellowish
False,further/split,English,its blueish and purpleish
True,further/split,English,not the pink
False,further/split,English,like a lightish blue
False,further/split,English,fushia
True,further/split,English,not purple more pink
False,closer/close,English,blueish gray
False,equal/far,English,pink
True,further/split,English,"gray, not the blueish gray just solid gray"
False,equal/far,English,orange
False,equal/far,English,blue
False,equal/far,English,green (seafoam)
False,closer/close,English,dark purple
False,further/split,English,sky blue
False,equal/far,English,tannish
False,further/split,English,purple
True,further/split,English,"gree, the bright green not the one that looks kinda dingy"
False,closer/close,English,the blueish green
False,further/split,English,tanish
False,equal/far,English,green
False,closer/close,English,purple
True,closer/close,English,not the pink one not the light one but the purple one
False,closer/close,English,"There's a salmon color, a dark pink and a light pink IMO"
False,closer/close,English,its like a perriwinkle purple lol
True,closer/close,English,not the dark pink and not the salmon color
False,closer/close,English,dark purple
False,further/split,English,grayish it looks kind of light lighhhtttt purple
True,further/split,English,not the purple one its kinda grayish
True,further/split,English,"gray, not the one with the blueish hue"
False,further/split,English,errr
False,further/split,English,theres like a blueish gray lol and an orange and a darker grey
False,further/split,English,lol
False,closer/close,English,green
True,closer/close,English,"gray not light light blue,"
False,further/split,English,green
False,further/split,English,like green or neon green?
True,further/split,English,like green green not neon
False,equal/far,English,pink
False,further/split,English,neon green
False,equal/far,English,purple
False,further/split,English,seafoam green
False,further/split,English,the brighter looking one
False,further/split,English,"I see a lighter green, a turquoise and a blue"
False,further/split,English,turquoise
False,further/split,English,"crap, I was thinking you meant the other one, lol"
False,further/split,English,now I'm confused
False,further/split,English,lol sorry lol this is fun but harder than i thought lol
False,further/split,English,its like a bright greenish
True,further/split,English,not the light colored greenish one
False,further/split,English,the BRIGHT lookin one hahah
False,further/split,English,here goes nothin
False,further/split,English,turquoise sounds right
False,further/split,English,lol
False,closer/close,English,yay lol
True,closer/close,English,ok like the grayish purple not the regular purple
False,closer/close,English,the ugly greenish? color
False,closer/close,English,greenish tan
False,closer/close,English,the yellowish one?
False,closer/close,English,yeah
False,closer/close,English,lol
True,closer/close,English,"dark purple, not the pinkish looking one"
False,equal/far,English,the ugly yellowish
False,equal/far,English,purple
False,equal/far,English,"perfect adjectives, lol"
False,equal/far,English,hahah im trying lol
False,equal/far,English,orange
False,further/split,English,the light reddish pink
False,closer/close,English,oh crap lol the greenish kinda like greenish and ugly yellow
True,closer/close,English,"not the blueish one, not the brighter green the light greenish yellow"
False,closer/close,English,"There's like a dying grass green, a grayish one and a light green"
False,closer/close,English,yeah dead grass
False,closer/close,English,lol
False,closer/close,English,hahaha
False,closer/close,English,the purpleish blueish lol
True,closer/close,English,not the light one
False,closer/close,English,"I see a dark purple, a light purple and a gray"
False,closer/close,English,dark purple lol
False,closer/close,English,purple like BAM purple
False,closer/close,English,lol
True,closer/close,English,not pink not lavendar
False,further/split,English,dead grass lmao
False,further/split,English,blush..like pinkish red
True,closer/close,English,"green , not neon"
False,equal/far,English,purple
False,further/split,English,tannish
False,equal/far,English,like a gray color
True,closer/close,English,Gray not grayish blue or pinkish just like ...gray lol
False,closer/close,English,"dark gray, light gray and barny"
False,closer/close,English,dark gray
False,equal/far,English,pink
False,equal/far,English,bleh
False,closer/close,English,purple
True,closer/close,English,"not the blue one, not the dead grass one the tannish looking one"
False,equal/far,English,this was fun thank you lol
False,equal/far,English,the reddish
False,equal/far,English,same =)
False,equal/far,English,purpley
False,closer/close,English,brightest of greens
False,closer/close,English,brightest of purples
False,further/split,English,brightest orange
False,further/split,English,dingiest green
False,further/split,English,brightest teal
False,further/split,English,puke green
False,equal/far,English,bright purple
False,further/split,English,bright blue
False,further/split,English,pink
False,closer/close,English,deepest gray
False,equal/far,English,purple
False,closer/close,English,yellowish green
False,further/split,English,brightest purple
False,closer/close,English,brightest hot pink
False,closer/close,English,purplish gray but more purple than gray
False,equal/far,English,grayish purple
False,further/split,English,gray
False,equal/far,English,pink
False,equal/far,English,blue
False,further/split,English,green
False,closer/close,English,shade of green between darkest and brightest
False,closer/close,English,gray
False,equal/far,English,bright blue
False,further/split,English,green
False,equal/far,English,red
False,closer/close,English,deep purple
False,equal/far,English,green
False,closer/close,English,brightest purple
False,equal/far,English,turquoise
False,further/split,English,purplish gray
False,equal/far,English,turquoise
True,further/split,English,yellow but not bright neon yellow
False,closer/close,English,blue
False,equal/far,English,plum
False,equal/far,English,blue
True,further/split,English,pink but not brightest/neon pink
False,closer/close,English,gray with a tinge of purple/blue hue
False,further/split,English,purple with gray tint
True,closer/close,English,purple but not the brightest purple shade
False,equal/far,English,pink
False,equal/far,English,green
False,closer/close,English,brightest neon green
False,further/split,English,brightest blue
False,equal/far,English,purple
False,closer/close,English,"brightest purple, no hint of gray"
False,further/split,English,gray
False,closer/close,English,"green, least bright"
False,equal/far,English,purple least bright
False,further/split,English,purple - no hint of gray
False,closer/close,English,"true purple, no gray or blue tint"
False,closer/close,English,duller green
False,closer/close,English,more olive
False,closer/close,English,ok got it
False,equal/far,English,orange
False,further/split,English,lighter purp
False,further/split,English,green
False,equal/far,English,yellow
False,equal/far,English,grey
False,closer/close,English,bright purple
False,further/split,English,grass green
False,equal/far,English,red
False,further/split,English,dull green
False,further/split,English,there are two shades
False,further/split,English,brighter and duller
False,further/split,English,greyish
False,further/split,English,duller
False,further/split,English,dull purple
False,closer/close,English,about same as lst
False,closer/close,English,dull purp
True,closer/close,English,not too purple
False,closer/close,English,really hard
True,closer/close,English,not too red
False,closer/close,English,is it more grey or purple?
False,closer/close,English,medium hue
False,closer/close,English,greyish
False,closer/close,English,tealish
False,further/split,English,blueist
False,further/split,English,neon
False,further/split,English,purple
False,further/split,English,two shades
True,further/split,English,not pink
False,further/split,English,ok
False,further/split,English,tanish grey
False,further/split,English,lighter blue
False,closer/close,English,blue
False,further/split,English,neon
False,further/split,English,blue
False,equal/far,English,greenish
False,closer/close,English,same
False,equal/far,English,green
False,equal/far,English,green
False,further/split,English,green
False,equal/far,English,tan
False,closer/close,English,mid hue
False,closer/close,English,greyish
False,closer/close,English,muted
False,closer/close,English,mauveish
False,closer/close,English,"i see three shades. there is bright, mid, ad then dull"
False,closer/close,English,dadull
False,closer/close,English,dull
False,equal/far,English,blue
False,equal/far,English,greenish
False,equal/far,English,red
False,closer/close,English,brown
False,closer/close,English,darker
False,closer/close,English,three shades. two similar and one that is brighter
False,closer/close,English,can i exclude brighter one?
False,closer/close,English,darker
False,closer/close,English,darkest
False,closer/close,English,muted
False,closer/close,English,vibrant purple
False,equal/far,English,rose
False,closer/close,English,blue
False,further/split,English,purp
False,further/split,English,vibrant
False,further/split,English,brighte rone?
False,closer/close,English,almost neon green
True,closer/close,English,not teal
False,equal/far,English,nogreen
False,equal/far,English,green
False,closer/close,English,dark green
False,closer/close,English,trueist to green
False,further/split,English,grey
False,closer/close,English,grey
False,closer/close,English,truest grey
False,closer/close,English,there's a lighter and a darker grey
False,closer/close,English,no hues of blue or purple in it
False,equal/far,English,purple
False,further/split,English,greyist
False,closer/close,English,dullest
False,equal/far,English,brown
False,equal/far,English,purple
False,further/split,English,most vibrant purple
False,equal/far,English,bluest
False,closer/close,English,redist
False,closer/close,English,good job
False,equal/far,English,Aw. Sorry. :(
False,closer/close,English,"Yes, GREY/GREY"
False,closer/close,English,"Wait, no. I think what you're calling green/gray is what I was calling tan/grey"
False,equal/far,English,*high five*
False,equal/far,English,You're good at this. lol :)
False,further/split,English,Haha :)
False,closer/close,English,Crap. Sorry
False,equal/far,English,The object that is the target is the PURPLE box
True,equal/far,English,not red and not gray
False,equal/far,English,Damn
True,closer/close,English,"Oops, sorry. Didn't think it'd cut you off"
False,closer/close,English,I think I might see grey's weird myself.  :/
False,further/split,English,The box that is brighter and more neon is the target box
False,further/split,English,"So the fushia box is the one that seems a littler purple, right?"
True,further/split,English,not to me.
False,further/split,English,Crap
False,further/split,English,lol
False,further/split,English,"Not the dusty purple. It's bright, but it's almost... purply to me."
False,further/split,English,"yes, the more purple one is NOT the target"
False,further/split,English,"Oh, okay. So the Barbie pink?"
False,further/split,English,yes
False,equal/far,English,yay!The object that is the target is the Green box
False,equal/far,English,The object that is the target is the pink box
False,equal/far,English,The object that is the target is the blue box
False,further/split,English,dull pink
False,closer/close,English,green gray
False,closer/close,English,grayish green
False,equal/far,English,purple
False,closer/close,English,brightest
False,further/split,English,grayis green
False,further/split,English,gray
False,further/split,English,brightest
False,further/split,English,purple
False,closer/close,English,tannish gray
False,closer/close,English,orangie pink
False,closer/close,English,yellow
False,closer/close,English,blue gray
False,equal/far,English,blue
False,equal/far,English,purple
False,further/split,English,duller purple
False,closer/close,English,brightest
False,further/split,English,blue green
False,further/split,English,brightest
False,closer/close,English,bright pink/purple
False,further/split,English,grayish green
False,further/split,English,gray
False,equal/far,English,gray
False,equal/far,English,purple
False,equal/far,English,gray green
False,closer/close,English,purple
False,further/split,English,purple
False,closer/close,English,duller purple
False,equal/far,English,yellow
False,equal/far,English,orange
False,further/split,English,tan
False,equal/far,English,bright aqua
False,further/split,English,pink
False,further/split,English,the gray that has some green/yellow to it
False,equal/far,English,tan
False,equal/far,English,blue
False,equal/far,English,pink
False,further/split,English,aqua
True,closer/close,English,gray. not the purple gray
False,closer/close,English,the pinkest one
False,closer/close,English,yellow
True,closer/close,English,"not the brightest, and not the gray"
False,further/split,English,blue
False,closer/close,English,orange
False,further/split,English,brightest
False,equal/far,English,green
True,closer/close,English,"not brightest pink, not purple"
False,equal/far,English,red
False,equal/far,English,green
False,equal/far,English,yellow
False,closer/close,English,sky blue
False,closer/close,English,yellowish green
False,closer/close,English,dullest color
False,equal/far,English,yellow
True,closer/close,English,not the brightest blue - a duller shade
False,equal/far,English,blue
False,further/split,English,green
False,equal/far,English,sky blue
False,equal/far,English,closest to neon green
False,equal/far,English,magenta
False,closer/close,English,brightest of the grays
False,equal/far,English,magenta
False,closer/close,English,closest to lavender
False,further/split,English,closest to lavender - mauve maybe
False,equal/far,English,purplish blue
False,equal/far,English,gray
False,further/split,English,green
False,closer/close,English,medium green
False,further/split,English,green
False,closer/close,English,closest to blue
False,closer/close,English,brightest
False,closer/close,English,tan
False,further/split,English,light blue
False,equal/far,English,closest to purple
False,equal/far,English,reddish pink
False,further/split,English,bluish green
False,further/split,English,brightest green
False,equal/far,English,blue
False,equal/far,English,purple
False,closer/close,English,pinkish purple
False,closer/close,English,kind of magenta
False,closer/close,English,least pink one - mauve
False,closer/close,English,yellow
True,further/split,English,"not the bright green one, the other green"
False,further/split,English,blue
False,further/split,English,greenish gray
False,equal/far,English,orange - red
False,equal/far,English,mustard
False,further/split,English,gray
False,closer/close,English,the dullest one
False,closer/close,English,the brightest purple
False,closer/close,English,bright pink
False,further/split,English,orange
False,closer/close,English,closest to pink
False,equal/far,English,tan
False,further/split,English,closest to blue
False,equal/far,English,green
False,further/split,English,purple
False,further/split,English,yellow
False,closer/close,English,the brightest one
True,closer/close,English,not purple
False,further/split,English,tan
False,further/split,English,neon green
False,further/split,English,It is the darker shade of aqua.
False,closer/close,English,It is the green (only different color)
False,equal/far,English,Aqua-ish color
False,further/split,English,(you're doing great!)
False,further/split,English,You too!  Thanks!
False,further/split,English,This one is the darker shade of yellow (school bus yellow)
False,further/split,English,vomit or yellow?
False,further/split,English,yellow.
False,further/split,English,Pink!
False,equal/far,English,It's purple
False,further/split,English,Pink again
False,closer/close,English,"oh wow, give me a second to think"
False,closer/close,English,"olive, vomit, concrete is wat i see"
False,closer/close,English,*what
False,closer/close,English,I think it is vomit
False,closer/close,English,Huzzah!
False,closer/close,English,pinkish purple
False,closer/close,English,camo green...
False,equal/far,English,Yes!  Great!
False,equal/far,English,Purple
False,further/split,English,camo green again
False,closer/close,English,"...crap, sorry about that"
False,closer/close,English,no worries.
False,closer/close,English,This one is the blue-ish purple
False,further/split,English,Bright pink
False,closer/close,English,ugh
False,closer/close,English,camo green?  ;)
False,closer/close,English,"olive, tanish, concrete?"
True,closer/close,English,not concrete...the green that has a grayish tint.
False,equal/far,English,tanish
False,equal/far,English,lol I'm sorry!
False,equal/far,English,tanish on this one?
True,equal/far,English,"Sorry, I don't think I explained it well."
False,equal/far,English,This is purple
False,closer/close,English,brighter blue
False,equal/far,English,Again with that greenish color
False,equal/far,English,yellow
False,equal/far,English,pink
False,closer/close,English,...lovely.
False,closer/close,English,ugh...the dullest of the 3 greens.
False,closer/close,English,the brighter green
False,further/split,English,I am so glad you are understanding my terrible descriptions!  this is barney purple
False,equal/far,English,sorry about that..my dog hit the button.
False,equal/far,English,"lol,"
False,equal/far,English,red
True,equal/far,English,He doesn't like my turking lol
False,equal/far,English,blue-ish
False,closer/close,English,vomit
False,closer/close,English,the grey-ish one (it might be a concrete color).
False,further/split,English,Bluei
False,further/split,English,(nice!)
False,further/split,English,:)  grass green
False,equal/far,English,pink
False,equal/far,English,purple
False,further/split,English,concrete?  grey
False,equal/far,English,yes!
False,equal/far,English,green
False,further/split,English,(*fist bumps the screen) lol
False,further/split,English,olive
False,equal/far,English,pink
False,equal/far,English,light purple
True,closer/close,English,dull green/grey  - not green or the vomit color
False,further/split,English,grey
False,further/split,English,well it's got to be one of the grays... lol
False,further/split,English,How did you guess?  lol  purple-ish grey?
False,further/split,English,Yay!
False,further/split,English,We officially rule. :D
False,further/split,English,I agree.  This one is the grey-ish green
False,equal/far,English,oh damn.
False,equal/far,English,My bad
False,equal/far,English,This is grey
False,equal/far,English,dull pink
False,further/split,English,grass green
False,equal/far,English,pink
False,closer/close,English,hehe
False,closer/close,English,barney purple
False,further/split,English,'I love you...you love me...' sorry
False,further/split,English,"Oh, my brain hurts..."
False,further/split,English,this one is hard
False,further/split,English,"dark purple, vomit, and light purple?"
True,further/split,English,light purple?  (I don't see a lot of difference in the 2)
False,closer/close,English,Awesome!
False,closer/close,English,*does happy dance
False,closer/close,English,the greenest one
False,closer/close,English,UGH
False,closer/close,English,yea...
False,closer/close,English,"grey, redish, grey brown?"
True,closer/close,English,"Not grey, not the pinkish purple....the other one  lol"
False,closer/close,English,Congratulations. You have successfully won at life.
False,closer/close,English,Give yourself a pat on the back.
False,closer/close,English,"grey, greenish blue, bluish green?"
False,closer/close,English,You too!  this is the greener of the blues
False,further/split,English,"Well, it's been a blast fellow turker!"
False,further/split,English,"grey!  You were awesome, thanks!"
False,further/split,English,See you on the TO's ;)
False,further/split,English,you too!
False,equal/far,English,Hello
False,equal/far,English,Lets make money
False,equal/far,English,Yeah ok
False,equal/far,English,are you ready
False,equal/far,English,yes
False,equal/far,English,light green
False,closer/close,English,darker blue
False,equal/far,English,green
False,further/split,English,blue
False,equal/far,English,neither gray nor pink
False,closer/close,English,darkest pink
False,closer/close,English,the brightest one?
False,closer/close,English,yep
True,further/split,English,not blue nor grey
False,equal/far,English,blue
True,further/split,English,not pink or green
True,closer/close,English,not grey or green
True,further/split,English,not the bright pink or grey
False,closer/close,English,lightest green
False,closer/close,English,second brightest?
False,closer/close,English,least brightest
True,further/split,English,not pink or bright green
False,equal/far,English,green
False,equal/far,English,grey
False,closer/close,English,purple
True,further/split,English,not purple or red
False,equal/far,English,blue
False,equal/far,English,grey
True,further/split,English,not green or light grey
False,further/split,English,is it the more solid grey?
False,further/split,English,solid grey
True,equal/far,English,not blue or green
False,equal/far,English,green
False,closer/close,English,darker red
False,closer/close,English,"i see pink, hot pink and red. Is it the brightest or second brightest?"
False,closer/close,English,brightest
False,equal/far,English,blue
False,closer/close,English,pink
False,equal/far,English,green
False,equal/far,English,grey
False,closer/close,English,darkest green
False,equal/far,English,yellow
False,further/split,English,purple
False,further/split,English,grey
False,further/split,English,lighter or darker?
False,further/split,English,lighter
False,closer/close,English,purple
False,equal/far,English,red
False,closer/close,English,darkest pink
False,equal/far,English,darker green
False,equal/far,English,the more dull one?
False,equal/far,English,yes
False,further/split,English,duller pink
False,closer/close,English,bright green
False,closer/close,English,brightest blue
False,further/split,English,darker blue
True,further/split,English,not yellow or grey
False,further/split,English,yes
False,equal/far,English,green
False,closer/close,English,dark green
False,closer/close,English,brighter green
False,closer/close,English,blue
False,closer/close,English,darkest green
False,further/split,English,duller pink
False,further/split,English,pink
False,closer/close,English,brightest green
False,further/split,English,"Thanks for the directions, sorry missed a few."
False,further/split,English,no problem
False,further/split,English,pink
False,further/split,English,duller or brighter?
False,further/split,English,brighter
True,further/split,English,not red or green
False,equal/far,English,Hello green
False,further/split,English,Grey blue
False,further/split,English,Purple blue
False,closer/close,English,Purple grey
False,further/split,English,Pink
False,equal/far,English,Brown
False,equal/far,English,Tan
False,equal/far,English,Blue teal
False,equal/far,English,Purple grey
False,equal/far,English,Pink
False,equal/far,English,Yellow
False,closer/close,English,Green dark
False,equal/far,English,Purple
False,further/split,English,brown
False,closer/close,English,blue
False,closer/close,English,green dark
False,closer/close,English,purple grey
False,closer/close,English,teal blue
False,further/split,English,purple
False,further/split,English,blue
False,equal/far,English,teal
False,equal/far,English,grey
False,equal/far,English,tan
False,closer/close,English,pink
False,further/split,English,mint green
False,closer/close,English,grey
False,closer/close,English,grey blue
False,closer/close,English,darkest
False,closer/close,English,grey
False,equal/far,English,blue
False,further/split,English,green dark
False,closer/close,English,blue bright
False,further/split,English,pink
False,closer/close,English,mauve
False,further/split,English,blue purple
False,further/split,English,brown
False,equal/far,English,bright blue
False,closer/close,English,purple
False,closer/close,English,neon green
False,equal/far,English,orange brown
False,further/split,English,neon green '
False,equal/far,English,green
False,further/split,English,grey
False,closer/close,English,olive
False,equal/far,English,blue grey
False,closer/close,English,green
False,further/split,English,blue lightest
False,further/split,English,grey purple
False,equal/far,English,grey
False,further/split,English,green
False,further/split,English,bright
False,equal/far,English,the grass is what?
False,further/split,English,the john deere tractor was painted what?
False,further/split,English,"I like to garden, so I say I must have this kind of thumb."
False,further/split,English,The sky turned a dark what before it rained.
False,equal/far,English,50 shades of something.
False,further/split,English,I am a darker color with envy.
False,equal/far,English,My favorite fruit is a plum.
False,equal/far,English,Mauve-ish
False,closer/close,English,the one that is more of wheat color
False,equal/far,English,I like this color of lipstick
False,equal/far,English,on a clear summer day the sky is this color
False,equal/far,English,Definately plumish
False,further/split,English,a sea foam
False,closer/close,English,the color of the sea
False,closer/close,English,a football field
False,closer/close,English,a color of the other two shades
False,closer/close,English,mixed shade of the other ones
False,equal/far,English,light eggplant
False,closer/close,English,the lighter shade of grass
False,equal/far,English,concrete
False,equal/far,English,concrete
False,equal/far,English,hazy shade of the sky
False,further/split,English,the darker of thee two of the same
False,equal/far,English,easter pastel
False,equal/far,English,green or blue?
False,equal/far,English,grass
False,further/split,English,blue and grass color miced
False,further/split,English,mixed
False,further/split,English,precious metal
False,closer/close,English,the lighter of the two shades
False,closer/close,English,rose
False,equal/far,English,easter grass
False,closer/close,English,pastel plum color
False,closer/close,English,dirt and chalk
False,closer/close,English,plum
False,equal/far,English,color of fields in the spring/summer
False,closer/close,English,concrete
False,further/split,English,pastel water
False,equal/far,English,the sun
False,further/split,English,lipstick and carnations
False,closer/close,English,dark crab grass
False,equal/far,English,rainy days
False,equal/far,English,dark ocean color
False,closer/close,English,dirty grass
False,further/split,English,jimmy hendrix song mixed with concrete
False,equal/far,English,an ocean color
False,further/split,English,fresh mown dark grass
False,further/split,English,dirt
False,closer/close,English,peas
False,closer/close,English,corn stalks
False,further/split,English,pastel jummy hendrix song
False,further/split,English,ocean plum
False,closer/close,English,pastel colored
False,further/split,English,sea foam
False,further/split,English,aretha franklin cadillac
False,equal/far,English,Blue is the color you should click on
False,further/split,English,bright orange is the color to click on
False,closer/close,English,the brightest green is the color to click on
False,closer/close,English,Thanks
False,closer/close,English,click on the darker of the two bright green colors
False,further/split,English,click on purple
False,further/split,English,"click the color brown, the color that's more of a gray brown color"
False,further/split,English,click the more vivid color purple
False,equal/far,English,click on the deep purple
False,closer/close,English,click on the purple that's sort of gray color
False,closer/close,English,click on the purple pinkish color it's more of a mauve color
False,closer/close,English,click on the darker of the two bright green colors
False,equal/far,English,click on the vivid purple
False,further/split,English,click on the pink fushia color
False,closer/close,English,click on the pinker of the purple colors
False,closer/close,English,click on the most vivid bright green colors
False,closer/close,English,click on the lighter of the purple colors
False,equal/far,English,click on orange
False,equal/far,English,click on purple
False,further/split,English,click on brown
False,further/split,English,click on the blue purple color
False,further/split,English,click on pink
False,closer/close,English,click on the bright vivid purple pink color
False,further/split,English,click on light blue gray color
True,further/split,English,click on the bright yellow (not the bright green)
False,closer/close,English,"click on the brightest color, pink purple"
False,further/split,English,click on blue gray
False,equal/far,English,click on bright yellow
False,closer/close,English,click on the army green
False,further/split,English,click the brownish color
True,closer/close,English,"choose the color that's pink purple, not the purple & not the pink"
False,closer/close,English,choose pink
False,further/split,English,choose blue purple
False,closer/close,English,choose the darkest purple color
False,equal/far,English,bright pink
False,equal/far,English,blue
False,closer/close,English,choose the mauve color that's more pinkish purple
False,closer/close,English,blue purple
False,equal/far,English,bright green
False,closer/close,English,the mauve color that's more of a pinkish salmon color
False,further/split,English,gray
False,equal/far,English,pink
False,equal/far,English,brown
False,equal/far,English,purple
False,equal/far,English,purple
False,further/split,English,gray purple
False,further/split,English,yellow ochre color
False,equal/far,English,bright green
False,equal/far,English,blue
False,equal/far,English,brown
False,equal/far,English,Thanks
False,equal/far,English,brownish gold color
False,equal/far,English,clickon the darkblue
True,closer/close,English,please click on the beige looking box not the lime green ones
False,closer/close,English,hoe did i do
False,closer/close,English,great but lets keep working and focusing  tks
False,closer/close,English,now click on the color that is the most washed out looking
False,further/split,English,click on closeist color to blue
False,further/split,English,click on purple
False,equal/far,English,click on brown
False,equal/far,English,click on moauve   or coral type
False,further/split,English,click on pumkin halowwen color deepist one
False,closer/close,English,click on bright hot pink!
False,equal/far,English,click on dirty washed out greish
False,further/split,English,click on greeen
False,further/split,English,click on washed out looking green
False,closer/close,English,click on greensih darkest one of bunch
False,closer/close,English,clcik on grey
False,equal/far,English,green
True,further/split,English,not green not purple but the washed out looking pink click on that one
False,equal/far,English,brown
False,closer/close,English,bright purple box
False,closer/close,English,blue one
False,further/split,English,lime green
False,equal/far,English,brown
False,equal/far,English,lime green
False,closer/close,English,click on the one with most purple tones in it
False,closer/close,English,brightiest blue is waht you need
False,closer/close,English,yellow
False,closer/close,English,pinky brown
True,closer/close,English,click on muted lime not the bright one
False,further/split,English,pur[le
False,further/split,English,what
False,further/split,English,click on purple
False,further/split,English,greem
False,equal/far,English,oragnge
False,equal/far,English,grey
False,further/split,English,pink
False,further/split,English,blue
False,further/split,English,green dark one
False,further/split,English,mustard color
False,equal/far,English,yellow
False,further/split,English,yelloish green
False,closer/close,English,intense blue
False,closer/close,English,purple
False,equal/far,English,blue
False,equal/far,English,purple
False,closer/close,English,hot pinkish pur[le very hot
False,closer/close,English,makeup foundation color beigh
False,equal/far,English,brown
False,further/split,English,pur[le
False,further/split,English,say again
False,further/split,English,purple color is the one
False,equal/far,English,purple
False,closer/close,English,light purple
False,equal/far,English,orangeish
False,equal/far,English,grey
False,equal/far,English,brown
False,equal/far,English,pink
False,further/split,English,brown
False,further/split,English,forest green
False,equal/far,English,green
False,closer/close,English,pink
False,closer/close,English,brown
False,closer/close,English,puke green
False,closer/close,English,true green
False,closer/close,English,brown
False,equal/far,English,yellow
False,equal/far,English,pink
False,equal/far,English,red
False,equal/far,English,pink
False,further/split,English,blue
False,equal/far,English,brown
False,closer/close,English,green
False,closer/close,English,brighter pink
False,equal/far,English,blue
False,equal/far,English,gray
True,closer/close,English,not gray
False,equal/far,English,gray
False,equal/far,English,green
False,further/split,English,blue
False,equal/far,English,yellow
False,further/split,English,gray
False,equal/far,English,blue
False,closer/close,English,yellow green
False,closer/close,English,bright
False,further/split,English,teal
False,further/split,English,same
False,equal/far,English,orange
False,further/split,English,purple
False,further/split,English,gray
False,further/split,English,pink
False,further/split,English,redder
False,further/split,English,brown
False,closer/close,English,middle
False,closer/close,English,brightness
