,Usage,Condition,Language
33726,0,further/split,English
33727,0,equal/far,English
33728,0,further/split,English
33729,1,further/split,English
33730,0,further/split,English
33731,0,closer/close,English
33732,0,further/split,English
33733,1,further/split,English
33734,1,closer/close,English
33735,0,closer/close,English
33736,0,further/split,English
33737,0,further/split,English
33738,0,further/split,English
33739,0,further/split,English
33740,0,further/split,English
33741,0,equal/far,English
33742,0,closer/close,English
33743,0,closer/close,English
33744,0,further/split,English
33745,0,equal/far,English
33746,0,further/split,English
33747,0,further/split,English
33748,0,equal/far,English
33749,0,equal/far,English
33750,0,further/split,English
33751,0,further/split,English
33752,0,further/split,English
33753,0,closer/close,English
33754,0,closer/close,English
33755,0,closer/close,English
33756,0,closer/close,English
33757,0,closer/close,English
33758,0,equal/far,English
33759,0,further/split,English
33760,0,equal/far,English
33761,0,further/split,English
33762,0,closer/close,English
33763,0,equal/far,English
33764,0,closer/close,English
33765,0,equal/far,English
33766,0,closer/close,English
33767,0,closer/close,English
33768,1,closer/close,English
33769,0,closer/close,English
33770,0,further/split,English
33771,0,further/split,English
33772,0,closer/close,English
33773,0,closer/close,English
33774,0,closer/close,English
33775,0,closer/close,English
33776,0,further/split,English
33777,0,closer/close,English
33778,0,equal/far,English
33779,0,further/split,English
33780,0,further/split,English
33781,0,closer/close,English
33782,0,equal/far,English
33783,0,equal/far,English
33784,0,closer/close,English
33785,0,closer/close,English
33786,0,further/split,English
33787,0,further/split,English
33788,0,further/split,English
33789,0,equal/far,English
33790,0,closer/close,English
33791,0,closer/close,English
33792,0,further/split,English
33793,0,further/split,English
33794,0,equal/far,English
33795,0,further/split,English
33796,0,equal/far,English
33797,0,equal/far,English
33798,0,equal/far,English
33799,0,closer/close,English
33800,1,closer/close,English
33801,0,closer/close,English
33802,1,closer/close,English
33803,0,closer/close,English
33804,1,closer/close,English
33805,0,equal/far,English
33806,0,equal/far,English
33807,0,further/split,English
33808,0,equal/far,English
33809,0,further/split,English
33810,0,further/split,English
33811,0,further/split,English
33812,0,equal/far,English
33813,0,closer/close,English
33814,1,closer/close,English
33815,0,closer/close,English
33816,1,closer/close,English
33817,1,closer/close,English
33818,1,closer/close,English
33819,0,closer/close,English
33820,1,closer/close,English
33821,1,closer/close,English
33822,0,closer/close,English
33823,0,closer/close,English
33824,0,closer/close,English
33825,0,closer/close,English
33826,0,closer/close,English
33827,0,closer/close,English
33828,0,closer/close,English
33829,0,closer/close,English
33830,0,equal/far,English
33831,1,closer/close,English
33832,0,further/split,English
33833,0,equal/far,English
33834,1,closer/close,English
33835,0,closer/close,English
33836,0,closer/close,English
33837,1,closer/close,English
33838,1,closer/close,English
33839,0,further/split,English
33840,0,further/split,English
33841,0,further/split,English
33842,0,further/split,English
33843,0,equal/far,English
33844,0,closer/close,English
33845,0,closer/close,English
33846,0,further/split,English
33847,0,equal/far,English
33848,0,closer/close,English
33849,0,closer/close,English
33850,1,closer/close,English
33851,0,closer/close,English
33852,1,closer/close,English
33853,0,further/split,English
33854,0,further/split,English
33855,0,further/split,English
33856,0,further/split,English
33857,0,equal/far,English
33858,0,equal/far,English
33859,0,equal/far,English
33860,0,equal/far,English
33861,0,further/split,English
33862,0,further/split,English
33863,0,further/split,English
33864,0,further/split,English
33865,0,closer/close,English
33866,0,further/split,English
33867,1,equal/far,English
33868,0,closer/close,English
33869,0,closer/close,English
33870,0,closer/close,English
33871,0,closer/close,English
33872,0,further/split,English
33873,0,closer/close,English
33874,1,closer/close,English
33875,0,closer/close,English
33876,1,closer/close,English
33877,0,closer/close,English
33878,1,closer/close,English
33879,0,closer/close,English
33880,1,further/split,English
33881,0,further/split,English
33882,0,equal/far,English
33883,0,further/split,English
33884,0,further/split,English
33885,0,equal/far,English
33886,0,equal/far,English
33887,0,further/split,English
33888,0,further/split,English
33889,0,further/split,English
33890,0,further/split,English
33891,0,further/split,English
33892,0,further/split,English
33893,0,further/split,English
33894,0,equal/far,English
33895,0,equal/far,English
33896,0,equal/far,English
33897,0,equal/far,English
33898,0,equal/far,English
33899,0,closer/close,English
33900,0,closer/close,English
33901,0,equal/far,English
33902,0,equal/far,English
33903,0,closer/close,English
33904,0,further/split,English
33905,0,further/split,English
33906,0,equal/far,English
33907,0,closer/close,English
33908,0,further/split,English
33909,0,further/split,English
33910,0,further/split,English
33911,0,equal/far,English
33912,1,closer/close,English
33913,0,equal/far,English
33914,1,closer/close,English
33915,0,equal/far,English
33916,0,further/split,English
33917,0,further/split,English
33918,0,closer/close,English
33919,0,equal/far,English
33920,0,further/split,English
33921,0,equal/far,English
33922,0,equal/far,English
33923,0,closer/close,English
33924,0,equal/far,English
33925,0,equal/far,English
33926,0,equal/far,English
33927,0,further/split,English
33928,0,equal/far,English
33929,0,closer/close,English
33930,0,closer/close,English
33931,0,closer/close,English
33932,0,closer/close,English
33933,0,further/split,English
33934,0,closer/close,English
33935,0,further/split,English
33936,0,closer/close,English
33937,0,closer/close,English
33938,0,closer/close,English
33939,0,closer/close,English
33940,0,closer/close,English
33941,0,closer/close,English
33942,0,closer/close,English
33943,0,closer/close,English
33944,0,closer/close,English
33945,0,closer/close,English
33946,0,closer/close,English
33947,0,closer/close,English
33948,0,closer/close,English
33949,0,further/split,English
33950,0,closer/close,English
33951,0,further/split,English
33952,0,closer/close,English
33953,1,closer/close,English
33954,1,closer/close,English
33955,1,closer/close,English
33956,0,equal/far,English
33957,1,further/split,English
33958,0,further/split,English
33959,0,equal/far,English
33960,0,equal/far,English
33961,1,closer/close,English
33962,0,closer/close,English
33963,1,closer/close,English
33964,0,closer/close,English
33965,0,equal/far,English
33966,0,further/split,English
33967,0,further/split,English
33968,0,equal/far,English
33969,0,equal/far,English
33970,0,equal/far,English
33971,0,equal/far,English
33972,0,equal/far,English
33973,0,equal/far,English
33974,0,closer/close,English
33975,0,closer/close,English
33976,0,further/split,English
33977,0,equal/far,English
33978,0,equal/far,English
33979,0,closer/close,English
33980,0,equal/far,English
33981,0,closer/close,English
33982,0,equal/far,English
33983,0,equal/far,English
33984,0,equal/far,English
33985,0,closer/close,English
33986,0,closer/close,English
33987,0,closer/close,English
33988,0,closer/close,English
33989,0,further/split,English
33990,0,further/split,English
33991,0,further/split,English
33992,0,closer/close,English
33993,0,closer/close,English
33994,0,closer/close,English
33995,0,further/split,English
33996,0,further/split,English
33997,0,further/split,English
33998,0,equal/far,English
33999,0,equal/far,English
34000,1,closer/close,English
34001,0,closer/close,English
34002,0,further/split,English
34003,1,further/split,English
34004,0,closer/close,English
34005,1,closer/close,English
34006,0,closer/close,English
34007,1,closer/close,English
34008,0,closer/close,English
34009,0,further/split,English
34010,0,further/split,English
34011,0,further/split,English
34012,0,further/split,English
34013,0,equal/far,English
34014,0,equal/far,English
34015,0,closer/close,English
34016,0,equal/far,English
34017,0,equal/far,English
34018,0,further/split,English
34019,0,further/split,English
34020,0,further/split,English
34021,0,equal/far,English
34022,1,closer/close,English
34023,0,further/split,English
34024,0,further/split,English
34025,1,equal/far,English
34026,0,further/split,English
34027,0,equal/far,English
34028,1,further/split,English
34029,0,closer/close,English
34030,0,equal/far,English
34031,0,closer/close,English
34032,0,closer/close,English
34033,1,further/split,English
34034,0,equal/far,English
34035,1,closer/close,English
34036,0,equal/far,English
34037,0,further/split,English
34038,0,closer/close,English
34039,1,closer/close,English
34040,0,further/split,English
34041,0,further/split,English
34042,0,closer/close,English
34043,1,equal/far,English
34044,0,further/split,English
34045,1,equal/far,English
34046,1,further/split,English
34047,0,further/split,English
34048,0,closer/close,English
34049,0,closer/close,English
34050,0,equal/far,English
34051,0,equal/far,English
34052,0,equal/far,English
34053,0,further/split,English
34054,1,further/split,English
34055,0,equal/far,English
34056,0,closer/close,English
34057,0,closer/close,English
34058,1,equal/far,English
34059,0,closer/close,English
34060,1,equal/far,English
34061,0,further/split,English
34062,0,further/split,English
34063,1,closer/close,English
34064,0,further/split,English
34065,1,equal/far,English
34066,0,closer/close,English
34067,0,further/split,English
34068,0,further/split,English
34069,0,closer/close,English
34070,0,closer/close,English
34071,1,further/split,English
34072,0,closer/close,English
34073,0,equal/far,English
34074,1,closer/close,English
34075,1,closer/close,English
34076,1,closer/close,English
34077,0,equal/far,English
34078,1,further/split,English
34079,0,closer/close,English
34080,1,equal/far,English
34081,1,closer/close,English
34082,0,equal/far,English
34083,0,equal/far,English
34084,0,equal/far,English
34085,0,further/split,English
34086,0,closer/close,English
34087,0,equal/far,English
34088,0,further/split,English
34089,0,equal/far,English
34090,0,closer/close,English
34091,0,closer/close,English
34092,0,equal/far,English
34093,0,equal/far,English
34094,1,closer/close,English
34095,0,closer/close,English
34096,0,closer/close,English
34097,0,equal/far,English
34098,0,equal/far,English
34099,0,equal/far,English
34100,0,equal/far,English
34101,0,equal/far,English
34102,0,equal/far,English
34103,0,equal/far,English
34104,0,further/split,English
34105,0,equal/far,English
34106,1,further/split,English
34107,1,further/split,English
34108,0,further/split,English
34109,0,further/split,English
34110,0,further/split,English
34111,0,equal/far,English
34112,1,further/split,English
34113,0,closer/close,English
34114,1,closer/close,English
34115,0,further/split,English
34116,1,closer/close,English
34117,0,equal/far,English
34118,1,equal/far,English
34119,0,closer/close,English
34120,0,equal/far,English
34121,0,equal/far,English
34122,1,closer/close,English
34123,0,equal/far,English
34124,0,further/split,English
34125,0,further/split,English
34126,0,equal/far,English
34127,0,closer/close,English
34128,0,further/split,English
34129,0,further/split,English
34130,0,equal/far,English
34131,1,closer/close,English
34132,0,closer/close,English
34133,0,equal/far,English
34134,0,further/split,English
34135,1,further/split,English
34136,1,closer/close,English
34137,0,further/split,English
34138,1,further/split,English
34139,1,closer/close,English
34140,0,closer/close,English
34141,1,closer/close,English
34142,0,closer/close,English
34143,0,further/split,English
34144,0,further/split,English
34145,0,closer/close,English
34146,0,closer/close,English
34147,0,closer/close,English
34148,0,closer/close,English
34149,0,equal/far,English
34150,0,further/split,English
34151,0,closer/close,English
34152,0,equal/far,English
34153,0,further/split,English
34154,0,closer/close,English
34155,0,equal/far,English
34156,0,equal/far,English
34157,0,further/split,English
34158,0,further/split,English
34159,0,further/split,English
34160,0,equal/far,English
34161,0,further/split,English
34162,0,equal/far,English
34163,0,closer/close,English
34164,0,closer/close,English
34165,0,closer/close,English
34166,0,closer/close,English
34167,0,closer/close,English
34168,0,closer/close,English
34169,0,further/split,English
34170,0,closer/close,English
34171,0,further/split,English
34172,0,equal/far,English
34173,0,further/split,English
34174,0,closer/close,English
34175,0,closer/close,English
34176,0,closer/close,English
34177,0,equal/far,English
34178,0,closer/close,English
34179,0,further/split,English
34180,0,closer/close,English
34181,0,equal/far,English
34182,0,equal/far,English
34183,0,further/split,English
34184,0,equal/far,English
34185,0,equal/far,English
34186,0,equal/far,English
34187,0,further/split,English
34188,0,equal/far,English
34189,0,equal/far,English
34190,0,further/split,English
34191,0,further/split,English
34192,0,closer/close,English
34193,0,further/split,English
34194,0,further/split,English
34195,0,closer/close,English
34196,0,equal/far,English
34197,0,further/split,English
34198,0,equal/far,English
34199,0,further/split,English
34200,0,equal/far,English
34201,0,further/split,English
34202,0,further/split,English
34203,0,further/split,English
34204,0,further/split,English
34205,0,equal/far,English
34206,0,further/split,English
34207,0,closer/close,English
34208,0,equal/far,English
34209,0,closer/close,English
34210,0,further/split,English
34211,0,further/split,English
34212,0,closer/close,English
34213,0,closer/close,English
34214,0,further/split,English
34215,0,further/split,English
34216,0,further/split,English
34217,0,closer/close,English
34218,0,equal/far,English
34219,0,equal/far,English
34220,0,equal/far,English
34221,0,further/split,English
34222,0,closer/close,English
34223,0,closer/close,English
34224,0,equal/far,English
34225,0,closer/close,English
34226,0,equal/far,English
34227,0,closer/close,English
34228,0,closer/close,English
34229,0,equal/far,English
34230,0,equal/far,English
34231,0,closer/close,English
34232,0,further/split,English
34233,0,equal/far,English
34234,0,equal/far,English
34235,0,equal/far,English
34236,0,closer/close,English
34237,0,further/split,English
34238,0,closer/close,English
34239,0,closer/close,English
34240,0,equal/far,English
34241,0,equal/far,English
34242,0,closer/close,English
34243,0,further/split,English
34244,0,further/split,English
34245,0,closer/close,English
34246,0,further/split,English
34247,0,equal/far,English
34248,0,equal/far,English
34249,0,equal/far,English
34250,0,further/split,English
34251,0,closer/close,English
34252,0,further/split,English
34253,0,equal/far,English
34254,0,further/split,English
34255,0,further/split,English
34256,0,equal/far,English
34257,0,further/split,English
34258,0,equal/far,English
34259,0,equal/far,English
34260,0,equal/far,English
34261,0,further/split,English
34262,0,closer/close,English
34263,0,further/split,English
34264,0,equal/far,English
34265,0,further/split,English
34266,0,equal/far,English
34267,0,closer/close,English
34268,0,further/split,English
34269,0,closer/close,English
34270,1,closer/close,English
34271,0,closer/close,English
34272,0,closer/close,English
34273,0,further/split,English
34274,0,further/split,English
34275,0,further/split,English
34276,0,equal/far,English
34277,0,equal/far,English
34278,0,equal/far,English
34279,0,closer/close,English
34280,0,closer/close,English
34281,0,closer/close,English
34282,0,further/split,English
34283,1,closer/close,English
34284,0,further/split,English
34285,0,further/split,English
34286,0,closer/close,English
34287,1,closer/close,English
34288,0,equal/far,English
34289,0,closer/close,English
34290,1,closer/close,English
34291,0,further/split,English
34292,0,equal/far,English
34293,1,closer/close,English
34294,1,further/split,English
34295,0,equal/far,English
34296,0,equal/far,English
34297,0,closer/close,English
34298,0,closer/close,English
34299,0,equal/far,English
34300,0,further/split,English
34301,0,equal/far,English
34302,0,closer/close,English
34303,0,closer/close,English
34304,0,closer/close,English
34305,0,closer/close,English
34306,0,further/split,English
34307,0,further/split,English
34308,0,equal/far,English
34309,0,equal/far,English
34310,0,equal/far,English
34311,0,equal/far,English
34312,0,closer/close,English
34313,0,further/split,English
34314,0,closer/close,English
34315,0,further/split,English
34316,0,further/split,English
34317,0,further/split,English
34318,0,closer/close,English
34319,0,closer/close,English
34320,0,closer/close,English
34321,0,closer/close,English
34322,0,further/split,English
34323,0,further/split,English
34324,0,closer/close,English
34325,0,equal/far,English
34326,0,further/split,English
34327,0,further/split,English
34328,0,further/split,English
34329,0,further/split,English
34330,0,further/split,English
34331,0,equal/far,English
34332,0,closer/close,English
34333,0,closer/close,English
34334,0,closer/close,English
34335,0,closer/close,English
34336,0,equal/far,English
34337,0,equal/far,English
34338,0,equal/far,English
34339,0,further/split,English
34340,0,further/split,English
34341,0,equal/far,English
34342,0,equal/far,English
34343,0,equal/far,English
34344,0,closer/close,English
34345,0,equal/far,English
34346,0,equal/far,English
34347,0,equal/far,English
34348,0,equal/far,English
34349,0,equal/far,English
34350,0,equal/far,English
34351,0,further/split,English
34352,0,closer/close,English
34353,0,further/split,English
34354,0,further/split,English
34355,0,further/split,English
34356,0,further/split,English
34357,0,further/split,English
34358,0,equal/far,English
34359,0,equal/far,English
34360,0,further/split,English
34361,0,further/split,English
34362,0,further/split,English
34363,0,further/split,English
34364,0,closer/close,English
34365,0,closer/close,English
34366,0,equal/far,English
34367,0,equal/far,English
34368,0,closer/close,English
34369,0,further/split,English
34370,0,closer/close,English
34371,0,equal/far,English
34372,0,equal/far,English
34373,0,equal/far,English
34374,0,closer/close,English
34375,0,further/split,English
34376,0,equal/far,English
34377,0,equal/far,English
34378,0,further/split,English
34379,0,equal/far,English
34380,0,equal/far,English
34381,0,further/split,English
34382,0,closer/close,English
34383,0,further/split,English
34384,0,further/split,English
34385,0,closer/close,English
34386,0,closer/close,English
34387,0,equal/far,English
34388,0,equal/far,English
34389,0,closer/close,English
34390,0,further/split,English
34391,1,closer/close,English
34392,0,closer/close,English
34393,1,closer/close,English
34394,0,further/split,English
34395,0,closer/close,English
34396,0,closer/close,English
34397,0,equal/far,English
34398,0,closer/close,English
34399,0,further/split,English
34400,0,closer/close,English
34401,0,equal/far,English
34402,0,equal/far,English
34403,0,further/split,English
34404,1,closer/close,English
34405,0,further/split,English
34406,0,equal/far,English
34407,0,further/split,English
34408,0,equal/far,English
34409,0,further/split,English
34410,0,equal/far,English
34411,0,further/split,English
34412,0,equal/far,English
34413,0,equal/far,English
34414,0,equal/far,English
34415,0,equal/far,English
34416,0,further/split,English
34417,0,equal/far,English
34418,1,closer/close,English
34419,0,closer/close,English
34420,0,equal/far,English
34421,1,closer/close,English
34422,1,further/split,English
34423,1,closer/close,English
34424,0,closer/close,English
34425,0,closer/close,English
34426,0,closer/close,English
34427,0,further/split,English
34428,0,further/split,English
34429,0,equal/far,English
34430,0,equal/far,English
34431,0,further/split,English
34432,0,further/split,English
34433,0,further/split,English
34434,1,closer/close,English
34435,0,equal/far,English
34436,0,equal/far,English
34437,0,equal/far,English
34438,0,closer/close,English
34439,0,closer/close,English
34440,0,further/split,English
34441,1,closer/close,English
34442,0,further/split,English
34443,1,further/split,English
34444,0,equal/far,English
34445,0,further/split,English
34446,0,equal/far,English
34447,0,further/split,English
34448,1,closer/close,English
34449,0,equal/far,English
34450,0,equal/far,English
34451,1,closer/close,English
34452,0,further/split,English
34453,0,equal/far,English
34454,0,further/split,English
34455,0,further/split,English
34456,1,closer/close,English
34457,1,closer/close,English
34458,1,closer/close,English
34459,0,equal/far,English
34460,0,equal/far,English
34461,0,closer/close,English
34462,0,further/split,English
34463,0,equal/far,English
34464,0,equal/far,English
34465,0,closer/close,English
34466,0,further/split,English
34467,0,further/split,English
34468,0,equal/far,English
34469,1,closer/close,English
34470,0,closer/close,English
34471,0,equal/far,English
34472,0,further/split,English
34473,0,further/split,English
34474,0,equal/far,English
34475,0,closer/close,English
34476,0,equal/far,English
34477,0,equal/far,English
34478,0,closer/close,English
34479,0,further/split,English
34480,0,further/split,English
34481,0,closer/close,English
34482,0,equal/far,English
34483,1,closer/close,English
34484,1,further/split,English
34485,0,further/split,English
34486,0,further/split,English
34487,0,further/split,English
34488,0,equal/far,English
34489,0,closer/close,English
34490,0,closer/close,English
34491,1,closer/close,English
34492,1,closer/close,English
34493,0,equal/far,English
34494,0,closer/close,English
34495,0,equal/far,English
34496,0,further/split,English
34497,0,equal/far,English
34498,0,equal/far,English
34499,1,closer/close,English
34500,0,equal/far,English
34501,0,equal/far,English
34502,0,further/split,English
34503,0,equal/far,English
34504,0,further/split,English
34505,1,closer/close,English
34506,0,equal/far,English
34507,0,equal/far,English
34508,0,further/split,English
34509,0,equal/far,English
34510,0,further/split,English
34511,0,equal/far,English
34512,0,further/split,English
34513,0,equal/far,English
34514,1,closer/close,English
34515,0,further/split,English
34516,0,equal/far,English
34517,1,closer/close,English
34518,1,closer/close,English
34519,0,further/split,English
34520,1,closer/close,English
34521,0,equal/far,English
34522,0,further/split,English
34523,0,further/split,English
34524,0,further/split,English
34525,0,equal/far,English
34526,1,closer/close,English
34527,0,equal/far,English
34528,0,further/split,English
34529,0,equal/far,English
34530,0,equal/far,English
34531,0,further/split,English
34532,0,further/split,English
34533,1,closer/close,English
34534,0,closer/close,English
34535,0,further/split,English
34536,0,further/split,English
34537,0,equal/far,English
34538,1,further/split,English
34539,0,equal/far,English
34540,1,closer/close,English
34541,0,further/split,English
34542,0,closer/close,English
34543,0,further/split,English
34544,0,further/split,English
34545,0,equal/far,English
34546,0,equal/far,English
34547,0,further/split,English
34548,0,closer/close,English
34549,0,further/split,English
34550,0,equal/far,English
34551,0,closer/close,English
34552,0,equal/far,English
34553,0,equal/far,English
34554,1,closer/close,English
34555,0,closer/close,English
34556,0,closer/close,English
34557,0,closer/close,English
34558,0,equal/far,English
34559,0,further/split,English
34560,0,further/split,English
34561,0,equal/far,English
34562,0,equal/far,English
34563,0,further/split,English
34564,0,closer/close,English
34565,0,closer/close,English
34566,0,closer/close,English
34567,0,closer/close,English
34568,0,equal/far,English
34569,0,equal/far,English
34570,1,closer/close,English
34571,0,further/split,English
34572,0,closer/close,English
34573,0,further/split,English
34574,0,closer/close,English
34575,0,further/split,English
34576,0,equal/far,English
34577,0,equal/far,English
34578,0,equal/far,English
34579,0,equal/far,English
34580,0,further/split,English
34581,0,further/split,English
34582,0,equal/far,English
34583,1,closer/close,English
34584,0,further/split,English
34585,0,closer/close,English
34586,1,closer/close,English
34587,0,further/split,English
34588,0,further/split,English
34589,0,closer/close,English
34590,1,closer/close,English
34591,0,further/split,English
34592,1,further/split,English
34593,0,further/split,English
34594,0,equal/far,English
34595,0,further/split,English
34596,0,equal/far,English
34597,0,closer/close,English
34598,1,closer/close,English
34599,0,closer/close,English
34600,0,further/split,English
34601,0,equal/far,English
34602,0,closer/close,English
34603,0,further/split,English
34604,0,closer/close,English
34605,0,further/split,English
34606,0,further/split,English
34607,0,further/split,English
34608,0,equal/far,English
34609,0,equal/far,English
34610,0,further/split,English
34611,0,equal/far,English
34612,0,equal/far,English
34613,0,closer/close,English
34614,0,equal/far,English
34615,0,closer/close,English
34616,0,closer/close,English
34617,0,closer/close,English
34618,0,further/split,English
34619,0,equal/far,English
34620,0,further/split,English
34621,0,further/split,English
34622,0,closer/close,English
34623,0,closer/close,English
34624,0,closer/close,English
34625,0,further/split,English
34626,0,equal/far,English
34627,0,equal/far,English
34628,1,closer/close,English
34629,0,closer/close,English
34630,0,further/split,English
34631,0,closer/close,English
34632,0,equal/far,English
34633,0,closer/close,English
34634,0,further/split,English
34635,1,equal/far,English
34636,0,equal/far,English
34637,0,closer/close,English
34638,0,closer/close,English
34639,0,closer/close,English
34640,0,equal/far,English
34641,0,equal/far,English
34642,0,further/split,English
34643,0,equal/far,English
34644,0,closer/close,English
34645,0,further/split,English
34646,0,closer/close,English
34647,0,further/split,English
34648,0,further/split,English
34649,0,further/split,English
34650,0,equal/far,English
34651,0,closer/close,English
34652,0,further/split,English
34653,0,further/split,English
34654,0,closer/close,English
34655,0,equal/far,English
34656,0,equal/far,English
34657,0,further/split,English
34658,0,further/split,English
34659,0,equal/far,English
34660,0,further/split,English
34661,0,further/split,English
34662,0,closer/close,English
34663,0,closer/close,English
34664,0,equal/far,English
34665,0,further/split,English
34666,0,equal/far,English
34667,0,equal/far,English
34668,0,closer/close,English
34669,0,further/split,English
34670,0,equal/far,English
34671,0,equal/far,English
34672,0,equal/far,English
34673,0,further/split,English
34674,0,equal/far,English
34675,0,equal/far,English
34676,0,equal/far,English
34677,0,equal/far,English
34678,0,further/split,English
34679,0,further/split,English
34680,0,further/split,English
34681,0,further/split,English
34682,0,further/split,English
34683,0,further/split,English
34684,0,further/split,English
34685,0,further/split,English
34686,0,closer/close,English
34687,0,further/split,English
34688,0,equal/far,English
34689,0,further/split,English
34690,0,equal/far,English
34691,0,equal/far,English
34692,0,equal/far,English
34693,0,closer/close,English
34694,0,closer/close,English
34695,0,closer/close,English
34696,0,closer/close,English
34697,0,further/split,English
34698,0,further/split,English
34699,0,equal/far,English
34700,0,closer/close,English
34701,0,closer/close,English
34702,0,closer/close,English
34703,0,closer/close,English
34704,0,equal/far,English
34705,0,closer/close,English
34706,0,equal/far,English
34707,0,equal/far,English
34708,0,equal/far,English
34709,0,closer/close,English
34710,0,further/split,English
34711,0,further/split,English
34712,0,equal/far,English
34713,0,equal/far,English
34714,0,further/split,English
34715,0,equal/far,English
34716,0,closer/close,English
34717,0,closer/close,English
34718,0,equal/far,English
34719,0,equal/far,English
34720,0,closer/close,English
34721,0,closer/close,English
34722,0,equal/far,English
34723,0,further/split,English
34724,0,further/split,English
34725,0,closer/close,English
34726,0,closer/close,English
34727,0,further/split,English
34728,0,further/split,English
34729,0,further/split,English
34730,0,further/split,English
34731,0,further/split,English
34732,0,closer/close,English
34733,0,further/split,English
34734,0,further/split,English
34735,0,closer/close,English
34736,0,further/split,English
34737,0,equal/far,English
34738,0,equal/far,English
34739,0,closer/close,English
34740,0,equal/far,English
34741,0,equal/far,English
34742,0,equal/far,English
34743,0,closer/close,English
34744,0,further/split,English
34745,0,closer/close,English
34746,0,closer/close,English
34747,0,equal/far,English
34748,0,further/split,English
34749,0,closer/close,English
34750,0,equal/far,English
34751,0,equal/far,English
34752,0,equal/far,English
34753,0,equal/far,English
34754,0,closer/close,English
34755,0,further/split,English
34756,0,further/split,English
34757,0,further/split,English
34758,0,further/split,English
34759,0,equal/far,English
34760,0,closer/close,English
34761,0,closer/close,English
34762,0,further/split,English
34763,0,closer/close,English
34764,0,further/split,English
34765,0,equal/far,English
34766,0,equal/far,English
34767,0,equal/far,English
34768,0,closer/close,English
34769,0,closer/close,English
34770,0,closer/close,English
34771,0,equal/far,English
34772,0,further/split,English
34773,0,further/split,English
34774,0,equal/far,English
34775,0,closer/close,English
34776,0,equal/far,English
34777,0,equal/far,English
34778,0,closer/close,English
34779,0,closer/close,English
34780,0,further/split,English
34781,0,closer/close,English
34782,0,closer/close,English
34783,0,closer/close,English
34784,0,closer/close,English
34785,0,closer/close,English
34786,0,closer/close,English
34787,0,further/split,English
34788,0,further/split,English
34789,0,further/split,English
34790,0,further/split,English
34791,1,closer/close,English
34792,0,further/split,English
34793,0,equal/far,English
34794,0,equal/far,English
34795,0,closer/close,English
34796,0,equal/far,English
34797,0,equal/far,English
34798,0,further/split,English
34799,0,equal/far,English
34800,0,equal/far,English
34801,0,closer/close,English
34802,0,further/split,English
34803,0,further/split,English
34804,0,closer/close,English
34805,0,closer/close,English
34806,0,further/split,English
34807,0,further/split,English
34808,0,equal/far,English
34809,0,further/split,English
34810,0,further/split,English
34811,0,further/split,English
34812,0,further/split,English
34813,0,equal/far,English
34814,0,equal/far,English
34815,0,closer/close,English
34816,0,equal/far,English
34817,0,further/split,English
34818,0,closer/close,English
34819,0,equal/far,English
34820,0,equal/far,English
34821,0,further/split,English
34822,0,further/split,English
34823,0,further/split,English
34824,0,closer/close,English
34825,0,closer/close,English
34826,0,closer/close,English
34827,0,closer/close,English
34828,0,equal/far,English
34829,0,further/split,English
34830,0,closer/close,English
34831,0,further/split,English
34832,0,closer/close,English
34833,0,equal/far,English
34834,0,equal/far,English
34835,0,closer/close,English
34836,0,equal/far,English
34837,0,closer/close,English
34838,0,equal/far,English
34839,0,closer/close,English
34840,0,closer/close,English
34841,0,equal/far,English
34842,0,equal/far,English
34843,0,further/split,English
34844,0,closer/close,English
34845,0,further/split,English
34846,0,further/split,English
34847,0,further/split,English
34848,0,further/split,English
34849,0,equal/far,English
34850,0,further/split,English
34851,0,equal/far,English
34852,0,closer/close,English
34853,0,further/split,English
34854,0,further/split,English
34855,0,closer/close,English
34856,0,equal/far,English
34857,0,equal/far,English
34858,0,equal/far,English
34859,0,further/split,English
34860,0,further/split,English
34861,0,further/split,English
34862,0,equal/far,English
34863,0,further/split,English
34864,0,equal/far,English
34865,0,equal/far,English
34866,0,further/split,English
34867,0,closer/close,English
34868,0,equal/far,English
34869,0,further/split,English
34870,0,equal/far,English
34871,0,closer/close,English
34872,1,closer/close,English
34873,0,closer/close,English
34874,0,closer/close,English
34875,0,equal/far,English
34876,0,equal/far,English
34877,0,equal/far,English
34878,0,equal/far,English
34879,0,further/split,English
34880,0,closer/close,English
34881,0,closer/close,English
34882,0,equal/far,English
34883,0,further/split,English
34884,0,equal/far,English
34885,0,further/split,English
34886,0,closer/close,English
34887,0,equal/far,English
34888,0,closer/close,English
34889,1,closer/close,English
34890,0,further/split,English
34891,0,closer/close,English
34892,0,closer/close,English
34893,1,closer/close,English
34894,1,further/split,English
34895,0,further/split,English
34896,0,further/split,English
34897,0,closer/close,English
34898,0,closer/close,English
34899,0,closer/close,English
34900,0,closer/close,English
34901,0,further/split,English
34902,0,further/split,English
34903,0,closer/close,English
34904,0,equal/far,English
34905,0,further/split,English
34906,0,further/split,English
34907,0,equal/far,English
34908,0,further/split,English
34909,0,equal/far,English
34910,0,closer/close,English
34911,0,equal/far,English
34912,0,closer/close,English
34913,0,further/split,English
34914,0,equal/far,English
34915,0,closer/close,English
34916,0,equal/far,English
34917,0,further/split,English
34918,0,equal/far,English
34919,0,further/split,English
34920,0,further/split,English
34921,0,further/split,English
34922,0,equal/far,English
34923,0,equal/far,English
34924,0,equal/far,English
