specificity,Condition,Language,Message
0,further/split,English,(bright pink)
0,further/split,English,yellowest color
0,equal/far,English,brown
0,equal/far,English,orange
1,closer/close,English,tan
0,closer/close,English,"not the bright blue, and not the grayest blue"
0,equal/far,English,grayish
0,further/split,English,purple - not pink
0,closer/close,English,"not the darkest purple, not the lightest purple"
0,further/split,English,the grayer color; looks less brown
0,equal/far,English,brown
0,equal/far,English,blue
0,closer/close,English,blue with the least gray
0,closer/close,English,not the most purple; not the brighest pink
1,further/split,English,most teal color
0,closer/close,English,yellow that is brighter looking
0,closer/close,English,the less pink looking purple
0,closer/close,English,not gray
0,equal/far,English,orange
0,closer/close,English,the brightest looking blue
0,further/split,English,not the brightest purple; the duller purple
0,further/split,English,the pinker color
0,closer/close,English,the less bright purple
0,further/split,English,mint green
0,further/split,English,the less purple looking gray
0,closer/close,English,brightest pink
0,closer/close,English,not the dull green
0,closer/close,English,the green that looks less blue
0,equal/far,English,purple
0,equal/far,English,purple still
0,further/split,English,the lighter looking gray . . . looks like steel gray
0,closer/close,English,the brighter green that; the one that isn't the most yellow
0,further/split,English,not the bright pink and not the purple; that weird middle color
0,further/split,English,the most green; not the most gray
0,equal/far,English,green
0,equal/far,English,pink
0,closer/close,English,not the darker purple; the pinkish purple
0,equal/far,English,not the most blue; the greenish blue
0,further/split,English,"It is a light pink, not a super bright pink, though."
1,closer/close,English,"It is a turquoise blue, not green."
0,further/split,English,It is a light blue.
0,further/split,English,"It is a vibrant, bright blue."
0,further/split,English,"It is a light green, not bright."
0,equal/far,English,It is a light green.
0,equal/far,English,It is a dirty yellow.
0,further/split,English,"It is a medium blue. Almost purpleish, not vibrant, and not light baby blue."
1,closer/close,English,"It is a light gray, not a beige gray. Light gray"
0,closer/close,English,It is purple
0,further/split,English,"it will go faster if you just put colors, lol"
0,equal/far,English,blue
0,equal/far,English,neon green
0,equal/far,English,blue gray
0,closer/close,English,light gray
0,equal/far,English,pink
0,equal/far,English,yellow
0,further/split,English,blue
0,closer/close,English,yellow green
0,equal/far,English,pink
0,equal/far,English,blue
0,further/split,English,purple
0,further/split,English,"bright, neon green"
0,further/split,English,not bright orange
0,equal/far,English,blue
0,equal/far,English,blue
0,equal/far,English,yellow
0,equal/far,English,deep blue
0,equal/far,English,bright neon blue
0,further/split,English,vibrant blue
0,closer/close,English,pasty pink
0,further/split,English,bright neon blue
0,closer/close,English,yellow green
0,closer/close,English,neon green
0,further/split,English,neon pink
0,further/split,English,orangey pink
0,further/split,English,neon blue
0,further/split,English,neon green
1,closer/close,English,taupe gray
1,closer/close,English,taupe gray
0,closer/close,English,"darker, seafoam green"
0,equal/far,English,blue
0,closer/close,English,"the brightest pink, a hint of purple"
0,further/split,English,neon green
0,equal/far,English,dark purple
0,closer/close,English,purple
0,equal/far,English,bright green
0,closer/close,English,bluish green
0,closer/close,English,green
0,closer/close,English,hot pink
0,equal/far,English,hot pink
0,further/split,English,orange
1,further/split,English,brownish red - rose maybe
0,closer/close,English,the more muted of the two blue-greens - the bluer one
0,closer/close,English,brightest of the purples
0,closer/close,English,the one with the most green
0,closer/close,English,the one with the most purple
0,further/split,English,"kelly green, not an olive green"
1,closer/close,English,"teal, not a sky blue"
0,closer/close,English,the closest to purple
1,further/split,English,magenta
0,equal/far,English,light blue
1,equal/far,English,tan
0,further/split,English,closest to pink
0,closer/close,English,brightest blue
0,further/split,English,the less bright of the two purples
0,further/split,English,the darkest blue
0,closer/close,English,the pure gray - not the muted purplish gray
0,closer/close,English,the brightest purple
0,further/split,English,"not the bright green, the more mint green"
0,further/split,English,gray
0,equal/far,English,the closest to gray
1,equal/far,English,teal
0,equal/far,English,the more olive green of the two greens
0,equal/far,English,lime green
0,closer/close,English,the closest to olive green
0,further/split,English,gray
0,further/split,English,blue
0,equal/far,English,purple
0,equal/far,English,blue
0,further/split,English,gray
0,equal/far,English,pink
0,further/split,English,"the brighter, darker blue"
0,equal/far,English,the bluest one
0,equal/far,English,blue
0,closer/close,English,darkest purple
0,equal/far,English,olive green
1,further/split,English,"the purest yellow one, not the golden yellow"
0,further/split,English,"the darker, more muted blue"
0,equal/far,English,greenish blue
0,equal/far,English,purple
1,closer/close,English,"lavender, not pink or rose"
1,equal/far,English,gold
0,further/split,English,"less gray, more of an olive color"
0,closer/close,English,blue
0,further/split,English,green
0,further/split,English,brighter green
0,closer/close,English,bright blue
0,equal/far,English,grey
0,closer/close,English,dull green
0,equal/far,English,purple
0,closer/close,English,dullest color
0,further/split,English,bright yellow
0,closer/close,English,dullest green
0,further/split,English,purple
0,further/split,English,purple (NOT the pinkish one)
0,equal/far,English,green
0,further/split,English,dull purple
0,equal/far,English,blue
0,further/split,English,dull yellow
0,equal/far,English,brown
0,further/split,English,red
0,equal/far,English,purple
0,further/split,English,dull blue
0,equal/far,English,green
0,equal/far,English,yellow
0,equal/far,English,pink
0,further/split,English,green
0,closer/close,English,middle green
0,closer/close,English,brightest purple
0,further/split,English,blue
0,further/split,English,dull pink
0,closer/close,English,grey
0,closer/close,English,purple
0,further/split,English,pink
0,further/split,English,dull brown
0,equal/far,English,light blue
0,equal/far,English,purple
0,equal/far,English,sorry that was a bad description.  purple here
0,closer/close,English,neon green
0,further/split,English,grey
0,closer/close,English,the green that is a little blueish
0,equal/far,English,purple
0,further/split,English,blue
0,equal/far,English,pink
0,closer/close,English,brownest one (I'd call the other two grey and a slightly pinkish one)
0,further/split,English,blue
0,equal/far,English,blue
0,further/split,English,The target is blue.
0,equal/far,English,The target is blue.
0,further/split,English,The target is the brightest purple.
0,further/split,English,The target is blue.
0,equal/far,English,The target is red.
0,equal/far,English,The target is blue.
0,further/split,English,The target is the paler purple.
0,further/split,English,The target is the paler purple.
0,closer/close,English,The target is the blue that looks like it has some purple in it
0,closer/close,English,The target is the brightest green
0,further/split,English,"The target is a pale, pea green"
0,closer/close,English,The target is the most purple
0,further/split,English,The target is the brightest blue
0,equal/far,English,The target is yellow
0,closer/close,English,"The target is a the bright, brownish creamish color"
0,equal/far,English,The target is yellow
0,closer/close,English,The target is the palest blue
0,equal/far,English,The target is purple
0,closer/close,English,The target is blue
0,further/split,English,The target is the darker blue
0,closer/close,English,The target is the brightest blue
0,closer/close,English,The target is the darker gray
0,equal/far,English,The target is gray
0,closer/close,English,The target is blue
0,further/split,English,The target is like a pea green
0,further/split,English,The target is purple
0,equal/far,English,The target is a pea green yellowy color
0,equal/far,English,The target is the darker blue
0,further/split,English,The target is purple
0,equal/far,English,The target is green
0,closer/close,English,The target is pink
0,further/split,English,The target is the brighter more vivid green
0,equal/far,English,The target is blue
0,further/split,English,The target is purple
0,equal/far,English,The target is blue
0,equal/far,English,The target is purple
0,equal/far,English,The target is yellow
0,closer/close,English,"The target is bright pink, it looks like it is a little purpley"
0,closer/close,English,"The target is like a smokey blue color, darker than the others"
0,equal/far,English,The target is blue
0,closer/close,English,The target is gray
1,further/split,English,The target is like a tangerine orange
0,equal/far,English,The target is blue
0,equal/far,English,The target is orange
0,closer/close,English,"The target is the greenest green, doesn't look yellowy like the others"
0,closer/close,English,The target is  gray but kind of smokey
0,closer/close,English,The target is the most bluest one
0,further/split,English,The target is purple
0,equal/far,English,blueish
0,closer/close,English,royla blue
0,closer/close,English,grey greenish
0,closer/close,English,"Not the olive green, right?"
1,closer/close,English,not drab and not bright
0,further/split,English,purple
0,closer/close,English,bright green
0,equal/far,English,yellowish
0,equal/far,English,red
0,equal/far,English,light blue
0,further/split,English,tanish grey
0,further/split,English,not true grey
1,closer/close,English,light teal
0,closer/close,English,olive
0,closer/close,English,darkest
0,closer/close,English,darker
0,closer/close,English,more blueish??
0,closer/close,English,red
0,closer/close,English,"Oh, the blue. Hmmm. Ok, sorry."
0,closer/close,English,pink
0,equal/far,English,red
0,further/split,English,pukey yellow
1,closer/close,English,teal brightest
0,equal/far,English,bluest
0,equal/far,English,The deepest blue? or the faded one?
0,equal/far,English,blue
0,equal/far,English,lighter shade
0,equal/far,English,They both look blue to me.
0,further/split,English,lol.. great I have a color blind partner...lol
0,further/split,English,faded blue
0,further/split,English,greyish
1,further/split,English,"I see blue, teal and a purplely blue"
0,equal/far,English,purple
0,equal/far,English,"I'm not color blind, we just have different ways of describing them."
0,further/split,English,true grey
1,equal/far,English,tan
0,closer/close,English,faded blue
0,further/split,English,waht colors do u see?
0,further/split,English,not yellow
1,further/split,English,"very light mauve, dark grey and orange yellow"
1,further/split,English,"not seeing the mauve, maybe that one"
0,further/split,English,almost a purple hue?
0,further/split,English,could have a tinge
0,further/split,English,the other is bluish grey
0,further/split,English,maybe i'm color blind
0,further/split,English,greenest one
0,further/split,English,bluest one
0,further/split,English,deeper blue?
0,further/split,English,or lighter blue?
0,further/split,English,i'd say deeper
0,further/split,English,"Me either. I see dark blue and lighter, brighter blue."
0,equal/far,English,purple
0,closer/close,English,purple
1,closer/close,English,not mauve not pink
1,closer/close,English,plum? or lavender?
1,closer/close,English,lavender
0,equal/far,English,blue
0,further/split,English,yellow
0,further/split,English,mauvy grey
0,further/split,English,Not the greyest one?
1,further/split,English,more grey than mauve
0,further/split,English,purple
0,closer/close,English,vibrant purple
0,equal/far,English,green
0,closer/close,English,blue
0,further/split,English,purple
0,closer/close,English,"tanish grey, sand"
0,further/split,English,yellow
0,equal/far,English,blue
0,equal/far,English,It wasn't at all grey to me...
0,further/split,English,grey grey
0,equal/far,English,green
0,further/split,English,bright green
0,closer/close,English,grey hint purple
0,equal/far,English,green
0,equal/far,English,blueish green
0,closer/close,English,purpleish red
1,further/split,English,bright teal
0,further/split,English,blue
1,further/split,English,teal
1,further/split,English,bright fuschia
0,closer/close,English,drabest color
0,further/split,English,orange tint
0,further/split,English,grey pupleish
0,equal/far,English,purple
1,closer/close,English,mauve
0,equal/far,English,greenish tint
1,equal/far,English,teal not aqua
0,further/split,English,more orange than yello
0,equal/far,English,light purple
0,equal/far,English,brightest green
0,closer/close,English,dull blue
0,equal/far,English,green
1,closer/close,English,drab purple
0,further/split,English,orange
0,further/split,English,darker blue
0,equal/far,English,green
0,further/split,English,greenish tint
0,closer/close,English,greenish yellow
0,equal/far,English,pink
0,further/split,English,purple
0,closer/close,English,bright purple with least blue tone
0,equal/far,English,green
0,equal/far,English,blue
0,closer/close,English,least blue
0,closer/close,English,yellowish green
0,equal/far,English,blueish
0,equal/far,English,green
0,equal/far,English,yellowish
0,closer/close,English,drabest color
0,closer/close,English,brightest green
0,further/split,English,purple
0,further/split,English,lighter of the greens
0,equal/far,English,green
0,further/split,English,grey
0,closer/close,English,brightest green
0,closer/close,English,most yellow
0,closer/close,English,pink
0,further/split,English,drabest blue
1,further/split,English,mauve
0,closer/close,English,vibrant blue
0,closer/close,English,the blueish green
0,further/split,English,orange
0,closer/close,English,mustardy color
0,closer/close,English,brighter purple
0,closer/close,English,"darker orange, not the bright one or the browner one"
0,further/split,English,bright green
0,equal/far,English,grey
0,further/split,English,baby blue
0,equal/far,English,green
0,equal/far,English,grey or purple maybe?
0,further/split,English,yellow
0,equal/far,English,blue
0,equal/far,English,blue
0,further/split,English,light blue
1,equal/far,English,teal
0,closer/close,English,"purple, the brighter one"
0,further/split,English,"green, not the dark one"
0,equal/far,English,babby blue
0,equal/far,English,baby blue
0,further/split,English,grey
0,equal/far,English,green
0,closer/close,English,not the super bright one or the dimmer brownish one
0,equal/far,English,purple
0,further/split,English,brighter yellow
0,equal/far,English,red
0,closer/close,English,"earthier green, its darker"
1,further/split,English,teal
0,equal/far,English,green
0,closer/close,English,the greenish yellow?
0,equal/far,English,brownish green one
0,further/split,English,blue
0,further/split,English,not the grey one and not the brighter one
0,closer/close,English,the softer blue
0,closer/close,English,army green
0,further/split,English,yellowish brown
0,equal/far,English,orange
0,closer/close,English,bright green
0,closer/close,English,blue
0,further/split,English,"baby blue, but the darker one"
0,further/split,English,the darker grey
0,closer/close,English,brownish one
0,closer/close,English,"not the bright purple, but the more plainer one?"
0,equal/far,English,blue
0,closer/close,English,pink
0,closer/close,English,purple
0,equal/far,English,green
0,further/split,English,army green
0,further/split,English,brown
0,closer/close,English,"blue, sorry"
0,closer/close,English,brighter blue one
0,further/split,English,royal blue
0,further/split,English,"more of a mustard color, not as orange"
0,equal/far,English,blue
1,equal/far,English,orange tan?
0,further/split,English,slighter lighter blue
0,further/split,English,more of a tannish green than the other one
0,equal/far,English,purple
0,further/split,English,"mint green, no blue"
0,equal/far,English,"muted purple, kind of a grayish purple"
0,equal/far,English,green
0,further/split,English,"not the bright green, the more olive one"
0,closer/close,English,the brightest green
0,further/split,English,lime green
0,further/split,English,is that the bright green?
1,closer/close,English,gold
0,equal/far,English,green
0,equal/far,English,grayish purple
0,equal/far,English,pink
0,further/split,English,closest to sky blue
1,closer/close,English,the brighter of the two golds
0,equal/far,English,purple
0,further/split,English,bluish gray
0,closer/close,English,not the pinkish or bluish purple. the closest to true purple
0,equal/far,English,green
0,equal/far,English,light blue
0,closer/close,English,has a yellowish tone
0,closer/close,English,royal blue
0,closer/close,English,purple
0,closer/close,English,blue
0,further/split,English,more of a pinkish gray - not the olive gray
0,further/split,English,"the less bright of the two oranges - darker, but less bright"
0,equal/far,English,gray
0,further/split,English,"mint green, not the grayish green"
0,further/split,English,more pink than purple
0,further/split,English,goldish green
0,closer/close,English,"not the light, bright green one. the darker, more muted one"
0,closer/close,English,not the neon green. the more muted one
1,equal/far,English,magenta
1,further/split,English,"the darker, deeper of the two magentas"
0,closer/close,English,the lightest of the purples
1,closer/close,English,not the rose
0,equal/far,English,red
0,equal/far,English,yellow
0,further/split,English,"the brighter purple one, not the muted one"
0,closer/close,English,"grayish blue, not the purple or bright blue"
0,further/split,English,the darker of the two oranges
0,equal/far,English,brick red
0,equal/far,English,blue one
0,closer/close,English,barney purple
0,further/split,English,caca brown?
0,further/split,English,yellow
0,further/split,English,"yellow mustard caca, or lite caca yellow"
0,further/split,English,green B
0,further/split,English,not yellow
0,further/split,English,the less greenish one
0,equal/far,English,orange
0,equal/far,English,green
0,equal/far,English,green apple
1,closer/close,English,aqua?
0,closer/close,English,the closest to gray
0,closer/close,English,D Blue or L blue
0,equal/far,English,everything is blue to me
0,equal/far,English,yellow
0,further/split,English,everything is blue. someone is been playing too many ames
0,further/split,English,blue
0,closer/close,English,gray
0,equal/far,English,salmon?
0,closer/close,English,watermelon green
0,closer/close,English,lime green?
0,further/split,English,caca brown?
0,further/split,English,truest green
1,further/split,English,aqua?
0,further/split,English,id say the gray with least blue
0,further/split,English,L Grey?
0,equal/far,English,orange with most orange in int
0,closer/close,English,air heads purple?
0,closer/close,English,dullest color
0,closer/close,English,closest to gray
0,closer/close,English,barney purple?
1,further/split,English,teal?
0,further/split,English,brightest blue
0,further/split,English,army green
0,equal/far,English,caca green
0,further/split,English,"brown orange, or regular orange"
0,equal/far,English,purple
0,further/split,English,dull green
0,closer/close,English,lite green
0,closer/close,English,not the lite green
0,closer/close,English,not the armyish green
0,further/split,English,brighter green
0,equal/far,English,orange
0,equal/far,English,yellow orange
0,closer/close,English,royal blue
0,closer/close,English,water mario brothers blue
0,closer/close,English,truer purple
1,equal/far,English,cyan
0,closer/close,English,gray
0,closer/close,English,pinkish
0,further/split,English,redderish pink
0,further/split,English,brightest green
0,equal/far,English,green
0,further/split,English,green grass
0,closer/close,English,duller pink
0,closer/close,English,not purple
1,equal/far,English,teal
0,equal/far,English,purple
0,equal/far,English,orange sorry
0,closer/close,English,duller green
0,closer/close,English,not yellow
0,closer/close,English,yellow
0,closer/close,English,brownish yellow
0,closer/close,English,or brown brown
0,equal/far,English,royal blue
0,closer/close,English,most purple
0,closer/close,English,light orange
0,equal/far,English,Bluest
0,equal/far,English,purplest
0,further/split,English,darker blue
0,further/split,English,grayest..not greenish
0,equal/far,English,bluish gray
0,further/split,English,more gray than neutral
0,closer/close,English,not the grayish color and not the yellowist
0,closer/close,English,"I have yellow green, a pea soup, and old ping pong table"
0,closer/close,English,bluest of the 3
0,closer/close,English,"nothing to apologize for, we all see color differently"
0,equal/far,English,olive green
0,equal/far,English,green
0,closer/close,English,bluest
0,equal/far,English,not blue or reddish
0,equal/far,English,more gray
0,further/split,English,pink
0,further/split,English,not reddish
0,closer/close,English,not bright pink but the one with more blue
1,closer/close,English,teal
0,equal/far,English,green
0,equal/far,English,blue
0,equal/far,English,pink
0,further/split,English,gray...no blue tint
0,further/split,English,are you using a red tint program like f.lux?
0,further/split,English,more angry shy than blue sky
0,further/split,English,not purplish
1,further/split,English,umm more aqua than blue?
0,further/split,English,"plus, it'll be easier to see grays and blues and purples"
0,further/split,English,red tint program
0,further/split,English,greensih blue
0,closer/close,English,bluest
0,closer/close,English,"Least purple, more terracotta-ish"
0,closer/close,English,"same, most brownish I guess"
0,closer/close,English,almost pink tint
0,equal/far,English,grayest
0,further/split,English,the pinks are difficult
0,further/split,English,Not bright green and not pea green more the gray green
0,further/split,English,bluest
0,further/split,English,gray
0,further/split,English,"dude.  I'm not seeing blue, lol"
0,further/split,English,more purple
0,further/split,English,not bluish not pink
0,further/split,English,obnoxious purple?
0,further/split,English,"sage green, not the bright one"
0,further/split,English,not yellow
0,further/split,English,I guess more purplish tint
0,closer/close,English,Bluer
0,closer/close,English,less gray than the other 2
0,equal/far,English,gray
0,further/split,English,Not pinkish purple but the loud one
0,equal/far,English,green
0,closer/close,English,"pencil eraser, purple, and cornflower"
0,closer/close,English,not pink but bluer purple
0,closer/close,English,most grayish blue
0,closer/close,English,"mom's jeans blue, or dark blue?"
0,closer/close,English,Umm not blue
0,further/split,English,Not green
0,further/split,English,not green.  !  only one is green!
0,further/split,English,more terra cotta gray
0,further/split,English,Not purple least yellowy
1,further/split,English,tan
1,further/split,English,not Trump tan
0,further/split,English,"not quite sand brown, but more like a tanned retreiver"
0,further/split,English,but less yellow
0,equal/far,English,no the sand brown
0,equal/far,English,green!
0,equal/far,English,purple
0,equal/far,English,blue
0,equal/far,English,go on green
1,closer/close,English,mauve?  lol
0,closer/close,English,"here's what I see.  stomach entrails, hot pink leggings, and watermelon sherbet"
0,further/split,English,dark green
0,closer/close,English,the green one
0,closer/close,English,middle green
0,closer/close,English,"not darkest, not brightest"
0,closer/close,English,neon green
0,further/split,English,neon green
0,equal/far,English,purple
0,equal/far,English,blue
0,closer/close,English,hot pink
0,closer/close,English,brightest blue
0,further/split,English,neon green
0,further/split,English,brighter pink
0,equal/far,English,bright blue
0,closer/close,English,hot pink
0,equal/far,English,blue
0,equal/far,English,pink
0,further/split,English,not orange
0,further/split,English,the less green one
0,equal/far,English,yellow
0,closer/close,English,pink but not hot pink
0,closer/close,English,grey
0,closer/close,English,greenish grey
0,closer/close,English,purple
0,closer/close,English,darker shade of purple
0,further/split,English,purple
0,equal/far,English,greenish grey
0,further/split,English,blue
0,further/split,English,green
0,equal/far,English,grey
0,further/split,English,bright pink
0,further/split,English,hot pink
0,further/split,English,blue
0,equal/far,English,purple
0,closer/close,English,"not green, not yellow"
0,closer/close,English,brightest blue
0,equal/far,English,grey
0,further/split,English,"not purple, not green"
0,equal/far,English,blue
0,equal/far,English,"not blue, not red"
0,closer/close,English,grey
0,closer/close,English,"not green, not goldish"
0,further/split,English,hot pink
0,equal/far,English,blue
0,further/split,English,purple
0,equal/far,English,grey
0,closer/close,English,darkest shade
0,closer/close,English,not most brown one
0,closer/close,English,it is the most brown one
0,equal/far,English,grey
0,equal/far,English,green
0,further/split,English,darkest one
0,further/split,English,pink
0,further/split,English,darker green
0,equal/far,English,pink
0,equal/far,English,blue
0,closer/close,English,orange
0,further/split,English,blue
0,equal/far,English,blue
0,equal/far,English,brown
0,further/split,English,darker blue
0,equal/far,English,blue
0,closer/close,English,the blueish one
0,closer/close,English,pale green
0,equal/far,English,grey
0,further/split,English,purple
0,further/split,English,dull blue
0,further/split,English,brown (not the one with a pinkish hue)
0,closer/close,English,the most pink one
0,closer/close,English,kinda a salmon color
0,closer/close,English,purple
0,further/split,English,blue
0,further/split,English,light or dark? mine more purple
0,further/split,English,blueish purple perhaps is better
0,equal/far,English,green
0,equal/far,English,green
0,further/split,English,purple
0,further/split,English,grey
0,further/split,English,dullest greenish color
0,further/split,English,not the bright blue
0,equal/far,English,orange
0,further/split,English,dullest green
0,equal/far,English,pink
0,equal/far,English,grey
0,equal/far,English,blue
0,equal/far,English,pinkish
0,closer/close,English,bright pink
0,closer/close,English,dull purple
0,further/split,English,bright purple
0,closer/close,English,brownish
0,closer/close,English,dull purple
0,further/split,English,brownish grey
0,equal/far,English,orange
0,closer/close,English,the one that is pinkest
0,further/split,English,not the yellowish one.  dullest of the other two
0,equal/far,English,blue
0,further/split,English,purple
0,further/split,English,brighter purple
0,further/split,English,dark purple?
0,further/split,English,brighter purple
1,equal/far,English,cyan
0,further/split,English,darker gray
0,equal/far,English,blue
0,equal/far,English,brown
0,equal/far,English,salmon caca?
0,equal/far,English,salmon
0,equal/far,English,or brown regular caca?
0,equal/far,English,brown
0,closer/close,English,truer blue
0,further/split,English,purple
0,further/split,English,pink
0,closer/close,English,blue
0,closer/close,English,brightest color
0,closer/close,English,blood red
0,closer/close,English,salmon red
0,closer/close,English,pink red
0,further/split,English,yellow
0,closer/close,English,greenest green
0,closer/close,English,"lite green,"
0,closer/close,English,i want to say pink
0,closer/close,English,red orange?
0,closer/close,English,not orange
0,closer/close,English,salmon pink?
0,further/split,English,greenest one
1,equal/far,English,maroon?
0,equal/far,English,brown
0,closer/close,English,bluest less purple
0,equal/far,English,green
0,further/split,English,salmon
0,further/split,English,not gray
0,closer/close,English,gray
0,equal/far,English,green
0,closer/close,English,red
0,further/split,English,blue
0,further/split,English,not army not red
0,further/split,English,neon pink
0,further/split,English,not pink
0,further/split,English,brown grey?
0,further/split,English,grey grey
1,equal/far,English,magenta
0,equal/far,English,brown
0,further/split,English,gray
0,equal/far,English,purple
0,equal/far,English,green
0,further/split,English,i guess my caca is different color
0,further/split,English,blue
0,closer/close,English,their are shades of caca color
0,closer/close,English,from yellow to brown
0,equal/far,English,orange
0,closer/close,English,watermelon green
0,closer/close,English,blue
0,closer/close,English,so are you feeling the blue
0,closer/close,English,or neon pink?
0,closer/close,English,im feelin blue
0,closer/close,English,"wait, you're seriously feeling blue?"
0,closer/close,English,but the answer is blue
0,closer/close,English,lite green
0,closer/close,English,camo green
0,further/split,English,the lightest blue
0,further/split,English,the darkest purple
0,further/split,English,blue
0,further/split,English,the brownest gray
0,further/split,English,tge dark purple
0,further/split,English,neon purple
0,closer/close,English,"not the greenish, not the sandy brown"
0,equal/far,English,grey
0,closer/close,English,not neon..instead the brownish of the other 2
0,equal/far,English,green
0,equal/far,English,green
0,equal/far,English,purple
0,further/split,English,darker neom green
0,further/split,English,yellowish neon
0,equal/far,English,light blue
0,equal/far,English,purple
0,equal/far,English,blue
0,further/split,English,darker green
0,closer/close,English,orange
0,further/split,English,green
0,closer/close,English,"not purple, the lighter blue"
0,further/split,English,purple
0,equal/far,English,blue
0,equal/far,English,not blue not yellow
0,closer/close,English,neon purple
0,closer/close,English,neon purple
0,equal/far,English,red
0,equal/far,English,brown
0,further/split,English,blue
0,closer/close,English,blue
0,equal/far,English,brown
0,equal/far,English,blue
0,closer/close,English,darkest again
0,closer/close,English,darker brown
0,closer/close,English,darker...no greenish tint
0,closer/close,English,"darof the two that are most similar, this brown looks the glossiest"
0,closer/close,English,no gray
0,closer/close,English,"tough one,,, middle in darkness"
0,further/split,English,"sandy color, not gray"
0,further/split,English,grey
0,closer/close,English,most yellow
0,further/split,English,blue
0,equal/far,English,green
0,further/split,English,bright blue
0,equal/far,English,green
0,further/split,English,darker yellow
0,equal/far,English,green
1,further/split,English,violet
0,further/split,English,is that the brighter or duller purple?
0,closer/close,English,"not blue, not purple"
0,further/split,English,hot pink
0,equal/far,English,grey
0,equal/far,English,blue
0,further/split,English,not hot pink but the other red one
0,equal/far,English,dull green
0,further/split,English,not green or blue
0,further/split,English,grey
0,equal/far,English,bright blue/ lighter shade
0,closer/close,English,dark blue
0,closer/close,English,not orange
0,closer/close,English,not brown
0,closer/close,English,bright green
0,further/split,English,darker shade of blue
0,further/split,English,not brown not blue
0,equal/far,English,blue
0,equal/far,English,purple
0,equal/far,English,pink
0,equal/far,English,green
0,closer/close,English,neon green
0,equal/far,English,not green
0,equal/far,English,the brightest blue/ lightest shade
1,equal/far,English,aquamarine?
0,closer/close,English,dark green
0,equal/far,English,green
0,closer/close,English,"not pink, not purple"
0,closer/close,English,not blue
0,closer/close,English,not the greenish one
0,closer/close,English,not orange
0,closer/close,English,not pink
0,equal/far,English,grey
0,further/split,English,neon green
0,further/split,English,not blue not pink
0,further/split,English,neon green
0,closer/close,English,yellow
0,equal/far,English,yellow
0,closer/close,English,darkest pink
0,closer/close,English,hot pink
0,closer/close,English,neon green
0,closer/close,English,purple
0,further/split,English,hot pink
0,further/split,English,blue
0,further/split,English,brown
0,equal/far,English,grey
0,equal/far,English,pink
0,closer/close,English,dark grey
0,further/split,English,neon green
0,equal/far,English,green
0,further/split,English,green but not the neon one
0,equal/far,English,blue
0,closer/close,English,Its the brightest blue
0,further/split,English,dullest pink
0,closer/close,English,ok so its not the one that looks like it has some green
0,closer/close,English,pinkish
0,equal/far,English,grey
0,equal/far,English,green
0,equal/far,English,yellow
0,closer/close,English,brightest purplest purple. lol
0,closer/close,English,the lighter purple that does not look pink.
0,further/split,English,bright pink
0,equal/far,English,grey
0,equal/far,English,grey
0,further/split,English,"purple, no pink to it."
0,equal/far,English,red
1,closer/close,English,its the grey that has no purple and no tan.
0,further/split,English,hot pink that looks more red than purple.
0,equal/far,English,blue
0,further/split,English,dull purple
0,closer/close,English,bright green but not yellow green.
0,further/split,English,brightest purple
0,equal/far,English,purple
0,equal/far,English,bright purple
0,closer/close,English,its darker
0,closer/close,English,but not green
0,further/split,English,blue
0,equal/far,English,orange
0,equal/far,English,pink
0,equal/far,English,pink
0,closer/close,English,bright neon green
0,further/split,English,orange red
0,equal/far,English,pinkish purple
1,equal/far,English,turquoise
0,further/split,English,"dark purple, brightest purple"
0,further/split,English,"both look blue, one slightly darker"
0,further/split,English,"I guess its the darker one, looks a little more purple"
0,further/split,English,darker blue
0,closer/close,English,its the lighter of the two similar greens
0,closer/close,English,blue blue.
0,equal/far,English,yellow
0,closer/close,English,"grey, no blue or purple to it."
0,further/split,English,dull greyish purple
0,closer/close,English,its the more yellowish of the two bright greens.
0,further/split,English,ok this one is purple.
0,further/split,English,not pink at all
0,closer/close,English,kind of a seafoam color. the bluest of the greens.
0,equal/far,English,pink
0,closer/close,English,purple. not grey or pink
0,further/split,English,the purple that isn't grey or blue lol
0,further/split,English,the lightest grey
0,further/split,English,greenish one?
0,further/split,English,no it has no green and no purple
0,equal/far,English,blue green
0,further/split,English,this one is the darkest brightest purple.
0,further/split,English,duller yellow
0,equal/far,English,blue
0,equal/far,English,light or darker?
0,equal/far,English,"darker, most bluest"
1,further/split,English,"salmon, pinker tan"
0,equal/far,English,duller blue
0,equal/far,English,yellow
0,further/split,English,not the bright pink
0,equal/far,English,pinkish
0,closer/close,English,slightly paler of the two blueish
0,equal/far,English,red
0,equal/far,English,blue
0,further/split,English,"brighter, yellow green"
0,equal/far,English,pink
0,equal/far,English,pinkish
1,equal/far,English,tan
0,further/split,English,bright pink
0,closer/close,English,most yellowish green
0,further/split,English,purple
0,further/split,English,Hmm less blue?
0,further/split,English,"not the pinkish, more blue?"
1,further/split,English,tan
0,closer/close,English,most purple
0,equal/far,English,pink
0,equal/far,English,salmon
0,further/split,English,bright pink
0,further/split,English,grey
0,closer/close,English,pink
0,closer/close,English,greyer blue
0,closer/close,English,greyish green
0,closer/close,English,lighter pink
0,closer/close,English,mint green not bright
0,closer/close,English,not yellowish
0,further/split,English,pink
0,closer/close,English,"light, duller green"
0,closer/close,English,Hmm middle tone between the 3?
