,Length,Language,roundid
30187,1,English,6559-2.21
30188,1,English,6559-2.20
30189,1,English,6559-2.23
30190,1,English,6559-2.22
30191,1,English,6559-2.25
30192,1,English,6559-2.24
30193,1,English,6559-2.27
30194,1,English,6559-2.26
30195,1,English,6559-2.29
30196,1,English,6559-2.28
30197,1,English,3285-0.3
30198,1,English,7018-f.46
30199,1,English,7018-f.47
30200,1,English,7018-f.44
30201,1,English,7018-f.45
30202,1,English,4117-0.8
30203,1,English,4117-0.9
30204,1,English,7018-f.40
30205,1,English,7018-f.41
30206,1,English,4117-0.4
30207,1,English,4117-0.5
30208,1,English,4117-0.6
30209,1,English,4117-0.7
30210,1,English,4117-0.1
30211,1,English,4117-0.2
30212,1,English,4117-0.3
30213,1,English,3358-0.38
30214,1,English,7328-c.23
30215,1,English,2927-4.32
30216,1,English,3358-0.30
30217,1,English,3358-0.31
30218,1,English,3358-0.32
30219,1,English,3358-0.33
30220,1,English,3358-0.34
30221,1,English,3358-0.35
30222,1,English,3358-0.36
30223,1,English,3358-0.37
30224,1,English,7328-c.22
30225,1,English,1928-6.31
30226,3,English,1928-6.30
30227,1,English,1928-6.33
30228,1,English,1928-6.32
30229,1,English,1928-6.35
30230,1,English,1928-6.34
30231,1,English,1928-6.37
30232,1,English,1928-6.36
30233,1,English,1928-6.39
30234,2,English,1928-6.38
30235,1,English,4024-b.2
30236,2,English,2068-1.50
30237,1,English,1847-c.37
30238,3,English,6116-3.8
30239,1,English,6116-3.9
30240,1,English,6116-3.4
30241,1,English,6116-3.5
30242,1,English,6116-3.6
30243,1,English,6116-3.7
30244,2,English,9629-5.50
30245,1,English,6116-3.1
30246,2,English,6116-3.2
30247,1,English,6116-3.3
30248,1,English,1211-6.16
30249,1,English,3285-0.7
30250,1,English,2927-4.37
30251,1,English,0084-6.8
30252,1,English,5239-4.36
30253,1,English,3285-0.6
30254,1,English,3285-0.50
30255,2,English,8089-4.25
30256,3,English,3682-7.26
30257,1,English,2722-7.22
30258,1,English,2722-7.23
30259,1,English,2722-7.20
30260,1,English,2722-7.21
30261,1,English,2722-7.26
30262,1,English,2722-7.27
30263,1,English,2722-7.24
30264,1,English,2722-7.25
30265,1,English,6819-e.8
30266,1,English,2722-7.28
30267,1,English,2722-7.29
30268,1,English,6819-e.9
30269,1,English,2375-f.29
30270,1,English,2375-f.28
30271,1,English,4950-2.39
30272,1,English,2375-f.21
30273,1,English,2375-f.20
30274,2,English,2375-f.23
30275,2,English,2375-f.22
30276,1,English,2375-f.25
30277,2,English,2375-f.24
30278,1,English,2375-f.27
30279,1,English,3424-d.17
30280,1,English,9923-6.49
30281,1,English,9923-6.48
30282,1,English,6819-e.5
30283,1,English,9923-6.41
30284,1,English,9923-6.40
30285,1,English,9923-6.43
30286,1,English,9923-6.42
30287,1,English,9923-6.45
30288,1,English,9923-6.44
30289,1,English,9923-6.47
30290,1,English,9923-6.46
30291,1,English,6819-e.7
30292,7,English,3682-7.24
30293,1,English,6819-e.1
30294,1,English,7099-3.9
30295,1,English,7099-3.8
30296,1,English,4950-2.31
30297,1,English,7099-3.1
30298,1,English,7099-3.3
30299,1,English,7099-3.2
30300,3,English,7099-3.5
30301,1,English,7099-3.4
30302,1,English,7099-3.7
30303,1,English,7099-3.6
30304,1,English,3963-6.14
30305,1,English,9629-5.8
30306,1,English,9629-5.9
30307,1,English,9629-5.2
30308,1,English,9629-5.3
30309,1,English,9629-5.1
30310,1,English,9629-5.6
30311,1,English,9629-5.7
30312,1,English,9629-5.4
30313,1,English,9629-5.5
30314,1,English,0699-d.50
30315,1,English,5830-5.46
30316,1,English,3963-6.15
30317,1,English,7193-5.4
30318,1,English,7193-5.5
30319,1,English,7193-5.6
30320,1,English,7193-5.7
30321,1,English,7193-5.1
30322,1,English,7193-5.2
30323,1,English,7193-5.3
30324,1,English,7193-5.8
30325,4,English,7193-5.9
30326,1,English,3963-6.16
30327,1,English,0424-8.3
30328,1,English,0424-8.2
30329,1,English,0424-8.1
30330,3,English,0424-8.7
30331,1,English,0424-8.6
30332,1,English,0424-8.5
30333,1,English,0424-8.4
30334,1,English,0424-8.9
30335,1,English,0424-8.8
30336,1,English,3641-1.29
30337,1,English,3641-1.28
30338,1,English,3641-1.21
30339,1,English,3641-1.20
30340,1,English,3641-1.23
30341,1,English,3641-1.22
30342,1,English,3641-1.25
30343,1,English,3641-1.24
30344,1,English,3641-1.27
30345,1,English,3641-1.26
30346,2,English,3682-7.20
30347,1,English,1169-b.50
30348,1,English,5759-a.49
30349,1,English,5759-a.48
30350,1,English,5759-a.47
30351,1,English,5759-a.45
30352,1,English,5759-a.43
30353,1,English,5759-a.42
30354,1,English,5759-a.41
30355,1,English,5759-a.40
30356,1,English,8757-5.39
30357,3,English,6649-c.40
30358,1,English,9013-6.32
30359,1,English,9013-6.33
30360,1,English,9013-6.34
30361,1,English,9013-6.35
30362,1,English,9013-6.36
30363,2,English,8994-5.37
30364,1,English,8757-5.31
30365,1,English,8757-5.30
30366,1,English,8757-5.32
30367,2,English,8757-5.35
30368,1,English,8757-5.34
30369,1,English,8757-5.37
30370,2,English,8757-5.36
30371,1,English,3682-7.21
30372,2,English,8994-5.35
30373,1,English,0426-b.23
30374,2,English,8994-5.32
30375,1,English,8994-5.33
30376,1,English,8574-6.48
30377,1,English,6649-c.46
30378,2,English,8574-6.44
30379,1,English,8574-6.45
30380,1,English,8574-6.46
30381,1,English,8994-5.31
30382,1,English,8574-6.40
30383,1,English,8574-6.41
30384,1,English,8574-6.42
30385,1,English,8574-6.43
30386,1,English,3044-f.8
30387,1,English,3044-f.9
30388,1,English,3044-f.6
30389,1,English,3044-f.7
30390,1,English,3044-f.4
30391,1,English,3044-f.5
30392,1,English,3044-f.2
30393,1,English,3044-f.3
30394,1,English,3044-f.1
30395,1,English,3924-e.18
30396,1,English,3924-e.19
30397,1,English,3262-2.50
30398,1,English,0398-f.50
30399,1,English,3924-e.14
30400,2,English,7967-f.29
30401,1,English,3924-e.16
30402,1,English,3924-e.17
30403,1,English,3924-e.10
30404,1,English,3924-e.11
30405,1,English,3924-e.12
30406,1,English,7967-f.28
30407,1,English,6547-745.1
30408,1,English,6547-745.3
30409,1,English,6547-745.2
30410,1,English,6547-745.5
30411,1,English,4340-c.50
30412,1,English,6547-745.7
30413,1,English,6547-745.6
30414,1,English,6547-745.9
30415,1,English,6547-745.8
30416,3,English,8855-6.50
30417,1,English,7967-f.25
30418,1,English,7967-f.24
30419,1,English,3613-f.8
30420,1,English,0811-5.47
30421,1,English,0811-5.46
30422,1,English,0811-5.45
30423,1,English,0811-5.44
30424,1,English,0811-5.43
30425,1,English,0811-5.42
30426,1,English,0811-5.41
30427,1,English,0811-5.40
30428,1,English,7286-3.35
30429,1,English,7286-3.34
30430,1,English,7286-3.37
30431,1,English,7286-3.36
30432,1,English,7286-3.31
30433,1,English,7286-3.30
30434,1,English,0811-5.49
30435,1,English,0811-5.48
30436,1,English,3613-f.9
30437,1,English,0237-1.23
30438,1,English,0237-1.22
30439,1,English,0237-1.21
30440,1,English,0237-1.20
30441,1,English,0237-1.27
30442,2,English,0237-1.26
30443,1,English,3441-c.38
30444,1,English,3441-c.39
30445,1,English,3441-c.36
30446,1,English,3441-c.37
30447,1,English,3441-c.34
30448,1,English,3441-c.35
30449,1,English,3441-c.32
30450,1,English,3441-c.33
30451,1,English,3441-c.30
30452,1,English,3441-c.31
30453,1,English,2955-4.50
30454,1,English,8358-9.30
30455,1,English,8358-9.31
30456,1,English,8358-9.32
30457,1,English,8358-9.33
30458,1,English,8358-9.34
30459,1,English,8358-9.35
30460,1,English,8358-9.36
30461,1,English,8358-9.37
30462,1,English,8358-9.38
30463,2,English,8358-9.39
30464,2,English,0780-8.3
30465,1,English,6833-3.32
30466,1,English,6833-3.33
30467,1,English,6833-3.30
30468,1,English,6833-3.31
30469,1,English,6833-3.36
30470,1,English,6833-3.37
30471,1,English,6833-3.34
30472,1,English,6833-3.35
30473,1,English,6833-3.38
30474,1,English,6833-3.39
30475,1,English,4941-4.15
30476,1,English,4941-4.14
30477,1,English,4941-4.17
30478,1,English,4941-4.16
30479,1,English,4941-4.11
30480,1,English,4941-4.10
30481,1,English,4941-4.13
30482,1,English,4941-4.12
30483,4,English,3477-f.19
30484,1,English,4941-4.19
30485,1,English,4941-4.18
30486,1,English,7396-e.17
30487,1,English,7396-e.16
30488,1,English,7396-e.15
30489,1,English,7396-e.14
30490,1,English,7396-e.13
30491,1,English,7396-e.12
30492,1,English,7396-e.11
30493,1,English,7396-e.10
30494,1,English,7396-e.19
30495,1,English,7396-e.18
30496,4,English,3671-d.25
30497,1,English,5574-2.26
30498,1,English,3671-d.27
30499,1,English,6639-9.19
30500,1,English,5574-2.23
30501,1,English,3671-d.20
30502,1,English,5574-2.21
30503,1,English,3671-d.22
30504,1,English,6639-9.12
30505,1,English,6639-9.13
30506,1,English,6639-9.10
30507,4,English,6639-9.11
30508,1,English,6639-9.16
30509,1,English,6639-9.17
30510,1,English,5574-2.29
30511,1,English,5574-2.28
30512,1,English,2427-6.12
30513,1,English,8814-1.8
30514,1,English,5509-c.11
30515,1,English,5509-c.13
30516,1,English,5509-c.15
30517,1,English,5509-c.14
30518,1,English,2265-d.32
30519,1,English,2265-d.33
30520,1,English,2265-d.30
30521,1,English,2265-d.31
30522,1,English,2265-d.36
30523,1,English,2265-d.37
30524,1,English,2265-d.34
30525,1,English,2265-d.35
30526,1,English,2265-d.38
30527,1,English,2265-d.39
30528,1,English,5509-c.19
30529,1,English,4862-e.50
30530,1,English,5509-c.18
30531,1,English,0133-f.30
30532,1,English,0133-f.31
30533,1,English,0133-f.32
30534,1,English,0133-f.33
30535,2,English,0133-f.34
30536,1,English,0133-f.35
30537,4,English,0133-f.36
30538,2,English,7480-8.44
30539,1,English,0133-f.38
30540,1,English,0133-f.39
30541,2,English,5509-c.50
30542,1,English,6706-9.17
30543,1,English,6706-9.16
30544,1,English,6706-9.15
30545,1,English,6706-9.14
30546,1,English,9272-8.31
30547,1,English,8858-2.18
30548,3,English,8858-2.19
30549,2,English,1033-6.42
30550,1,English,8858-2.12
30551,1,English,8858-2.13
30552,1,English,8858-2.10
30553,1,English,8858-2.11
30554,1,English,8858-2.16
30555,1,English,1033-6.41
30556,1,English,8858-2.14
30557,1,English,8858-2.15
30558,2,English,1033-6.40
30559,1,English,1033-6.47
30560,1,English,1033-6.46
30561,1,English,1033-6.45
30562,1,English,2386-b.18
30563,1,English,2386-b.19
30564,1,English,2386-b.16
30565,1,English,2386-b.17
30566,1,English,2386-b.14
30567,1,English,1033-6.44
30568,1,English,2386-b.12
30569,1,English,2386-b.13
30570,1,English,2386-b.10
30571,1,English,2386-b.11
30572,1,English,5830-5.45
30573,1,English,9946-1.16
30574,1,English,9946-1.17
30575,1,English,9946-1.14
30576,1,English,9946-1.15
30577,1,English,9946-1.12
30578,1,English,9946-1.13
30579,1,English,9946-1.10
30580,1,English,9946-1.11
30581,1,English,9946-1.18
30582,1,English,9946-1.19
30583,1,English,6888-9.50
30584,1,English,7758-a.5
30585,1,English,7758-a.4
30586,2,English,7758-a.7
30587,1,English,7758-a.6
30588,1,English,7758-a.1
30589,1,English,7758-a.3
30590,1,English,7758-a.2
30591,1,English,8636-b.50
30592,1,English,7758-a.9
30593,1,English,7758-a.8
30594,1,English,7710-a.46
30595,1,English,7710-a.47
30596,1,English,7710-a.44
30597,1,English,7710-a.45
30598,1,English,7710-a.42
30599,1,English,7710-a.43
30600,3,English,7710-a.40
30601,1,English,7710-a.41
30602,1,English,7710-a.48
30603,1,English,7710-a.49
30604,1,English,5335-b.39
30605,1,English,5335-b.38
30606,1,English,1812-8.50
30607,1,English,2362-3.9
30608,1,English,2362-3.8
30609,2,English,2362-3.7
30610,3,English,2362-3.6
30611,3,English,2362-3.5
30612,3,English,2362-3.4
30613,4,English,2362-3.3
30614,4,English,2362-3.2
30615,5,English,2362-3.1
30616,1,English,8984-7.40
30617,1,English,8984-7.41
30618,1,English,8984-7.42
30619,1,English,8984-7.43
30620,3,English,2730-a.8
30621,1,English,2730-a.9
30622,1,English,8984-7.46
30623,1,English,8984-7.47
30624,1,English,2730-a.4
30625,1,English,2730-a.5
30626,1,English,2730-a.6
30627,4,English,2730-a.7
30628,1,English,2730-a.1
30629,1,English,2730-a.2
30630,1,English,2730-a.3
30631,1,English,5335-b.36
30632,1,English,4139-d.50
30633,1,English,5054-1.18
30634,1,English,5054-1.19
30635,1,English,5054-1.12
30636,1,English,5054-1.13
30637,1,English,5054-1.10
30638,1,English,5054-1.11
30639,1,English,5054-1.16
30640,1,English,5054-1.17
30641,1,English,5054-1.14
30642,1,English,5054-1.15
30643,1,English,7254-e.49
30644,1,English,7254-e.48
30645,1,English,7254-e.41
30646,1,English,7254-e.40
30647,1,English,7254-e.43
30648,1,English,7254-e.42
30649,1,English,7254-e.45
30650,1,English,7254-e.44
30651,1,English,7254-e.47
30652,1,English,7254-e.46
30653,1,English,0133-f.8
30654,1,English,0133-f.9
30655,3,English,8642-0.1
30656,3,English,0133-f.1
30657,2,English,0133-f.2
30658,1,English,0133-f.3
30659,1,English,0133-f.4
30660,1,English,0133-f.5
30661,1,English,0133-f.6
30662,1,English,1400-6.44
30663,6,English,7311-f.50
30664,1,English,9910-f.50
30665,1,English,2427-6.16
30666,1,English,9689-6.9
30667,1,English,9689-6.8
30668,1,English,9689-6.3
30669,1,English,9689-6.2
30670,1,English,9689-6.1
30671,1,English,9689-6.7
30672,1,English,9689-6.6
30673,1,English,9689-6.5
30674,1,English,9689-6.4
30675,1,English,3945-0.38
30676,1,English,3945-0.39
30677,1,English,2427-6.49
30678,1,English,2427-6.48
30679,4,English,2427-6.45
30680,1,English,2427-6.44
30681,1,English,2427-6.47
30682,2,English,2427-6.46
30683,1,English,2427-6.41
30684,1,English,2427-6.40
30685,1,English,2427-6.43
30686,1,English,2427-6.42
30687,1,English,9260-e.22
30688,1,English,9260-e.23
30689,1,English,9260-e.20
30690,1,English,9260-e.21
30691,1,English,9260-e.26
30692,1,English,9260-e.27
30693,1,English,9260-e.24
30694,1,English,9260-e.25
30695,2,English,9260-e.28
30696,1,English,9260-e.29
30697,1,English,2386-b.8
30698,1,English,2386-b.9
30699,1,English,7830-6.17
30700,1,English,7830-6.16
30701,1,English,7830-6.15
30702,1,English,7830-6.14
30703,1,English,7830-6.13
30704,1,English,7830-6.12
30705,2,English,7830-6.11
30706,1,English,7830-6.10
30707,1,English,7830-6.19
30708,1,English,7830-6.18
30709,1,English,5239-4.15
30710,1,English,5395-f.39
30711,1,English,5395-f.38
30712,1,English,5395-f.37
30713,1,English,5395-f.36
30714,1,English,5395-f.35
30715,1,English,5395-f.34
30716,1,English,5395-f.33
30717,1,English,5395-f.32
30718,1,English,5395-f.31
30719,1,English,5395-f.30
30720,1,English,4117-0.38
30721,1,English,4117-0.39
30722,1,English,4117-0.34
30723,1,English,4117-0.35
30724,1,English,4117-0.36
30725,1,English,4117-0.37
30726,1,English,4117-0.30
30727,1,English,4117-0.31
30728,1,English,4117-0.32
30729,1,English,4117-0.33
30730,1,English,0215-2.48
30731,1,English,0215-2.49
30732,1,English,0215-2.44
30733,1,English,0215-2.45
30734,2,English,0215-2.46
30735,2,English,0215-2.47
30736,1,English,0215-2.40
30737,2,English,0215-2.41
30738,2,English,0215-2.42
30739,1,English,0215-2.43
30740,3,English,8016-c.31
30741,1,English,0373-5.50
30742,1,English,8016-c.30
30743,1,English,4166-4.38
30744,1,English,4166-4.39
30745,1,English,2227-c.46
30746,1,English,2227-c.47
30747,1,English,2227-c.40
30748,1,English,2227-c.41
30749,1,English,2227-c.42
30750,1,English,2227-c.43
30751,1,English,4166-4.30
30752,1,English,4166-4.31
30753,1,English,4166-4.32
30754,1,English,4166-4.33
30755,1,English,4166-4.34
30756,1,English,4166-4.35
30757,1,English,4166-4.36
30758,1,English,4166-4.37
30759,3,English,4650-1.5
30760,1,English,5899-f.21
30761,1,English,4650-1.7
30762,1,English,4650-1.6
30763,1,English,4650-1.1
30764,1,English,4650-1.3
30765,1,English,5899-f.20
30766,1,English,4650-1.9
30767,1,English,6568-5.50
30768,1,English,6407-f.47
30769,1,English,3618-3.29
30770,1,English,6407-f.45
30771,1,English,6407-f.44
30772,2,English,6407-f.43
30773,1,English,6407-f.42
30774,1,English,6407-f.41
30775,1,English,3618-3.28
30776,1,English,6407-f.49
30777,1,English,6407-f.48
30778,1,English,2377-b.12
30779,1,English,2377-b.13
30780,1,English,2377-b.10
30781,1,English,2377-b.11
30782,1,English,2377-b.16
30783,1,English,2377-b.17
30784,1,English,2377-b.14
30785,1,English,5759-a.9
30786,1,English,5759-a.6
30787,1,English,5759-a.4
30788,1,English,5759-a.5
30789,1,English,5759-a.2
30790,1,English,5759-a.1
30791,1,English,5801-8.3
30792,1,English,5801-8.2
30793,1,English,5801-8.1
30794,1,English,5801-8.7
30795,1,English,5801-8.6
30796,1,English,5801-8.5
30797,1,English,5801-8.4
30798,1,English,5801-8.9
30799,1,English,5801-8.8
30800,3,English,4108-c.9
30801,2,English,4099-d.50
30802,2,English,4108-c.8
30803,1,English,0662-1.49
30804,1,English,0662-1.48
30805,1,English,0662-1.45
30806,1,English,6513-c.39
30807,1,English,6513-c.38
30808,1,English,6513-c.33
30809,1,English,6513-c.32
30810,1,English,6513-c.31
30811,1,English,6513-c.30
30812,1,English,6513-c.37
30813,1,English,6513-c.36
30814,1,English,6513-c.35
30815,1,English,6513-c.34
30816,1,English,6171-1.8
30817,1,English,3676-4.15
30818,1,English,8452-c.49
30819,2,English,3466-2.18
30820,1,English,3466-2.19
30821,1,English,3466-2.14
30822,1,English,3466-2.15
30823,2,English,3466-2.16
30824,1,English,3466-2.17
30825,1,English,3466-2.10
30826,2,English,3466-2.11
30827,4,English,3466-2.12
30828,2,English,3466-2.13
30829,1,English,6547-745.42
30830,3,English,3676-4.14
30831,1,English,6995-a.50
30832,1,English,2921-f.3
30833,1,English,2921-f.2
30834,1,English,2921-f.1
30835,3,English,7286-3.4
30836,1,English,2921-f.7
30837,1,English,2921-f.6
30838,1,English,2921-f.5
30839,1,English,2921-f.4
30840,2,English,3676-4.17
30841,1,English,2921-f.8
30842,3,English,7286-3.9
30843,2,English,7286-3.8
30844,1,English,0147-d.50
30845,2,English,3676-4.16
30846,2,English,3838-0.11
30847,4,English,1124-1.18
30848,1,English,1124-1.19
30849,1,English,1124-1.16
30850,2,English,1124-1.17
30851,1,English,1124-1.14
30852,1,English,1124-1.15
30853,1,English,1124-1.12
30854,1,English,1124-1.13
30855,1,English,1124-1.10
30856,1,English,1124-1.11
30857,1,English,3838-0.12
30858,1,English,7736-e.46
30859,3,English,3676-4.11
30860,1,English,3838-0.15
30861,1,English,3838-0.14
30862,1,English,3838-0.17
30863,1,English,3838-0.16
30864,1,English,8446-8.39
30865,1,English,8446-8.38
30866,1,English,7736-e.47
30867,2,English,3676-4.10
30868,1,English,2629-5.19
30869,1,English,2629-5.18
30870,2,English,2629-5.17
30871,2,English,2629-5.16
30872,1,English,2629-5.15
30873,1,English,2629-5.14
30874,1,English,2629-5.13
30875,1,English,2629-5.12
30876,3,English,2629-5.11
30877,1,English,2629-5.10
30878,2,English,8659-4.9
30879,1,English,8659-4.8
30880,1,English,6547-745.43
30881,1,English,8659-4.1
30882,4,English,8659-4.3
30883,1,English,8659-4.2
30884,2,English,8659-4.5
30885,1,English,8659-4.4
30886,1,English,8659-4.7
30887,3,English,8659-4.6
30888,1,English,1020-a.50
30889,1,English,3676-4.13
30890,1,English,9165-1.11
30891,1,English,9165-1.13
30892,1,English,9165-1.12
30893,1,English,9165-1.15
30894,1,English,9165-1.14
30895,1,English,9165-1.17
30896,1,English,9165-1.16
30897,1,English,9165-1.19
30898,1,English,9165-1.18
30899,1,English,6330-8.50
30900,1,English,3676-4.12
30901,1,English,0448-f.34
30902,1,English,0448-f.37
30903,3,English,0448-f.36
30904,1,English,0448-f.31
30905,1,English,0448-f.30
30906,1,English,0448-f.33
30907,2,English,0448-f.32
30908,1,English,0448-f.39
30909,1,English,0448-f.38
30910,1,English,3661-6.41
30911,1,English,7736-e.42
30912,1,English,6171-1.48
30913,1,English,6171-1.49
30914,1,English,6171-1.44
30915,1,English,6171-1.45
30916,1,English,6171-1.46
30917,1,English,7254-e.19
30918,1,English,6171-1.40
30919,1,English,6171-1.41
30920,1,English,6171-1.42
30921,1,English,6171-1.43
30922,1,English,7736-e.43
30923,1,English,3661-6.47
30924,1,English,7941-7.25
30925,1,English,6171-1.6
30926,2,English,7040-8.50
30927,1,English,7417-5.28
30928,2,English,7417-5.29
30929,1,English,7417-5.20
30930,1,English,7417-5.21
30931,1,English,7417-5.22
30932,2,English,7417-5.23
30933,1,English,7417-5.24
30934,1,English,7417-5.25
30935,1,English,7417-5.26
30936,2,English,7417-5.27
30937,1,English,9839-4.22
30938,1,English,5697-a.19
30939,1,English,5697-a.18
30940,1,English,5697-a.15
30941,1,English,5697-a.14
30942,1,English,5697-a.17
30943,1,English,5697-a.16
30944,1,English,5697-a.11
30945,1,English,5697-a.10
30946,1,English,5697-a.13
30947,1,English,5697-a.12
30948,1,English,2755-a.41
30949,1,English,0219-7.14
30950,1,English,9320-9.14
30951,1,English,0219-7.16
30952,1,English,0219-7.17
30953,1,English,0219-7.10
30954,1,English,0219-7.11
30955,1,English,0219-7.12
30956,1,English,9320-9.15
30957,1,English,0219-7.18
30958,1,English,9320-9.16
30959,1,English,9320-9.17
30960,1,English,1477-8.23
30961,1,English,2755-a.47
30962,1,English,9320-9.11
30963,1,English,3333-2.40
30964,1,English,3333-2.41
30965,1,English,3333-2.42
30966,1,English,3333-2.43
30967,1,English,3333-2.44
30968,1,English,3333-2.45
30969,1,English,3333-2.46
30970,1,English,3333-2.47
30971,1,English,3333-2.48
30972,1,English,3333-2.49
30973,1,English,9320-9.13
30974,1,English,1642-d.32
30975,1,English,9266-e.47
30976,1,English,1642-d.30
30977,1,English,1642-d.31
30978,1,English,9320-9.18
30979,1,English,9266-e.43
30980,1,English,9266-e.40
30981,1,English,1642-d.35
30982,1,English,9536-4.45
30983,1,English,9536-4.44
30984,1,English,9536-4.47
30985,1,English,9536-4.46
30986,1,English,9536-4.41
30987,1,English,9536-4.40
30988,1,English,9536-4.43
30989,1,English,9536-4.42
30990,1,English,9536-4.49
30991,1,English,9536-4.48
30992,1,English,4478-9.37
30993,1,English,4478-9.36
30994,1,English,1869-e.50
30995,1,English,4478-9.34
30996,1,English,4478-9.33
30997,1,English,4478-9.32
30998,1,English,4478-9.31
30999,1,English,4478-9.30
31000,1,English,5456-5.34
31001,1,English,4478-9.39
31002,1,English,4478-9.38
31003,3,English,0426-b.19
31004,1,English,3014-a.50
31005,1,English,5754-b.50
31006,1,English,4958-b.48
31007,1,English,4958-b.49
31008,1,English,4958-b.46
31009,1,English,4958-b.47
31010,1,English,4958-b.44
31011,1,English,4958-b.45
31012,1,English,4958-b.42
31013,1,English,4958-b.43
31014,1,English,4958-b.40
31015,1,English,4958-b.41
31016,1,English,5568-1.38
31017,4,English,5568-1.39
31018,2,English,5568-1.34
31019,1,English,5568-1.35
31020,1,English,5568-1.36
31021,1,English,5568-1.37
31022,1,English,5568-1.30
31023,1,English,5568-1.31
31024,1,English,5568-1.32
31025,1,English,5568-1.33
31026,1,English,4962-7.19
31027,1,English,4962-7.18
31028,2,English,4962-7.17
31029,1,English,4962-7.16
31030,2,English,4962-7.15
31031,1,English,4962-7.14
31032,1,English,4962-7.13
31033,1,English,4962-7.12
31034,3,English,4962-7.11
31035,2,English,4962-7.10
31036,1,English,9666-b.36
31037,1,English,9666-b.37
31038,1,English,9666-b.34
31039,1,English,9666-b.35
31040,1,English,9666-b.32
31041,1,English,9666-b.33
31042,1,English,9666-b.30
31043,1,English,9666-b.31
31044,1,English,9666-b.38
31045,1,English,9666-b.39
31046,1,English,0002-7.16
31047,1,English,0002-7.17
31048,1,English,0002-7.14
31049,1,English,0002-7.15
31050,1,English,3734-3.28
31051,1,English,3734-3.29
31052,1,English,0002-7.10
31053,6,English,0002-7.11
31054,1,English,3734-3.24
31055,1,English,3734-3.25
31056,1,English,3734-3.26
31057,1,English,3734-3.27
31058,3,English,3734-3.21
31059,1,English,3734-3.22
31060,3,English,3734-3.23
31061,1,English,8767-6.50
31062,3,English,8047-0.29
31063,2,English,8047-0.28
31064,3,English,8047-0.25
31065,1,English,8047-0.24
31066,1,English,8047-0.27
31067,1,English,8047-0.21
31068,4,English,8047-0.20
31069,2,English,8047-0.23
31070,4,English,8047-0.22
31071,1,English,3866-e.9
31072,1,English,3866-e.8
31073,1,English,3866-e.1
31074,1,English,3866-e.3
31075,1,English,3866-e.2
31076,1,English,3866-e.5
31077,1,English,3866-e.4
31078,1,English,3866-e.7
31079,1,English,3866-e.6
31080,4,English,7607-b.33
31081,1,English,0813-a.4
31082,4,English,0813-a.5
31083,2,English,0813-a.6
31084,3,English,0813-a.7
31085,1,English,0813-a.1
31086,1,English,0813-a.2
31087,1,English,0813-a.3
31088,1,English,2269-9.47
31089,1,English,0813-a.8
31090,1,English,0813-a.9
31091,1,English,2269-9.48
31092,1,English,2269-9.49
31093,1,English,5830-5.43
31094,1,English,3466-0.22
31095,1,English,3466-0.21
31096,1,English,4216-9.9
31097,1,English,4216-9.8
31098,1,English,4216-9.7
31099,1,English,4216-9.6
31100,1,English,4216-9.5
31101,1,English,4216-9.4
31102,2,English,4216-9.3
31103,3,English,4216-9.2
31104,1,English,4216-9.1
31105,4,English,8320-3.18
31106,1,English,6010-a.24
31107,1,English,5587-3.48
31108,1,English,5587-3.49
31109,1,English,5587-3.44
31110,1,English,5587-3.45
31111,1,English,5587-3.46
31112,1,English,5587-3.47
31113,1,English,5587-3.40
31114,1,English,5587-3.41
31115,1,English,5587-3.42
31116,1,English,5587-3.43
31117,3,English,8320-3.13
31118,1,English,8320-3.12
31119,1,English,8320-3.11
31120,1,English,3613-f.4
31121,1,English,8320-3.10
31122,1,English,3613-f.5
31123,2,English,8320-3.17
31124,1,English,9850-2.16
31125,2,English,8320-3.15
31126,1,English,8320-3.14
31127,1,English,1593-2.39
31128,2,English,1593-2.38
31129,1,English,1593-2.33
31130,5,English,1593-2.32
31131,1,English,1593-2.31
31132,1,English,1593-2.30
31133,1,English,1593-2.37
31134,1,English,1593-2.36
31135,1,English,1593-2.35
31136,1,English,1593-2.34
31137,1,English,3454-a.21
31138,1,English,3454-a.20
31139,1,English,3454-a.23
31140,1,English,3454-a.22
31141,1,English,3454-a.25
31142,1,English,3454-a.24
31143,1,English,3454-a.27
31144,1,English,3454-a.26
31145,1,English,3454-a.29
31146,1,English,3454-a.28
31147,1,English,4024-b.1
31148,1,English,4475-6.28
31149,1,English,4475-6.29
31150,1,English,4475-6.26
31151,1,English,4475-6.27
31152,1,English,4475-6.24
31153,1,English,4475-6.25
31154,1,English,4475-6.22
31155,1,English,4475-6.23
31156,1,English,4475-6.20
31157,1,English,4475-6.21
31158,1,English,7226-a.22
31159,1,English,7226-a.23
31160,1,English,7226-a.20
31161,1,English,7226-a.21
31162,1,English,7226-a.26
31163,1,English,7226-a.27
31164,1,English,7226-a.24
31165,1,English,7226-a.25
31166,1,English,4024-b.5
31167,1,English,7226-a.28
31168,1,English,7226-a.29
31169,1,English,4024-b.4
31170,1,English,4024-b.7
31171,1,English,4024-b.6
31172,1,English,5903-b.50
31173,1,English,6010-a.25
31174,1,English,3225-1.7
31175,1,English,9601-f.19
31176,1,English,0736-7.8
31177,1,English,0736-7.9
31178,1,English,0736-7.6
31179,1,English,0736-7.7
31180,2,English,0736-7.4
31181,1,English,9601-f.18
31182,1,English,0736-7.2
31183,1,English,0736-7.3
31184,2,English,0736-7.1
31185,1,English,9601-f.17
