success,Condition,Language,roundid
true,further/split,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.42
true,equal/far,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.43
true,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.44
true,equal/far,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.45
true,further/split,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.46
true,equal/far,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.47
true,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.48
false,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.49
true,equal/far,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.5
true,further/split,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.50
true,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.6
true,further/split,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.7
true,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.8
true,closer/close,Chinese,4733-58f62658-c52c-4fff-b103-b98a7c7697c9.9
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.1
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.10
true,further/split,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.11
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.12
false,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.13
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.14
true,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.15
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.16
false,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.17
false,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.18
true,further/split,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.19
false,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.2
true,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.3
true,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.4
true,further/split,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.5
true,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.6
true,equal/far,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.7
true,further/split,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.8
true,closer/close,Chinese,4738-2c1092b5-9c47-4d59-b0c0-68a02a55a810.9
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.1
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.10
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.11
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.12
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.13
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.14
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.15
false,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.16
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.17
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.18
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.19
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.2
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.20
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.21
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.22
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.23
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.24
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.25
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.26
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.27
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.28
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.29
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.3
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.30
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.31
false,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.32
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.33
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.34
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.35
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.36
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.37
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.38
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.39
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.4
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.40
false,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.41
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.42
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.43
false,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.44
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.45
false,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.46
false,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.47
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.48
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.49
false,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.5
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.50
true,equal/far,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.6
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.7
true,closer/close,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.8
true,further/split,Chinese,4897-de14bbb4-eb62-447f-9190-ad5729cc33d8.9
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.1
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.10
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.11
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.12
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.13
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.14
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.15
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.16
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.17
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.18
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.19
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.2
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.20
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.21
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.22
false,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.23
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.24
false,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.25
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.26
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.27
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.28
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.29
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.3
false,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.30
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.31
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.32
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.33
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.34
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.35
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.36
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.37
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.38
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.39
false,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.4
false,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.40
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.41
false,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.42
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.43
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.44
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.45
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.46
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.47
true,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.48
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.49
false,closer/close,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.5
false,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.50
true,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.6
true,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.7
false,equal/far,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.8
false,further/split,Chinese,4905-268cfc40-a27c-4ea4-8efc-25081be7de0e.9
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.1
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.10
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.11
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.12
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.13
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.14
false,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.15
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.16
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.17
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.18
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.19
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.2
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.20
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.21
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.22
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.23
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.24
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.25
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.26
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.27
false,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.28
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.29
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.3
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.30
false,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.31
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.32
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.33
false,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.34
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.35
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.36
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.37
false,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.38
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.39
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.4
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.40
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.41
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.42
false,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.43
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.44
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.45
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.46
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.47
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.48
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.49
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.5
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.50
true,closer/close,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.6
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.7
true,further/split,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.8
true,equal/far,Chinese,4983-c3d9a43f-559b-4d4e-be3e-a07b5b2ea60e.9
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.1
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.10
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.11
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.12
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.13
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.14
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.15
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.16
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.17
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.18
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.19
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.2
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.20
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.21
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.22
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.23
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.24
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.25
false,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.26
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.27
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.28
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.29
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.3
false,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.30
false,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.31
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.32
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.33
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.34
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.35
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.36
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.37
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.38
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.39
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.4
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.40
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.41
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.42
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.43
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.44
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.45
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.46
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.47
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.48
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.49
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.5
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.50
true,equal/far,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.6
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.7
true,closer/close,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.8
true,further/split,Chinese,5135-1bc62d6c-763e-4c3b-9a2c-dfc03bb25927.9
false,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.1
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.10
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.11
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.12
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.13
false,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.14
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.15
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.16
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.17
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.18
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.19
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.2
false,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.20
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.21
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.22
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.23
false,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.24
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.25
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.26
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.27
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.28
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.29
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.3
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.30
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.31
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.32
false,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.33
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.34
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.35
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.36
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.37
false,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.38
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.39
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.4
false,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.40
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.41
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.42
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.43
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.44
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.45
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.46
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.47
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.48
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.49
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.5
true,equal/far,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.50
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.6
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.7
true,closer/close,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.8
true,further/split,Chinese,5153-a73c009e-95ab-4762-ac93-e60600ba6c3d.9
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.1
true,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.10
true,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.11
true,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.12
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.13
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.14
true,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.15
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.16
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.17
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.18
false,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.19
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.2
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.20
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.21
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.22
false,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.23
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.24
false,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.25
false,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.26
true,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.27
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.28
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.29
true,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.3
true,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.30
false,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.31
false,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.32
true,equal/far,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.33
true,closer/close,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.34
false,further/split,Chinese,5282-432511a8-6349-43be-ae6f-6dcccc9e13f4.35
