comparative,Condition,Language,Message
False,closer/close,Chinese,较黄一些
False,equal/far,Chinese,蓝
False,equal/far,Chinese,蓝
False,equal/far,Chinese,较暗的红
False,equal/far,Chinese,红
False,further/split,Chinese,粉红
False,closer/close,Chinese,带点土色但不带黄
False,further/split,Chinese,阴天
False,equal/far,Chinese,基佬
False,equal/far,Chinese,*罗兰
False,equal/far,Chinese,什么
False,equal/far,Chinese,黄+蓝
False,equal/far,Chinese,花朵
False,equal/far,Chinese,牵牛花
False,equal/far,Chinese,湖水
False,equal/far,Chinese,小清新
False,further/split,Chinese,草地
False,equal/far,Chinese,最黯淡的
False,closer/close,Chinese,湖水
False,closer/close,Chinese,暗
False,closer/close,Chinese,不是草地
False,closer/close,Chinese,三个颜色
False,further/split,Chinese,不是海
False,further/split,Chinese,偏暖
False,further/split,Chinese,灰色？
False,further/split,Chinese,黄光下的灰色
False,further/split,Chinese,土
False,further/split,Chinese,尘土
False,further/split,Chinese,花朵
False,further/split,Chinese,什么
False,further/split,Chinese,紫？
False,further/split,Chinese,常规的花朵
False,further/split,Chinese,不是牵牛花
False,closer/close,Chinese,阴天
False,further/split,Chinese,海
False,further/split,Chinese,深海
False,further/split,Chinese,最明亮的
False,closer/close,Chinese,没熟的香蕉
False,closer/close,Chinese,最艳丽的
False,closer/close,Chinese,最明亮
False,closer/close,Chinese,广场舞大妈
False,equal/far,Chinese,牵牛花
False,closer/close,Chinese,明亮
False,further/split,Chinese,水泥
False,closer/close,Chinese,最黯淡的
False,closer/close,Chinese,最黯淡的
False,further/split,Chinese,牵牛花
False,equal/far,Chinese,最黯淡的
True,further/split,Chinese,两个相似中更明亮的
True,further/split,Chinese,更鲜艳的
False,further/split,Chinese,花
False,closer/close,Chinese,不偏黄
False,closer/close,Chinese,绿色？
False,closer/close,Chinese,两个草地中 黯淡的
False,equal/far,Chinese,草地
False,equal/far,Chinese,姜
False,equal/far,Chinese,牵牛花
False,further/split,Chinese,花
False,further/split,Chinese,牵牛花
False,equal/far,Chinese,草地
False,further/split,Chinese,草木灰
False,further/split,Chinese,水泥
False,further/split,Chinese,偏冷
False,further/split,Chinese,阴天
False,equal/far,Chinese,姜
False,equal/far,Chinese,橘子
False,closer/close,Chinese,草地 不明也不暗
False,further/split,Chinese,最暗的
False,closer/close,Chinese,草地
False,equal/far,Chinese,阴天
False,further/split,Chinese,亮的 草地
False,closer/close,Chinese,阴天
False,further/split,Chinese,牵牛花
False,equal/far,Chinese,最亮的
False,equal/far,Chinese,土
False,equal/far,Chinese,常规的花
False,equal/far,Chinese,豆瓣
False,closer/close,Chinese,草地 亮的
False,closer/close,Chinese,抹茶
False,closer/close,Chinese,最亮的
False,closer/close,Chinese,明亮的草地
False,closer/close,Chinese,最深的
False,equal/far,Chinese,最黯淡的
False,equal/far,Chinese,锈
False,equal/far,Chinese,牵牛花
False,closer/close,Chinese,不是草地 不是湖水
False,closer/close,Chinese,海
False,further/split,Chinese,姜
False,further/split,Chinese,不是橘子
False,further/split,Chinese,深灰色
False,closer/close,Chinese,深灰色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,鲜艳
False,equal/far,Chinese,绿
False,further/split,Chinese,灰绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,蓝色
False,further/split,Chinese, 鲜艳蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,紫色
False,further/split,Chinese,绿
False,closer/close,Chinese,深的颜色
False,further/split,Chinese,紫色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,紫色
False,further/split,Chinese,灰色
False,closer/close,Chinese,紫色
False,further/split,Chinese,绿色
False,further/split,Chinese,深
False,equal/far,Chinese,绿
False,further/split,Chinese,紫色
False,further/split,Chinese,哪个紫色
False,further/split,Chinese,暗
False,further/split,Chinese,好
False,further/split,Chinese,深灰色
False,closer/close,Chinese,黄色
False,closer/close,Chinese,最鮮艷的那個
False,equal/far,Chinese,谢谢
False,equal/far,Chinese,绿色
False,equal/far,Chinese,黃金色
False,equal/far,Chinese,最鮮豔的蓝色
False,further/split,Chinese,紅紫色
False,further/split,Chinese,有两个
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,红
False,closer/close,Chinese,都是红色的
False,closer/close,Chinese,是的
False,closer/close,Chinese,哪个？
False,closer/close,Chinese,紅的但不是最鮮艷的那個
False,closer/close,Chinese,深红?
False,closer/close,Chinese,是的
False,equal/far,Chinese,紫色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,可不可以快點啊
False,closer/close,Chinese,啊妈?
False,closer/close,Chinese,绿色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,黃綠色
False,closer/close,Chinese,灰色
False,further/split,Chinese,绿色
False,further/split,Chinese,哪个?
False,further/split,Chinese,鲜艳
False,closer/close,Chinese,绿
False,equal/far,Chinese,蓝色
False,further/split,Chinese,蓝色
False,further/split,Chinese,暗?
False,further/split,Chinese,橙色
False,closer/close,Chinese,紫
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,黃金色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,紅色
False,equal/far,Chinese,不好意思 我剛才會來
False,equal/far,Chinese,回來
False,equal/far,Chinese,紅色
False,equal/far,Chinese,粉紅
False,equal/far,Chinese,藍色
False,closer/close,Chinese,都是綠 但是...
False,closer/close,Chinese,有點接近迷彩
True,closer/close,Chinese,比較飽和的那個 沒有那麼暗淡
True,closer/close,Chinese,更黄?
True,closer/close,Chinese,對 更黃一點
False,closer/close,Chinese,接近紫色
False,equal/far,Chinese,大地黃綠
False,equal/far,Chinese,綠
False,equal/far,Chinese,紅
True,closer/close,Chinese,這個綠 比較暗，但不是迷彩
False,closer/close,Chinese,沒有黃的成分
False,closer/close,Chinese,有一點點藍的成分
False,further/split,Chinese,紅
False,further/split,Chinese,完全不橘
False,further/split,Chinese,有兩個橘
True,further/split,Chinese,這個橘...比較「淺一點」
False,further/split,Chinese,沒有「那麼」飽和
False,further/split,Chinese,深藍
False,closer/close,Chinese,這個是有點帶灰的紫色
False,further/split,Chinese,灰色
False,equal/far,Chinese,不是紅色
False,equal/far,Chinese,灰灰的紫色
False,further/split,Chinese,灰色...不是帶綠的
False,further/split,Chinese,一般的灰
False,closer/close,Chinese,這有難度 要用消去法
False,closer/close,Chinese,不是 藍色
False,closer/close,Chinese,有兩個綠色
False,closer/close,Chinese,都有帶藍
True,closer/close,Chinese,但這個 比較「深一點點」
True,closer/close,Chinese,這我實在不能再更準確描述了...
False,further/split,Chinese,紅色的其中一個
False,further/split,Chinese,有點粉紅
False,closer/close,Chinese,紫色
False,closer/close,Chinese,你的紫色
False,further/split,Chinese,暗的綠色
False,further/split,Chinese,黃色
False,further/split,Chinese,橘黃色
False,equal/far,Chinese,土黃
False,further/split,Chinese,亮亮的綠色
False,closer/close,Chinese,最暗的灰色
False,further/split,Chinese,綠色
False,closer/close,Chinese,最黯淡的紫色
False,closer/close,Chinese,最亮的紫色 （我覺得是桃紅色）
False,equal/far,Chinese,最亮的綠色
False,equal/far,Chinese,暗的綠色
True,closer/close,Chinese,比較淺的藍色
False,closer/close,Chinese,還有20個！ 加油
False,equal/far,Chinese,綠色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,迷彩綠
False,further/split,Chinese,兩個灰...
False,further/split,Chinese,這個灰...帶咖啡色
False,further/split,Chinese,螢光綠
False,further/split,Chinese,兩個藍色
False,further/split,Chinese,這個藍色...不是一般普通的藍色
False,further/split,Chinese,他帶一點點綠....
True,closer/close,Chinese,比較「一般」綠色
False,equal/far,Chinese,藍綠
False,equal/far,Chinese,灰色
False,further/split,Chinese,起司黃
False,further/split,Chinese,我的紫色
True,further/split,Chinese,比較深一點的藍
False,further/split,Chinese,藍
False,equal/far,Chinese,桃紅
False,equal/far,Chinese,不是一般的紅
False,closer/close,Chinese,這個綠 不是螢光綠 也不是土黃綠
False,equal/far,Chinese,我說的紫色
False,closer/close,Chinese,最不藍色的灰色
False,equal/far,Chinese,咖啡色
False,closer/close,Chinese,最藍的
False,closer/close,Chinese,另外兩個是綠
False,closer/close,Chinese,兩個灰灰的
False,closer/close,Chinese,我來想一下
False,closer/close,Chinese,都有帶點紫色 但這個
True,closer/close,Chinese,比較接近灰
False,closer/close,Chinese,加油
False,equal/far,Chinese,紫色
False,further/split,Chinese,黄色
False,closer/close,Chinese,明亮的紫色
False,closer/close,Chinese,金
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿色
False,further/split,Chinese,浅蓝
False,further/split,Chinese,亮蓝色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,棕色
False,further/split,Chinese,浅蓝
False,equal/far,Chinese,蓝
False,further/split,Chinese,灰色
False,further/split,Chinese,灰色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,深灰色
False,equal/far,Chinese,亮蓝色
False,further/split,Chinese,紫色
False,further/split,Chinese,深紫色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,紫色
False,further/split,Chinese,暗
False,equal/far,Chinese,紫色
False,equal/far,Chinese,紫色
False,further/split,Chinese,灰色
False,closer/close,Chinese,红
False,equal/far,Chinese,金
False,equal/far,Chinese,橙色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,暗
False,closer/close,Chinese,是的
False,further/split,Chinese,灰色
False,closer/close,Chinese,黄色
False,further/split,Chinese,浅绿色 
False,closer/close,Chinese,绿色
False,equal/far,Chinese,金
False,closer/close,Chinese,浅
False,closer/close,Chinese,紫色
False,further/split,Chinese,红
False,closer/close,Chinese,绿色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,亮?
False,further/split,Chinese,棕色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,绿
False,equal/far,Chinese,绿
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅
False,equal/far,Chinese,黄色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,粉红
False,further/split,Chinese,你好?
False,equal/far,Chinese,是的，你好
False,equal/far,Chinese,灰色
False,closer/close,Chinese,黄绿色
False,equal/far,Chinese,红
False,further/split,Chinese,蓝灰色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
True,closer/close,Chinese,更棕
False,equal/far,Chinese,绿色
False,equal/far,Chinese,哪个？
False,equal/far,Chinese,有两个
False,equal/far,Chinese,少黄
False,further/split,Chinese,好
True,further/split,Chinese,更棕
True,further/split,Chinese,更深的灰色，更蓝
False,further/split,Chinese,?
False,further/split,Chinese,蓝灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,橙子
False,further/split,Chinese,浅蓝色
False,closer/close,Chinese,深褐色
False,equal/far,Chinese,橙子
True,further/split,Chinese,更绿
False,further/split,Chinese,颜色较深
False,closer/close,Chinese,谢谢
False,closer/close,Chinese,深紫色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,darker blue
False,equal/far,Chinese,哎呀，对不起
False,equal/far,Chinese,灰色
False,closer/close,Chinese,粉
True,equal/far,Chinese,更红
False,further/split,Chinese,棕色
False,closer/close,Chinese,都是绿色的
False,closer/close,Chinese,难以形容
False,closer/close,Chinese,haha
False,closer/close,Chinese,最黄
False,equal/far,Chinese,*high five*
False,equal/far,Chinese,紫色
False,closer/close,Chinese,棕色，无红色
False,further/split,Chinese,深蓝
False,further/split,Chinese,深紫色
False,equal/far,Chinese,橙子
False,further/split,Chinese,灰色，混合紫色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,粉
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,灰色与紫色混合
False,closer/close,Chinese,深绿色，绿色混合蓝色
False,closer/close,Chinese,最棕色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,紫色，难以形容
True,closer/close,Chinese,更棕色，少橙色
True,closer/close,Chinese,更蓝
False,further/split,Chinese,深绿色，绿色混合灰色
False,equal/far,Chinese,较深的紫色，紫色与灰色混合
False,further/split,Chinese,红
False,further/split,Chinese,浅绿色，绿色混合蓝色
False,closer/close,Chinese,蓝灰色
False,further/split,Chinese,明亮的蓝色，蛋壳
False,closer/close,Chinese,黄绿色
False,further/split,Chinese,蓝色混合绿色，中间色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,黄色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,绿色 
False,further/split,Chinese,灰色
False,further/split,Chinese,橙色
False,equal/far,Chinese,橙色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅色
False,further/split,Chinese,浅橙色
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,红
False,equal/far,Chinese,蓝色
False,further/split,Chinese,绿色
False,closer/close,Chinese,绿色
False,further/split,Chinese,紫色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,紫色
False,further/split,Chinese,浅绿色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,浅绿色 
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,灰色
False,further/split,Chinese,紫色
False,closer/close,Chinese, 蓝   浅色
False,further/split,Chinese,棕色
False,closer/close,Chinese,浅色    蓝
False,further/split,Chinese,浅紫色
False,further/split,Chinese,蓝色
False,further/split,Chinese,绿色
False,closer/close,Chinese,橙色
False,further/split,Chinese,黄色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,橙色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,金色 
False,further/split,Chinese,蓝
False,further/split,Chinese,浅
False,equal/far,Chinese,黄色
False,closer/close,Chinese,浅蓝
False,closer/close,Chinese,蓝
False,further/split,Chinese,浅紫色
False,closer/close,Chinese,棕色
False,further/split,Chinese,绿色
False,further/split,Chinese,粉红色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,棕色
False,closer/close,Chinese,浅蓝
False,equal/far,Chinese,紫色
False,equal/far,Chinese,.粉红色
False,equal/far,Chinese,蓝
False,further/split,Chinese,灰色
False,further/split,Chinese,棕色
False,closer/close,Chinese,浅蓝
False,further/split,Chinese,紫色
False,further/split,Chinese,浅紫色
False,equal/far,Chinese,红
False,equal/far,Chinese,灰色
False,further/split,Chinese,绿色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,蓝
False,equal/far,Chinese,红
False,further/split,Chinese,红
False,equal/far,Chinese,绿色
False,further/split,Chinese,紫色
False,further/split,Chinese,蓝
False,closer/close,Chinese,浅蓝
False,equal/far,Chinese,灰色
False,closer/close,Chinese,绿色
False,further/split,Chinese,红
False,equal/far,Chinese,紫色
False,further/split,Chinese,红
False,closer/close,Chinese,灰色
False,closer/close,Chinese,蓝
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,浅紫色
False,closer/close,Chinese,灰色
False,further/split,Chinese,浅绿色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,蓝
False,equal/far,Chinese,灰色
False,closer/close,Chinese,绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,蓝
False,further/split,Chinese,紫色
False,closer/close,Chinese,浅橙色
False,equal/far,Chinese,橙色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,绿色
False,further/split,Chinese,蓝色
False,further/split,Chinese,红
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅蓝
False,closer/close,Chinese,绿色
False,closer/close,Chinese,绿色
False,further/split,Chinese,紫色
False,further/split,Chinese,浅
False,equal/far,Chinese,浅紫色
False,closer/close,Chinese,浅绿色
False,further/split,Chinese,浅红 
False,closer/close,Chinese,绿色
False,further/split,Chinese,绿色
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,浅 蓝色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,浅绿色
False,equal/far,Chinese,红
False,further/split,Chinese,蓝绿色
False,equal/far,Chinese,紫色
False,further/split,Chinese,紫色
False,further/split,Chinese,紫灰色
False,closer/close,Chinese,紫
False,equal/far,Chinese,绿
False,equal/far,Chinese,灰色
False,further/split,Chinese,灰
False,equal/far,Chinese,灰色
False,closer/close,Chinese,深绿色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,浅绿色
False,further/split,Chinese,红
False,equal/far,Chinese,绿色
False,further/split,Chinese,红
False,closer/close,Chinese,红
False,further/split,Chinese,紫色
False,closer/close,Chinese,灰
False,equal/far,Chinese,蓝
False,further/split,Chinese,绿色
False,further/split,Chinese,鲜绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,黄绿色
False,equal/far,Chinese,红
False,closer/close,Chinese,绿
False,closer/close,Chinese,灰
False,further/split,Chinese,深绿色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,绿色
False,further/split,Chinese,浅蓝
False,further/split,Chinese,亮蓝色
False,further/split,Chinese,棕色
False,further/split,Chinese,浅蓝
False,equal/far,Chinese,浅蓝
False,equal/far,Chinese,浅蓝
False,equal/far,Chinese,紫色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,深灰色
False,closer/close,Chinese,金
False,closer/close,Chinese,深
False,closer/close,Chinese,深灰色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,紫色
False,further/split,Chinese,深绿色
False,equal/far,Chinese,橙色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,蓝
False,further/split,Chinese,黄绿色
False,further/split,Chinese,深灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,浅蓝
False,closer/close,Chinese,蓝
False,equal/far,Chinese,绿色
False,closer/close,Chinese,浅绿色
False,closer/close,Chinese,浅绿色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,红
False,equal/far,Chinese,黄色
False,further/split,Chinese,橙色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,浅绿色
False,closer/close,Chinese,浅紫色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,浅紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,浅蓝
False,equal/far,Chinese,浅蓝
False,further/split,Chinese,浅绿色
False,further/split,Chinese,灰色
False,further/split,Chinese,蓝紫色
False,further/split,Chinese,灰色
False,closer/close,Chinese,粉红
False,further/split,Chinese,浅绿色
False,further/split,Chinese,紫色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,鲜绿色
False,further/split,Chinese,紫色
False,closer/close,Chinese, 亮
False,closer/close,Chinese,浅蓝
False,further/split,Chinese,哈啰
False,further/split,Chinese,有人在吗？
False,closer/close,Chinese,湖水
False,further/split,Chinese,湖水
False,equal/far,Chinese,晴天
False,equal/far,Chinese,水
False,further/split,Chinese,葡萄
False,further/split,Chinese,水泥
False,closer/close,Chinese,不是最深也不是最浅
False,further/split,Chinese,广场舞大妈
False,further/split,Chinese,鲜艳
False,further/split,Chinese,哈哈哈
False,further/split,Chinese,海
False,equal/far,Chinese,天
False,further/split,Chinese,土
False,closer/close,Chinese,水泥
False,closer/close,Chinese,草地 亮
False,equal/far,Chinese,香蕉
False,further/split,Chinese,葡萄 浅
False,closer/close,Chinese,湖水
False,closer/close,Chinese,大妈
False,equal/far,Chinese,太阳
False,equal/far,Chinese,花
False,equal/far,Chinese,火
False,equal/far,Chinese,接近红吗？
False,equal/far,Chinese,对
False,further/split,Chinese,大妈
False,closer/close,Chinese,草地
False,further/split,Chinese,最亮的草地
False,equal/far,Chinese,海
False,equal/far,Chinese,大妈
False,further/split,Chinese,葡萄
False,closer/close,Chinese,草地
False,equal/far,Chinese,火
False,equal/far,Chinese,草地
False,equal/far,Chinese,草地
False,closer/close,Chinese,最亮的 但又不是那么饱和的那个
False,equal/far,Chinese,水泥
False,closer/close,Chinese,暖
False,closer/close,Chinese,水泥
False,equal/far,Chinese,锈
False,closer/close,Chinese,葡萄 亮的
False,equal/far,Chinese,最亮的
False,equal/far,Chinese,香蕉
False,equal/far,Chinese,香蕉
False,further/split,Chinese,天
False,further/split,Chinese,阴天
False,equal/far,Chinese,海
False,equal/far,Chinese,深海
False,further/split,Chinese,海
False,closer/close,Chinese,香蕉
False,equal/far,Chinese,水
False,closer/close,Chinese,葡萄 偏 暖的
False,closer/close,Chinese,较亮的吗？
False,closer/close,Chinese,还是较黯淡
False,closer/close,Chinese,亮些的
False,equal/far,Chinese,海
False,further/split,Chinese,暗葡萄
False,further/split,Chinese,花
False,closer/close,Chinese,大妈
False,further/split,Chinese,土
False,further/split,Chinese,草地
False,closer/close,Chinese,天
False,closer/close,Chinese,不是海 不是葡萄
False,closer/close,Chinese,你好
False,further/split,Chinese,你好
False,further/split,Chinese,紫色
False,closer/close,Chinese,灰色
False,further/split,Chinese,橄榄
False,equal/far,Chinese,红
False,further/split,Chinese,灰紫色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,哪个？
False,closer/close,Chinese,都是绿色
False,closer/close,Chinese,明亮的叶绿色
False,closer/close,Chinese,紫色，少灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,蓝绿色
False,equal/far,Chinese,粉
False,equal/far,Chinese,灰色
False,further/split,Chinese,深蓝
False,closer/close,Chinese,难以形容
False,closer/close,Chinese,深绿色
False,further/split,Chinese,灰色
False,equal/far,Chinese,浅蓝
False,equal/far,Chinese,绿色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,难以形容
False,closer/close,Chinese,较暗的紫色与灰色混合
False,further/split,Chinese,深绿色...
False,further/split,Chinese,紫色混合灰色
False,closer/close,Chinese,明亮的绿色...绿色混合黄色
False,further/split,Chinese,较深的灰色
False,further/split,Chinese,粉
False,further/split,Chinese,2
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,紫色，少粉红色
False,closer/close,Chinese,蓝色混合灰色
False,closer/close,Chinese,绿色?
False,further/split,Chinese,那是绿色
False,further/split,Chinese,鲜绿色
False,closer/close,Chinese,橄榄
False,further/split,Chinese,紫色，少蓝色
False,closer/close,Chinese,鲜绿色
False,closer/close,Chinese,有两个
False,closer/close,Chinese,没有蓝色或灰色混合
False,further/split,Chinese,蓝色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,没有灰色混合
False,closer/close,Chinese,明亮或者 暗？
False,closer/close,Chinese,明亮的紫色
False,further/split,Chinese,绿色
False,closer/close,Chinese,棕色
False,closer/close,Chinese,大多是灰色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,深绿色，绿色，无黄色
False,further/split,Chinese,棕色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,gray?
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,偏黄的绿色
False,closer/close,Chinese,偏灰的紫色
False,closer/close,Chinese,最亮的绿色
False,closer/close,Chinese,绛红色
False,closer/close,Chinese,蓝色
False,equal/far,Chinese,绿色
False,further/split,Chinese,墨绿色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,最暗的绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,绛红色
False,equal/far,Chinese,黄色
False,further/split,Chinese,紫色
False,equal/far,Chinese,粉红色
False,further/split,Chinese,...
False,equal/far,Chinese,在嘛
False,further/split,Chinese,绿色
False,further/split,Chinese,绛红色
False,further/split,Chinese,绛红色
False,further/split,Chinese,蓝色
False,further/split,Chinese,暗红色
False,further/split,Chinese,灰绿色
False,equal/far,Chinese,褐色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,橙色
False,closer/close,Chinese,绛红色
False,closer/close,Chinese, 绛红色??
False,closer/close,Chinese,墨绿色
False,further/split,Chinese,绿色和黄色的混合体
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,绛红色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,深紫色
False,equal/far,Chinese,不是红色也不是黄色
False,equal/far,Chinese,没有黄色
False,equal/far,Chinese,绛红色
False,further/split,Chinese,绛红色
False,equal/far,Chinese,褐色
False,further/split,Chinese,蓝色
False,further/split,Chinese,灰蓝色
False,closer/close,Chinese,黄绿色
False,closer/close,Chinese,最亮的绿色
False,closer/close,Chinese,灰紫色
False,closer/close,Chinese,灰??
False,closer/close,Chinese,蓝紫色
False,closer/close,Chinese, 蓝色
False,further/split,Chinese,紫红色
False,further/split,Chinese,红色
False,further/split,Chinese,深蓝色
False,equal/far,Chinese,黄色
True,closer/close,Chinese,橙色更棕色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,最亮的红色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,最亮的红色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,灰绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,灰绿色
False,equal/far,Chinese,红色
False,further/split,Chinese,绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,黄色
False,further/split,Chinese,蓝灰色
False,equal/far,Chinese,粉红色
False,further/split,Chinese,灰色
False,equal/far,Chinese,天蓝色
True,further/split,Chinese,比灰色更绿
False,further/split,Chinese,粉红色
False,further/split,Chinese,灰绿色
False,further/split,Chinese,灰?
False,further/split,Chinese,不亮绿色
False,closer/close,Chinese,棕色
False,equal/far,Chinese,棕色
False,equal/far,Chinese,绿色
True,closer/close,Chinese,比紫色更灰
False,further/split,Chinese,酸橙
False,further/split,Chinese,酸??
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,棕色
False,further/split,Chinese,绿色
False,further/split,Chinese,亮
False,further/split,Chinese,黄色
False,closer/close,Chinese,粉色和紫色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,亮橙色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,深蓝
False,equal/far,Chinese,棕色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,粉
False,equal/far,Chinese,蓝色
False,further/split,Chinese,紫色
False,equal/far,Chinese,灰色
False,further/split,Chinese,黑暗绿色
False,further/split,Chinese,蓝灰色
False,further/split,Chinese,灰色
False,further/split,Chinese,粉
False,equal/far,Chinese,红色
True,closer/close,Chinese,紫色更灰
False,closer/close,Chinese,深蓝
False,equal/far,Chinese,非蓝非红
False,closer/close,Chinese,最亮的绿
False,closer/close,Chinese,红色
False,further/split,Chinese,灰色
False,closer/close,Chinese,亮一点的绿
False,equal/far,Chinese,紫色
False,closer/close,Chinese,最接近土色或灰色
False,further/split,Chinese,最接近绿色
False,further/split,Chinese,最接近绿色
False,closer/close,Chinese,最亮的红色
False,closer/close,Chinese,最不接近草的那个绿色
False,further/split,Chinese,亮的紫色
True,further/split,Chinese,比较浅的蓝色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,最接近蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,橙
