tokens,Condition,Language,Message
2,further/split,English,drab red
1,further/split,English,green
2,closer/close,English,darkest pink
1,equal/far,English,lol
2,equal/far,English,bright green
1,closer/close,English,brown
1,closer/close,English,green
1,equal/far,English,blue
1,closer/close,English,orange
1,equal/far,English,green
2,closer/close,English,brightest green
2,closer/close,English,mustard gold
2,equal/far,English,orange red
2,closer/close,English,drab blue
1,further/split,English,brightest
3,further/split,English,blue gray bright
1,further/split,English,lol
3,further/split,English,darker red wine
2,closer/close,English,most brown
1,further/split,English,gray
1,equal/far,English,brightest
1,further/split,English,grayest
1,further/split,English,bluest
2,further/split,English,last one
2,further/split,English,good job
2,further/split,English,lighter blue
2,further/split,English,u too
1,closer/close,English,grayish
2,further/split,English,bright green
2,further/split,English,sry sloer
2,further/split,English,slow typer
2,further/split,English,sea green
1,closer/close,English,purple
2,closer/close,English,bluish green
1,equal/far,English,orange
1,equal/far,English,yellowish
1,closer/close,English,purple
4,equal/far,English,not red or green
2,closer/close,English,hot pink
2,closer/close,English,greenish grey
1,equal/far,English,gray
2,closer/close,English,most green
1,equal/far,English,blue
2,equal/far,English,reddish purple
3,closer/close,English,middle in brightness
1,equal/far,English,teal
4,equal/far,English,not green or brown
4,closer/close,English,not grey or purple
2,further/split,English,bright green
1,equal/far,English,blue
2,further/split,English,brighest blue
2,further/split,English,muted blue
2,further/split,English,rich purple
2,further/split,English,brighest one
2,equal/far,English,red purple
2,equal/far,English,greenish yellow
3,further/split,English,most earth like
3,closer/close,English,muted gray green
3,closer/close,English,bluest looking one
2,equal/far,English,hot puplish
2,further/split,English,brightest one
2,further/split,English,grey blue
4,equal/far,English,not green nor purple
2,further/split,English,richest grey
2,closer/close,English,deepest purple
5,closer/close,English,not lime or grey brown
2,closer/close,English,bright one
2,further/split,English,purplish grey
2,further/split,English,purplish grey
2,further/split,English,reddest one
1,equal/far,English,blue
4,further/split,English,not yellow or blue
1,equal/far,English,yellowish
2,further/split,English,hot pinkish
5,closer/close,English,not blue or muted purple
1,equal/far,English,greenish
3,further/split,English,most like dirt
1,closer/close,English,yellow
1,equal/far,English,bluish
4,further/split,English,Hello the purple one
3,closer/close,English,the olive one
4,closer/close,English,The darker purple one
3,further/split,English,The grey one
4,further/split,English,The green green one
3,equal/far,English,The brown one
4,further/split,English,Brown again good job
9,closer/close,English,The bright purple one not dark and not pink
1,equal/far,English,teal
1,equal/far,English,pink
1,equal/far,English,green
1,closer/close,English,grey
5,closer/close,English,the purple one actual purple
2,further/split,English,green bright
2,closer/close,English,bright green
2,closer/close,English,grey green
3,closer/close,English,grey green brown
1,equal/far,English,grey
1,equal/far,English,purple
1,equal/far,English,brown
2,equal/far,English,yellow brown
1,equal/far,English,purple
2,closer/close,English,Grey blue
1,equal/far,English,purple
4,closer/close,English,green grey army color
1,further/split,English,pink
1,equal/far,English,grey
1,equal/far,English,dark
3,further/split,English,purple great job
1,equal/far,English,green
2,further/split,English,Grey darker
2,closer/close,English,bright green
2,closer/close,English,bright blue
1,closer/close,English,purple
1,equal/far,English,blue
2,further/split,English,mauve reddish
1,equal/far,English,red
1,further/split,English,grey
1,further/split,English,purple
1,further/split,English,purple
1,further/split,English,grey
1,equal/far,English,orange
2,closer/close,English,teal green
2,further/split,English,green grey
1,closer/close,English,grey
2,closer/close,English,green olive
1,equal/far,English,pink
1,closer/close,English,brown
1,equal/far,English,orange
1,further/split,English,purple
2,further/split,English,great job
3,further/split,English,You too  yellow
12,closer/close,English,It's the color that falls inbetween the other two in shade
13,closer/close,English,Again it's the color that falls between the other two in shade
8,closer/close,English,It's the darkest green of the three
5,equal/far,English,It's the green one
5,equal/far,English,It's the purple one
12,closer/close,English,It's the one that falls between the other two in shade
1,equal/far,English,blue
3,closer/close,English,the darkest one
1,equal/far,English,pink
2,further/split,English,pale orange
1,closer/close,English,pink
1,equal/far,English,green
1,equal/far,English,purple
2,closer/close,English,light purple
1,equal/far,English,blue
2,further/split,English,lighter purple
2,further/split,English,dark green
1,equal/far,English,green
1,equal/far,English,blue
2,further/split,English,dark blue
1,equal/far,English,blue
1,further/split,English,purple
2,closer/close,English,darkest one
1,further/split,English,green
1,equal/far,English,gray
2,further/split,English,light green
2,closer/close,English,dark green
2,further/split,English,dark blue
1,further/split,English,gray
2,further/split,English,lighter blue
1,further/split,English,green
9,further/split,English,sorry missed that one This one is darker green
2,further/split,English,lighter green
3,further/split,English,orange looking one
1,closer/close,English,pink
1,further/split,English,purple
1,equal/far,English,gray
5,closer/close,English,gray one that's lighter
1,closer/close,English,gray
6,closer/close,English,other two look sort of blue
1,further/split,English,pink
2,equal/far,English,dark blue
1,closer/close,English,purple
2,further/split,English,darker green
3,further/split,English,sort of gray
8,closer/close,English,pink or light purple  can't tell which
4,closer/close,English,I'll say pink
2,closer/close,English,Definitely pink
2,closer/close,English,darker blue
1,equal/far,English,blue
1,equal/far,English,green
2,closer/close,English,darker gray
2,closer/close,English,bright yellow
1,equal/far,English,gray
2,closer/close,English,Darker purple
2,closer/close,English,Dark pink
1,further/split,English,red
1,equal/far,English,blue
2,closer/close,English,greenish gray
13,closer/close,English,I see a grey a greenish grey and one that's in between
1,closer/close,English,greenish
1,equal/far,English,green
2,further/split,English,light purple
1,further/split,English,gray
1,further/split,English,lime
2,closer/close,English,darker gray
1,equal/far,English,blue
1,further/split,English,tan
2,closer/close,English,red regular
1,equal/far,English,blue
2,further/split,English,bright green
1,further/split,English,yellowish
6,closer/close,English,darker purple not the blueish one
5,equal/far,English,sorry that one was hard
1,equal/far,English,orange
6,equal/far,English,yeah was that the first miss
4,equal/far,English,yeah i believe so
1,equal/far,English,blue
1,further/split,English,gray
2,further/split,English,dark blue
4,further/split,English,not the grayish one
1,further/split,English,ok
1,equal/far,English,yellowish
1,equal/far,English,gray
1,further/split,English,red
1,equal/far,English,purple
2,further/split,English,dark purple
5,closer/close,English,purple not the grayish one
11,closer/close,English,the green that looks like a mix of the other two
1,closer/close,English,yes
1,equal/far,English,orange
3,further/split,English,purple less grayish
1,equal/far,English,red
1,equal/far,English,blue
1,equal/far,English,red
1,equal/far,English,green
4,closer/close,English,lightest blue less gray
1,further/split,English,green
1,closer/close,English,mauve
4,closer/close,English,like the light purple
5,closer/close,English,not hot pink or purple
1,closer/close,English,brownish
1,closer/close,English,yes
1,further/split,English,purple
3,closer/close,English,more grayish green
1,further/split,English,yellowish
4,closer/close,English,closer to regular green
1,equal/far,English,green
2,closer/close,English,brightest purple
1,closer/close,English,blueish
6,closer/close,English,a cross between the other two
2,closer/close,English,duller yellow
3,closer/close,English,or brighter yellow
1,closer/close,English,duller
1,equal/far,English,orange
2,closer/close,English,blueish gray
2,further/split,English,lighter purple
1,equal/far,English,pink
1,closer/close,English,blueish
1,further/split,English,blue
1,closer/close,English,green
1,equal/far,English,blue
1,closer/close,English,pine
1,closer/close,English,green
2,closer/close,English,pine green
1,further/split,English,green
1,equal/far,English,green
3,further/split,English,mauve not red
1,further/split,English,purple
1,further/split,English,green
1,closer/close,English,blue
1,equal/far,English,blue
3,closer/close,English,most muted purple
1,equal/far,English,red
7,closer/close,English,not blue not purple but bluish purple
1,further/split,English,blue
6,closer/close,English,greenest green  not flourescent not muted
1,equal/far,English,purple
9,closer/close,English,the brightest purple  not the duller of the two
1,equal/far,English,blue
1,further/split,English,pink
2,equal/far,English,putty brown
9,further/split,English,the muted green not the sea green or blue
1,equal/far,English,yellow
6,further/split,English,mauve not bright red not gray
2,equal/far,English,muted blue/green/gray
6,further/split,English,chartreuse not blue not muted green
3,equal/far,English,blue not gray
5,equal/far,English,purple  ah an easy one
3,equal/far,English,purple not pink
1,equal/far,English,orange
6,closer/close,English,purple not pink not pinky purple
8,closer/close,English,is it the lightest or in the middle
10,closer/close,English,Ours are in different locations  I'd say the lightest
1,further/split,English,pink
7,closer/close,English,the is it more blue than green
2,closer/close,English,yes perfect
1,further/split,English,blue
1,equal/far,English,purple
13,closer/close,English,mauve  not pink not terra cotta  The one with more purple less orange
4,further/split,English,most red less mauve
1,equal/far,English,orange
1,further/split,English,blue
1,equal/far,English,purple
12,further/split,English,the muted green the one with more yellow in it  LIke pistachio
12,closer/close,English,the most muted green  Not the greengreen  Not the bright sea green
9,closer/close,English,chartreuse yellow green Not mint green not gray green
5,further/split,English,purple  not grayblue not grayorange
2,closer/close,English,brightest green
10,equal/far,English,You're the best  This last one is the grayblue
7,further/split,English,the color is the color of grapes
7,equal/far,English,some people call it baby poop gold
7,equal/far,English,a deeper color than the last one
3,equal/far,English,color of grapes
5,closer/close,English,color for breast cancer awareness
1,closer/close,English,fluorescent
2,equal/far,English,gloomy color
4,equal/far,English,color of the sky
3,equal/far,English,color of fall
4,further/split,English,a muddy gray color
5,further/split,English,darker than the other one
2,closer/close,English,I suck
3,closer/close,English,you are GREAT
9,closer/close,English,not bright and not so dull   middle range pink
2,closer/close,English,thank u
1,closer/close,English,purple
2,closer/close,English,purple again
1,equal/far,English,blue
2,closer/close,English,tanish brown
1,further/split,English,purple
4,further/split,English,teal not bright green
6,further/split,English,green again but not too yellow
2,equal/far,English,pinkish rust
2,closer/close,English,redish purple
2,equal/far,English,grass green
3,further/split,English,yikes bright green
2,further/split,English,medium blue
5,closer/close,English,really gray not purple gray
1,closer/close,English,blue
2,equal/far,English,yikes again
2,further/split,English,purple deep
1,closer/close,English,blue
2,further/split,English,lightest green
2,closer/close,English,bright pink
1,equal/far,English,green
3,equal/far,English,bright green again 
2,closer/close,English,grayish one
4,closer/close,English,brighter purple not red
2,equal/far,English,good catch
1,equal/far,English,blue
1,further/split,English,purple
5,further/split,English,we are on a rool
1,equal/far,English,roll
2,equal/far,English,  rust color
2,further/split,English,deeper green
1,further/split,English,green
3,further/split,English,brightest purply pink
1,closer/close,English,tan
2,equal/far,English,greeny gray
1,closer/close,English,green
1,further/split,English,green
2,equal/far,English,brighter green
6,further/split,English,purply blue not the bright blue
1,equal/far,English,pink
2,further/split,English,brightest green
1,closer/close,English,blue
2,further/split,English,yikes pink
1,equal/far,English,green
2,further/split,English,bright green
2,further/split,English,most purple
2,closer/close,English,bright green
1,equal/far,English,red
2,further/split,English,WHICH COLOR
2,further/split,English,army greenish
7,closer/close,English,not the bright purple or bluish one
1,closer/close,English,orange
2,closer/close,English,dark green
7,closer/close,English,the brighter purple that isn't bluish
1,further/split,English,purple
2,further/split,English,faded purple
2,equal/far,English,army green
2,equal/far,English,bright green
2,further/split,English,yellowish green
1,equal/far,English,pink
2,closer/close,English,army green
1,closer/close,English,pink
1,equal/far,English,blue
1,closer/close,English,purple
1,equal/far,English,pink
1,further/split,English,green
2,further/split,English,bright green
2,further/split,English,greenish one
1,further/split,English,purple
2,closer/close,English,darkest blue
3,closer/close,English,yellowish green bright
1,equal/far,English,purple
2,closer/close,English,bright blue/cyan
1,equal/far,English,yellow
1,equal/far,English,red
1,equal/far,English,brownish/yellow
2,closer/close,English,darkest blue
5,further/split,English,like grey but little brighter
2,further/split,English,dark blue
1,further/split,English,blue
1,equal/far,English,brown
1,further/split,English,purple
2,closer/close,English,darkest purple
2,further/split,English,dark green/blue
2,closer/close,English,darker pink
1,equal/far,English,pink
1,closer/close,English,pink
1,closer/close,English,grey
1,further/split,English,grey
2,closer/close,English,brownish red
1,equal/far,English,blue
1,equal/far,English,pink
1,equal/far,English,blue
2,further/split,English,bright red
11,further/split,English,this is the color of the sky on a cloudy day
7,equal/far,English,this i s the color of grass
7,equal/far,English,this is a lighter shade of black
12,closer/close,English,this is a minty color with hints of blue in the green
4,equal/far,English,color of the sky
5,equal/far,English,color of the sky again
4,further/split,English,closer to maroon color
1,equal/far,English,pink
8,closer/close,English,not purple and not pink but in between
3,closer/close,English,the brightest yellow
1,further/split,English,purple
5,closer/close,English,the one closest to gray
9,closer/close,English,the blue with a lot of gray in it
1,further/split,English,turquoise
2,further/split,English,light blue
1,closer/close,English,gray
8,closer/close,English,the one that is closest to a blue
12,closer/close,English,more of a middle green not camo color and not bright neon
3,closer/close,English,the brightest green
3,further/split,English,purple not gray
1,equal/far,English,mauve
1,equal/far,English,reddish
1,equal/far,English,purple/blue
1,equal/far,English,pink
6,closer/close,English,the darkest gray closest to black
5,equal/far,English,purple not blue or pink
3,equal/far,English,sea foam green
1,equal/far,English,yellow
2,further/split,English,dark blue
3,further/split,English,not bright blue
2,further/split,English,hunter green
3,further/split,English,darker or lighter
2,equal/far,English,bright blue
1,equal/far,English,green
1,closer/close,English,gray/pruple
5,closer/close,English,not red and not mauve
8,further/split,English,sea foam green darker than the other green
7,further/split,English,purple brighter than the other purpleish color
1,further/split,English,yellow/brown
1,further/split,English,mustardy
3,further/split,English,spicy mustard color
1,equal/far,English,red
5,closer/close,English,bright mauve but not pink
3,closer/close,English,closer to red
2,closer/close,English,not dark
2,further/split,English,bright blue
3,further/split,English,not sky blue
1,further/split,English,purple/blue
3,further/split,English,not just purple
3,further/split,English,closer to blue
2,further/split,English,bright green
3,further/split,English,not sea foam
5,closer/close,English,gray not the light gray
8,closer/close,English,gray with more green in it i think
1,equal/far,English,red
1,closer/close,English,blue/puprle
5,closer/close,English,brighter than the other purple
3,further/split,English,sea foam green
2,further/split,English,more blue
3,closer/close,English,not camo green
4,closer/close,English,and not sea foam
3,closer/close,English,lighter bright green
1,further/split,English,gray
2,further/split,English,bright green
3,further/split,English,not sea foam
1,equal/far,English,gray
1,equal/far,English,green
2,further/split,English,light purple
5,further/split,English,Most like Kermit the Frog
1,further/split,English,nice
12,further/split,English,One of the two that is the sameish color that is lighter
1,closer/close,English,Coral
3,further/split,English,fluorescent marker yellow
7,closer/close,English,more bluish purple of the two purples
4,closer/close,English,olive color; ugliest
1,equal/far,English,blue
1,equal/far,English,aqua
5,closer/close,English,one that is most blue
1,further/split,English,tan/brown
7,closer/close,English,army green; not the brighter one
1,equal/far,English,bluishpurple
15,closer/close,English,not the brightest but not the dimmest or most faded either; in the middle
10,further/split,English,one of two royal blues with darker shades to it
1,equal/far,English,green
6,further/split,English,coffee brown WITHOUT orange in it
1,equal/far,English,blue
1,equal/far,English,red
1,equal/far,English,purple
7,further/split,English,one of two purples that seems brighter
1,equal/far,English,blue/purple
1,equal/far,English,Kermit
2,closer/close,English,least fluorescent
1,further/split,English,coffee
2,equal/far,English,blue sky
2,further/split,English,brighter purple
5,closer/close,English,blue with more purple tones
4,closer/close,English,not the sea blue
5,closer/close,English,ask me question if needed
2,equal/far,English,yellow sun
7,closer/close,English,brighter green; not the darker olives
2,equal/far,English,burnt orange
6,equal/far,English,I see what you meant Apologies
2,closer/close,English,no prob
3,closer/close,English,less bright blue/gray
5,closer/close,English,gray NOT the taupe one
9,closer/close,English,one is more gray; it's that one
1,equal/far,English,coral
1,equal/far,English,blue/purple
6,further/split,English,yellow/brown; not the bright yellow
7,closer/close,English,clay brown; not the tan one
2,further/split,English,reddish one
3,closer/close,English,less bright purple
2,closer/close,English,brightest yellow/green
1,equal/far,English,Kermit
2,further/split,English,greenish blue
7,further/split,English,yellowish orange; not the fluorescent one
8,closer/close,English,pink but not the brightest hot pink one
1,equal/far,English,coffee
3,equal/far,English,bluish green one
1,further/split,English,blue
2,further/split,English,grayish brown
4,further/split,English,yellow but not fluorescent
2,further/split,English,yellowish green
8,closer/close,English,mauve; purple but not the bright purple
1,further/split,English,green
1,further/split,English,sage
4,closer/close,English,the less bright green
4,closer/close,English,the slightly blue one
10,closer/close,English,there's blue bright green you want the other green
4,closer/close,English,the bright girly purple
4,further/split,English,the more dull green
1,equal/far,English,orange
4,equal/far,English,greyish purp;le
2,further/split,English,bright purple
1,closer/close,English,grey
1,equal/far,English,grey
1,closer/close,English,purple
3,closer/close,English,sage green darker
2,equal/far,English,bright purple
1,closer/close,English,sage
1,equal/far,English,purple
1,equal/far,English,blue
5,equal/far,English,more blue or more pink
1,equal/far,English,turquoise
1,further/split,English,turquoise
2,closer/close,English,more bluish
2,closer/close,English,bright blue
1,closer/close,English,grey
2,equal/far,English,bright purple
5,closer/close,English,grey different from the others
3,closer/close,English,bright pink purple
2,closer/close,English,darker purple
1,equal/far,English,turquoise
2,closer/close,English,bright green
2,further/split,English,primary blue
1,equal/far,English,pink
1,further/split,English,green
2,equal/far,English,yellow green
1,further/split,English,blue
2,closer/close,English,subdued purple
2,further/split,English,bright turqoise
2,further/split,English,grey beige
1,further/split,English,grey
1,equal/far,English,purple
2,further/split,English,bright green
1,equal/far,English,purple
1,equal/far,English,purple
1,closer/close,English,green
2,equal/far,English,primary blue
3,equal/far,English,bright or dull
1,equal/far,English,darker
2,further/split,English,yellow green
1,equal/far,English,turquoise
2,equal/far,English,sky blue
1,further/split,English,blue
1,further/split,English,grey
3,further/split,English,kind of peachy
1,further/split,English,grey
8,closer/close,English,the one in between the other two colors
2,closer/close,English,more blue
1,equal/far,English,green
2,further/split,English,darker green
2,further/split,English,bright blue
2,further/split,English,regular blue
5,further/split,English,sky blue or baby blue
1,further/split,English,sky
2,equal/far,English,neon green
2,closer/close,English,olive green
1,equal/far,English,red
11,closer/close,English,snot green like mucus color not neon more dull than that
3,closer/close,English,kind of plantish
2,closer/close,English,and darkest
1,closer/close,English,notdarkest
2,closer/close,English,second darkest
3,closer/close,English,a little neon
3,closer/close,English,just a tad
2,further/split,English,brighter red
3,further/split,English,coral not orangey
1,further/split,English,yes
7,further/split,English,lighter purple not the grayish tinted one
5,further/split,English,not purple or baby blue
4,equal/far,English,not orange or purple/violet
3,closer/close,English,the bluest one
2,further/split,English,bright green
1,closer/close,English,blue
1,equal/far,English,purple
8,closer/close,English,not purple or blue the grayish tinted one
3,further/split,English,the dull yellow
6,further/split,English,the slightly green one or mustard
4,further/split,English,the slighty greenish one
1,equal/far,English,pink
5,equal/far,English,the one that looks purple/gray
9,closer/close,English,the one with the more purple tint not green
11,closer/close,English,the one that looks like purple meets red brighter pinkish one
1,equal/far,English,pink
1,equal/far,English,green
7,closer/close,English,regular green not the olive looking one
10,closer/close,English,the one that looks brownish/washed out the most sorta tan
1,closer/close,English,pink
2,equal/far,English,green bright
10,further/split,English,not green or baby blue more muted shade of blue
1,equal/far,English,pink
6,further/split,English,not green or pink more purple
7,closer/close,English,muted green not neon or even olive
10,further/split,English,not pink or the one that looks tealish more green
2,further/split,English,bright green
9,closer/close,English,the one that looks like regular puirple sorta darker
1,equal/far,English,goldish
6,closer/close,English,looks exaclty like pink not neon
1,equal/far,English,blueish
3,equal/far,English,darker grayish purple
7,closer/close,English,not purple or that green sorta redish
7,further/split,English,not purple or the brighter greenish one
5,equal/far,English,darkest one almost gray brown
1,equal/far,English,purple
4,further/split,English,brightest blue sorta teal
2,further/split,English,brightest green
6,further/split,English,not yellow or red like brownish
2,equal/far,English,blue tinted
8,closer/close,English,not purple or reddish more gray or green
1,further/split,English,teal
2,closer/close,English,brightest yellow
1,further/split,English,red
1,closer/close,English,grey
1,closer/close,English,pink
2,further/split,English,bright green
1,closer/close,English,tourqoise
2,closer/close,English,bright green
1,further/split,English,taupe
1,further/split,English,red
1,closer/close,English,pink
1,equal/far,English,green
1,further/split,English,taupe
2,closer/close,English,dull pink
1,equal/far,English,purple
1,equal/far,English,green
1,further/split,English,purple
1,further/split,English,pink
1,equal/far,English,tan
1,closer/close,English,green
1,closer/close,English,purple
2,equal/far,English,dull green
2,closer/close,English,neon green
2,closer/close,English,dull green
2,closer/close,English,dull pink
1,equal/far,English,yellow
2,further/split,English,neon green
2,further/split,English,dull pink
1,equal/far,English,pink
2,equal/far,English,dull green
2,closer/close,English,dull green
2,closer/close,English,darker gray
2,further/split,English,neon green
1,further/split,English,purple
1,equal/far,English,purlpl
1,equal/far,English,brown
1,further/split,English,gray
1,equal/far,English,yellow
2,closer/close,English,dark puple
1,equal/far,English,green
2,further/split,English,bright green
1,equal/far,English,red
1,equal/far,English,orange
2,further/split,English,ummm   taupe
1,equal/far,English,green
2,further/split,English,darker purple
5,closer/close,English,middle of the road green
1,further/split,English,purple
1,equal/far,English,yellow
1,closer/close,English,pink
1,equal/far,English,green
2,further/split,English,dark green
5,further/split,English,not lime green olive green
1,closer/close,English,brown
2,equal/far,English,yellowish brown
2,closer/close,English,faded red
2,closer/close,English,brown tint
1,closer/close,English,gray
1,further/split,English,gray
2,further/split,English,dull green
2,closer/close,English,vibrant pink
1,equal/far,English,brown
2,closer/close,English,blueish gray
1,closer/close,English,darker
2,further/split,English,pinkish red
2,equal/far,English,greenish gray
1,equal/far,English,same
1,equal/far,English,gray
4,equal/far,English,same as last round
1,equal/far,English,blue
1,further/split,English,purple
2,further/split,English,dull green
1,equal/far,English,blue
1,equal/far,English,orange
1,equal/far,English,blue
2,equal/far,English,lime green
3,further/split,English,slightly duller green
1,further/split,English,purple
1,equal/far,English,gold
3,equal/far,English,red not pink
2,closer/close,English,grayish green
1,closer/close,English,yellow/brown
1,further/split,English,purple
2,closer/close,English,grayish purple
2,closer/close,English,vibrant purple
1,closer/close,English,darker
2,closer/close,English,kind of
1,closer/close,English,yes
2,further/split,English,dull green
2,further/split,English,blue bright
5,closer/close,English,green but not too green
1,closer/close,English,bluesih
4,equal/far,English,same as last one
1,further/split,English,purple
1,equal/far,English,blue
5,closer/close,English,middle purple kind of vibrant
2,closer/close,English,not pink
2,further/split,English,duller green
3,closer/close,English,most yellow one
1,further/split,English,blue
5,closer/close,English,gray blue slightly more vibrant
1,equal/far,English,pink
2,further/split,English,dull green
2,closer/close,English,dark purple
1,closer/close,English,vibrant
1,closer/close,English,no
1,equal/far,English,red
9,closer/close,English,graish blue more vibrant but not the blue one
1,equal/far,English,purple
1,equal/far,English,reddish
2,closer/close,English,most gray
2,equal/far,English,hot pink
2,further/split,English,vibrant red
6,closer/close,English,pick any too hard to say
4,closer/close,English,not the light one
1,further/split,English,hello
1,further/split,English,hi
1,further/split,English,Orangish
1,equal/far,English,purple
1,equal/far,English,purple
1,closer/close,English,grey
2,equal/far,English,light blue
2,equal/far,English,light blue
1,further/split,English,purple
2,closer/close,English,dark green
2,further/split,English,dark yellow
2,further/split,English,kinda orange
5,closer/close,English,grey with a white tint
2,further/split,English,lime green
1,closer/close,English,pink
5,closer/close,English,grey with a blue tint
1,equal/far,English,grey
1,equal/far,English,yellow
1,further/split,English,purpple
5,further/split,English,grey with a blue tint
5,closer/close,English,blue with a white tint
8,closer/close,English,not the bright blue and not the purple
1,equal/far,English,red
1,further/split,English,orange
1,equal/far,English,yellow
5,further/split,English,kinda like a dark red
2,further/split,English,not pink
1,closer/close,English,grey
5,further/split,English,grey with a red tint
1,further/split,English,grey
1,further/split,English,pink
1,further/split,English,bright
1,equal/far,English,orange
1,further/split,English,yellow
1,further/split,English,bright
5,closer/close,English,grey with a yellowish tint
2,further/split,English,bright blue
2,closer/close,English,dark purple
1,further/split,English,green
4,closer/close,English,lime green kinda neon
1,equal/far,English,brown
1,equal/far,English,green
6,equal/far,English,not bright blue and not grey
1,further/split,English,purple
1,equal/far,English,brown
1,closer/close,English,grey
1,equal/far,English,grey
2,further/split,English,brightest green
1,closer/close,English,pink
4,equal/far,English,has a brownish tinnt
1,closer/close,English,pink
1,equal/far,English,green
2,closer/close,English,lightest purple
1,closer/close,English,bright
1,further/split,English,purple
4,closer/close,English,good working with you
5,closer/close,English,grey with a white tint
1,equal/far,English,red
1,equal/far,English,bright
2,closer/close,English,lightest purple
3,closer/close,English,lightest purple again
1,further/split,English,brown
2,closer/close,English,brightest pink
2,further/split,English,dull green
2,further/split,English,dull green
2,closer/close,English,dull rose
2,equal/far,English,bright green
1,further/split,English,purple
4,equal/far,English,bright blue more greenish
6,closer/close,English,green trash color dull almost yellowy
2,equal/far,English,brighter purple
2,equal/far,English,bright purple
3,further/split,English,slightly brighter purple
3,equal/far,English,bright green aqua
8,closer/close,English,duller purple and good job so far hehe
1,equal/far,English,purple
5,equal/far,English,sorry about that last one
9,equal/far,English,sorry some of the purples look grey to me
1,equal/far,English,ok
2,equal/far,English,bright blue
6,equal/far,English,hard to describe the differences D
6,equal/far,English,bright like royal blue or aqua
1,equal/far,English,aqua
1,equal/far,English,woo
1,equal/far,English,red
2,equal/far,English,brighter purple
1,further/split,English,ok
2,further/split,English,dull blue
4,further/split,English,nicer purple not dull
4,closer/close,English,rose pink not fucschia
5,closer/close,English,or however you spell it
2,further/split,English,brighter blue
5,further/split,English,i call it sky blue
2,closer/close,English,dang ok
1,closer/close,English,sorry
1,closer/close,English,nono
1,closer/close,English,mustard
5,closer/close,English,that was like dijon lol
2,closer/close,English,seafoam green
3,closer/close,English,bluer or greener
5,closer/close,English,greener not the brownish one
1,equal/far,English,yaaay
1,equal/far,English,tan
2,equal/far,English,bright green
2,further/split,English,grey green
3,equal/far,English,dull grey blue
2,further/split,English,hot pink
1,equal/far,English,oops
1,equal/far,English,blue
5,equal/far,English,sorry looked purple to me
5,equal/far,English,ok i will remember that
1,equal/far,English,green
5,closer/close,English,prettier purple a little brighter
2,closer/close,English,like grimace
3,closer/close,English,lol haha sorry
1,closer/close,English,np
4,closer/close,English,greyish green seems duller
1,closer/close,English,woo
1,closer/close,English,purpler
1,closer/close,English,purplest
1,equal/far,English,dull
1,further/split,English,bluest
1,further/split,English,ooh
2,further/split,English,dull green
1,closer/close,English,bluest
1,further/split,English,doh
5,further/split,English,bright green sorry about that
1,closer/close,English,greener
1,further/split,English,blue
1,equal/far,English,green
3,closer/close,English,lightest dullest purple
3,closer/close,English,slughtly brighter blue
1,further/split,English,woo
1,further/split,English,purple
3,equal/far,English,hot bright pink
2,further/split,English,aqua bright
3,closer/close,English,ok this one
11,closer/close,English,it looks a little brighter to me more color more saturated
5,closer/close,English,more blue or more grey
3,closer/close,English,blue i think
4,closer/close,English,we got this hahaha
1,equal/far,English,green
1,equal/far,English,yellow
1,further/split,English,yellowish
2,closer/close,English,leaf green
1,equal/far,English,blue
7,closer/close,English,dull purple not bright and not blue
1,closer/close,English,yellowish
5,closer/close,English,gray maybe hint of blue
1,further/split,English,brown
3,closer/close,English,redish not purple
6,closer/close,English,not bright green not dull yellow
2,closer/close,English,dull purple
2,equal/far,English,redish brown
2,further/split,English,bright blue
2,further/split,English,deep purple
1,equal/far,English,gray
2,further/split,English,bright green/teal
4,closer/close,English,green hint of blue
3,further/split,English,dull blueish green
2,further/split,English,bright blue
1,equal/far,English,red
5,closer/close,English,dull blue with some gray
2,equal/far,English,bright purple
1,equal/far,English,red/orange
1,equal/far,English,purple
1,equal/far,English,redish
1,closer/close,English,um
4,closer/close,English,medium dark dull blue
3,closer/close,English,redish not purplish
1,equal/far,English,gray
2,closer/close,English,yellowish green
1,equal/far,English,green
1,further/split,English,purple
2,closer/close,English,bright purple/pink
5,further/split,English,gray not green not blueish
1,equal/far,English,purple
3,further/split,English,blue not teal
1,equal/far,English,gray
3,closer/close,English,the duller blue
2,closer/close,English,brightest green
5,further/split,English,gray not blue not purple
1,further/split,English,teal
1,further/split,English,blue
7,closer/close,English,deep blue not purple not dull blue
2,further/split,English,redish gray
2,equal/far,English,bright yellow/green
1,equal/far,English,teal
1,further/split,English,brown
6,further/split,English,dark brown not orange not blue/gray
6,closer/close,English,not yellow/green and not bright green
4,further/split,English,more deep purplish blue
3,closer/close,English,a poopy color
2,closer/close,English,sky color
4,closer/close,English,darkest of the colors
2,closer/close,English,most grey
1,closer/close,English,pee
1,equal/far,English,tan
4,closer/close,English,not the brighter yellow
1,equal/far,English,purple
1,equal/far,English,purpleish
2,further/split,English,dull purple
1,further/split,English,teal
2,further/split,English,purple grey
2,closer/close,English,vibrant green
1,equal/far,English,grey
1,further/split,English,tan
1,closer/close,English,orange
1,equal/far,English,greenish
1,further/split,English,yucky
2,equal/far,English,dull purple
1,equal/far,English,yellow
1,equal/far,English,teal
1,closer/close,English,tan
2,further/split,English,duller green
2,equal/far,English,not bright
2,further/split,English,yucky green
