Value,Condition,Language,Message
0,equal/far,English,red
0,closer/close,English,green dullest one no grey cast
0,equal/far,English,blue
0,closer/close,English,blue medium not bright not most dull
0,equal/far,English,yellow
0,further/split,English,purple
0,further/split,English,blue
0,closer/close,English,hot pink
0,equal/far,English,mustard
0,further/split,English,mauve not the hot pink
0,equal/far,English,hotpink
0,equal/far,English,mint
0,closer/close,English,blush not mauve or grey
0,equal/far,English,blue
0,equal/far,English,pink
0,equal/far,English,purple
0,further/split,English,blush pink not hot pink or orange
0,equal/far,English,green
0,closer/close,English,brick red
1,closer/close,English,"more pink, red or orange?"
1,closer/close,English,not the pink or the duller brownish red
1,closer/close,English,brighter red
0,further/split,English,pink
0,closer/close,English,grey
0,further/split,English,lime green bright
0,closer/close,English,grayish green
1,closer/close,English,more green than blue?
1,closer/close,English,no more blue with grey
0,closer/close,English,mauve
1,closer/close,English,mauve with more pinkish color
0,closer/close,English,the one that doesnt look related to the other two?
0,closer/close,English,no it
1,closer/close,English,its more purplish
1,closer/close,English,bright purple or lighter purple
0,closer/close,English,not bright
0,closer/close,English,brick looking mauve
1,closer/close,English,more purple than red?
0,closer/close,English,its not the bright purple and its not the dull mauve
0,further/split,English,mint green not the lime or orange
0,closer/close,English,purple not mauve or pink
0,further/split,English,mauve not purple
0,closer/close,English,blush
0,closer/close,English,the brightest one?
0,closer/close,English,with most pinkish tone
0,closer/close,English,yes brightest
0,equal/far,English,khaki green
0,further/split,English,mauve most purplish tone
0,further/split,English,pink not hot pink one
0,equal/far,English,blue
0,equal/far,English,grey
0,closer/close,English,pink dullest one
0,closer/close,English,not the mauve
0,closer/close,English,"so if you lined them up brightest to dullest, it would be the middle?"
0,closer/close,English,yes
0,equal/far,English,green
0,further/split,English,lime green
0,further/split,English,olive green
0,equal/far,English,red
0,equal/far,English,ooops
0,equal/far,English,tan
0,equal/far,English,gggg
0,equal/far,English,gold
0,equal/far,English,blue
0,closer/close,English,njjjjjjjjjlo
0,closer/close,English,"blue-not pink, not purple"
1,further/split,English,pick the darker of the two blue shades
0,equal/far,English,red
0,equal/far,English,bright yellow
0,closer/close,English,so one has a greenish tint. not that one
0,equal/far,English,pale blue
0,closer/close,English,"not neon green, and not the greenish/brownish"
1,equal/far,English,the brighter blue
0,equal/far,English,what are you doing?
0,equal/far,English,]wait i will do it
0,closer/close,English,neon green/yellow
0,closer/close,English,slate blue
0,closer/close,English,i'd appreciate it if you could pay attention
0,closer/close,English,pink/purple. not light purple. not blue/purple
0,further/split,English,blue
0,further/split,English,yellow
0,further/split,English,can you just exit please
1,closer/close,English,the more purple one.
0,closer/close,English,not blue
0,closer/close,English,not the dullish purple
0,further/split,English,hot pink
0,further/split,English,hh
0,further/split,English,what?
0,equal/far,English,blue
0,equal/far,English,yellow
0,closer/close,English,the darkest blue
0,closer/close,English,pink
0,further/split,English,sage/seaweed green
0,further/split,English,darkest blue
0,closer/close,English,yellow
0,closer/close,English,the most brown shade
0,closer/close,English,tan
0,closer/close,English,darkest purple
0,closer/close,English,medium blue
0,further/split,English,blue
0,further/split,English,purple
0,further/split,English,bright green
0,further/split,English,pink
0,equal/far,English,blue
0,equal/far,English,gold
0,closer/close,English,light green
0,equal/far,English,blue
0,equal/far,English,tan
0,further/split,English,ooppps
0,further/split,English,orange. not the peach one
0,further/split,English,teal
0,equal/far,English,orange
0,closer/close,English,the brightest
0,further/split,English,sage
0,further/split,English,purple
0,equal/far,English,lightest/brightest
0,further/split,English,sage
0,equal/far,English,gray
0,further/split,English,the greenest
0,closer/close,English,not lime green not brown green
0,equal/far,English,light blue
0,closer/close,English,"not magenta, not purple pink"
0,closer/close,English,seems almost vibrant pink
0,further/split,English,grayest one
0,equal/far,English,faded green
0,closer/close,English,"the most lime green, vibrant"
0,equal/far,English,faded pink
0,further/split,English,brown
0,closer/close,English,yellow green
0,closer/close,English,least green
0,further/split,English,magenta
1,further/split,English,less vibrant green
1,closer/close,English,not purple not gray bluer
0,equal/far,English,closest to gray
1,further/split,English,less vibrant green
0,equal/far,English,closest to sky blue
0,further/split,English,most brown not orangey
0,further/split,English,pink brown
0,closer/close,English,not gray not bluegreen
0,closer/close,English,dim green
0,equal/far,English,gray
1,equal/far,English,less purple blue
0,equal/far,English,clay
1,further/split,English,less lime green
0,further/split,English,most purple
0,equal/far,English,orange
0,closer/close,English,not faded green not yellow green
0,closer/close,English,minty
0,equal/far,English,bluest
0,closer/close,English,"not green gray, slightly pink gray"
0,equal/far,English,grayest
0,further/split,English,faded yellow green
0,further/split,English,not gray
0,closer/close,English,"grayest, not green or blue at all"
1,further/split,English,"less sky blue, slightly yellow"
0,equal/far,English,bluest
1,closer/close,English,"not brown red, more faded"
1,further/split,English,more blue
0,further/split,English,magenta
1,closer/close,English,"not lime green, slightly darker green"
0,closer/close,English,not yellow green
0,further/split,English,closest to blue
0,closer/close,English,"not grayish not faded lime, minty"
1,equal/far,English,yeller
0,closer/close,English,grayest
0,closer/close,English,brightest green
0,closer/close,English,graybluest green
0,equal/far,English,not lime green
0,further/split,English,grayest
0,closer/close,English,vibrant true blue
0,equal/far,English,brownest
0,closer/close,English,"not the green gray, not the most purple"
0,equal/far,English,magenta gjgjgjg
0,equal/far,English,you did well.  sorry for the mistakes.  nice meeting you.
0,equal/far,English,np you too
0,further/split,English,the gray one
0,closer/close,English,"it's a medium pink, not the magenta one, nor purple"
0,equal/far,English,orange
0,further/split,English,the less-bright green
0,equal/far,English,the dull greenish-gray
0,closer/close,English,the lightest/most green
0,closer/close,English,sorry
0,equal/far,English,magenta
0,equal/far,English,hot pink
1,closer/close,English,"the mid-range purple, not the brighter one; most lavender-ish"
0,closer/close,English,ugh
0,closer/close,English,sory again
0,equal/far,English,"wow, good job"
0,equal/far,English,green
0,equal/far,English,thx :)
0,equal/far,English,:D
0,equal/far,English,the bluish-gray
0,equal/far,English,hot pink
0,equal/far,English,"ugly weird green, not the bright one"
0,further/split,English,the tan one
0,equal/far,English,blue
0,further/split,English,one that's the most green
0,further/split,English,most green again... sorry
0,further/split,English,wow nice
0,further/split,English,neon green
0,further/split,English,blue
0,equal/far,English,yellow-tan
0,further/split,English,"brightest, grass green"
1,closer/close,English,less bright green. not the teal-ish one
0,closer/close,English,one with the most green in it
0,further/split,English,red (bright)
0,closer/close,English,lightest tan
0,equal/far,English,hot pink (not purple)
0,equal/far,English,most greenish
0,closer/close,English,tan
0,equal/far,English,pink
0,equal/far,English,gray
0,closer/close,English,lightest purple/gray
0,equal/far,English,gray
0,further/split,English,purple
0,further/split,English,yellow
0,equal/far,English,purple
1,closer/close,English,lighter purple
0,further/split,English,gray (not tan)
0,further/split,English,teal
0,equal/far,English,camo green color
0,closer/close,English,brightest green
0,closer/close,English,pink-peach
0,equal/far,English,pink
0,further/split,English,"argh, sorry"
0,further/split,English,most green (no blue-ish)
0,closer/close,English,least bright green
0,further/split,English,green
0,further/split,English,brightest green
0,closer/close,English,brightest pink (not purple)
0,closer/close,English,purple
0,closer/close,English,lightest green
0,closer/close,English,middle-hue green (sorry I'm braindead)
0,further/split,English,omg you're good
0,further/split,English,yellow
0,closer/close,English,right side
1,closer/close,English,The colors in different order on our pages
0,closer/close,English,You need to describe the color
0,closer/close,English,purple pinkish
0,equal/far,English,aqua
0,further/split,English,neon green
0,closer/close,English,grass green
0,equal/far,English,dark blue
0,further/split,English,gray
0,closer/close,English,gray
0,equal/far,English,purple
0,equal/far,English,dark blue
1,further/split,English,gray closer to charcoal
1,further/split,English,gray closer to charcoal
0,further/split,English,Doing great. Solid descriptions
0,equal/far,English,green
0,further/split,English,red
0,equal/far,English,dark orange
1,closer/close,English,gray closer to charcoal
0,closer/close,English,closer to neon green
0,closer/close,English,dull blue they all look the same
0,closer/close,English,closer to neon green
0,closer/close,English,dull violet
0,closer/close,English,dull neon green
0,further/split,English,beige
0,closer/close,English,dark green
0,further/split,English,purple
0,equal/far,English,sky blue
0,further/split,English,dark pink
0,closer/close,English,dull violet
0,closer/close,English,dull blue turqouise
0,closer/close,English,purple
0,equal/far,English,brown
0,closer/close,English,not dark blue
0,further/split,English,gray
0,closer/close,English,cross between gray and green dull
0,equal/far,English,dull red
0,equal/far,English,dark pink
0,further/split,English,hot pink
0,equal/far,English,purpble
0,equal/far,English,green
0,equal/far,English,dull pink
0,further/split,English,gray but not too gray
0,equal/far,English,blue green
0,equal/far,English,gray
0,further/split,English,gray green
0,further/split,English,not grass green
0,closer/close,English,gray
0,further/split,English,dull green
0,further/split,English,purple
0,closer/close,English,mix of pink and violet really dull
0,equal/far,English,sky blue
0,further/split,English,dull green
0,equal/far,English,dull orange sorry
0,further/split,English,grey
0,equal/far,English,lime
0,further/split,English,turqoise
0,further/split,English,orange
0,further/split,English,grey
0,further/split,English,olive
0,equal/far,English,purple
0,further/split,English,purple
0,closer/close,English,magenta
0,equal/far,English,green
0,closer/close,English,dull blue
0,further/split,English,yellow
0,further/split,English,green
0,closer/close,English,purple
0,closer/close,English,pink
0,further/split,English,blue
0,further/split,English,blue
0,further/split,English,tan
0,closer/close,English,grey...
0,equal/far,English,blue
0,equal/far,English,tan
0,equal/far,English,tan
0,further/split,English,sea foam
0,closer/close,English,grey/brown
0,closer/close,English,blue
0,equal/far,English,orange
0,closer/close,English,tan
0,equal/far,English,blue
0,closer/close,English,purple
0,closer/close,English,purple
0,equal/far,English,blue
0,equal/far,English,grey
0,closer/close,English,tree green
0,further/split,English,pink
0,equal/far,English,green
0,equal/far,English,blue
0,equal/far,English,green
0,closer/close,English,bright purple
0,further/split,English,grey
0,closer/close,English,dull blue/purp
0,closer/close,English,blueish grey
0,equal/far,English,green
0,equal/far,English,bright blue
0,closer/close,English,purple?
0,further/split,English,grey
0,further/split,English,grey
0,closer/close,English,bright blue
0,further/split,English,grey
0,equal/far,English,dull pink
0,equal/far,English,salmon / coral
0,equal/far,English,orange
0,further/split,English,brick
0,closer/close,English,grey
1,further/split,English,duller green
0,equal/far,English,redish
1,further/split,English,darker green
0,further/split,English,teal
0,equal/far,English,brownish
0,further/split,English,red
0,equal/far,English,grey
0,equal/far,English,teal
0,equal/far,English,green
0,further/split,English,brick
1,closer/close,English,darker of the brownish
0,further/split,English,red
0,equal/far,English,oj
0,further/split,English,blue
0,equal/far,English,yllow
0,closer/close,English,greyist
1,further/split,English,darker purple
0,closer/close,English,red
0,closer/close,English,dlllest
0,closer/close,English,"blue, bright"
0,closer/close,English,dull
0,further/split,English,greenish
0,further/split,English,dul yellow
0,further/split,English,grey
0,equal/far,English,aqua
0,equal/far,English,pink
0,equal/far,English,aqua
0,closer/close,English,purple
0,closer/close,English,you're good
0,closer/close,English,neon green
0,further/split,English,purple
0,closer/close,English,redest
0,further/split,English,dull purp
0,further/split,English,pink
0,closer/close,English,dark
0,closer/close,English,dullest
0,equal/far,English,grey
0,closer/close,English,medium dull
0,closer/close,English,greenest
0,further/split,English,red
0,equal/far,English,bright
0,closer/close,English,"lightest, dull"
0,further/split,English,greenest
0,equal/far,English,pink
0,equal/far,English,purp
0,closer/close,English,green dull
0,closer/close,English,green
0,equal/far,English,teal
0,further/split,English,purple
0,equal/far,English,blue
1,closer/close,English,the more subdued shade
0,closer/close,English,sort of reddish in tint
1,closer/close,English,like the more plumish color grandma would wear?
0,closer/close,English,gotcha
0,further/split,English,got it :)
0,further/split,English,not the brown and the drabber color of the other two
0,equal/far,English,missed that one  sorry
0,equal/far,English,blue
0,equal/far,English,ah dang
0,equal/far,English,blue green
0,closer/close,English,blue
0,further/split,English,purple
0,closer/close,English,dark blue
0,further/split,English,bright green
0,further/split,English,orange
0,further/split,English,they must be messing with us lol
0,closer/close,English,could be  oh well  this is kinda fun anyway
0,closer/close,English,umm...the middle green
0,closer/close,English,not bright and not subdued
0,closer/close,English,gotcha
0,further/split,English,got it
0,further/split,English,purple
0,closer/close,English,yellowish tint
0,equal/far,English,sort of grayish looking
0,further/split,English,drab bluish
0,further/split,English,lol they both look the same on my screen
1,further/split,English,blue  brighter color
0,further/split,English,yeah   there are some that defy description cause they both look so similar
1,further/split,English,brighter pink
0,equal/far,English,gray
0,closer/close,English,bright green   no bluish tint
0,closer/close,English,bright blue
0,closer/close,English,orange
0,closer/close,English,purple   the other two look pinkish to me
0,equal/far,English,gotcha
0,equal/far,English,red
0,equal/far,English,purple
1,further/split,English,one looks more purpley than the other?
1,further/split,English,yeah  on my screen you want the one that is less purply
0,equal/far,English,sweet
0,equal/far,English,got it
0,equal/far,English,purple
0,closer/close,English,the green that looks sort of bluish
0,equal/far,English,green   love the easy ones :)
0,equal/far,English,lol fosho
0,equal/far,English,red
0,equal/far,English,got it
0,equal/far,English,purple
0,equal/far,English,gray
0,further/split,English,the blue one
0,closer/close,English,this ones tough  ummm  the middle shade  not bright and not muted
0,further/split,English,that's the one
0,further/split,English,sweet!
0,further/split,English,bright green
0,further/split,English,gray
1,further/split,English,bright one  more pink than purple
0,equal/far,English,reddish brown
0,equal/far,English,gray
1,further/split,English,wow  both these purples look the same   ummm the darker one  fuller shade
0,further/split,English,got it
0,further/split,English,yeah could barely tell the difference
0,further/split,English,muted green
0,closer/close,English,blue
1,closer/close,English,more of a brownish color
0,equal/far,English,yep
0,equal/far,English,gray
0,closer/close,English,purple
1,further/split,English,more of a pinkish color
0,closer/close,English,greenish gray
0,equal/far,English,green
0,equal/far,English,reddish tint
0,equal/far,English,yay!
0,closer/close,English,Blue
0,further/split,English,lime green
0,equal/far,English,gray
0,equal/far,English,green
0,further/split,English,brown
0,equal/far,English,bly
0,equal/far,English,blue
0,further/split,English,sky blue
1,closer/close,English,darker green
0,further/split,English,purp
0,further/split,English,light
0,closer/close,English,Brighter purp
0,closer/close,English,almost gray
0,equal/far,English,brownish
0,equal/far,English,pink
1,closer/close,English,darker yellow/green
0,further/split,English,green/grayish
0,closer/close,English,the brightest green not blue
0,closer/close,English,regular green
0,closer/close,English,darkest blue
0,further/split,English,blue/green
0,closer/close,English,greyish
0,closer/close,English,gray
0,equal/far,English,yellow
0,closer/close,English,gray
0,further/split,English,dark green
0,closer/close,English,brown
0,equal/far,English,red/pink
0,equal/far,English,brown
0,further/split,English,blu
0,closer/close,English,lightest blu
0,further/split,English,Barney purple
0,equal/far,English,gren
0,further/split,English,Green normal
0,equal/far,English,dark blue/purp
0,further/split,English,dark purp
0,equal/far,English,oragn
0,further/split,English,gray
0,equal/far,English,dark green
0,equal/far,English,grey/green
0,equal/far,English,ok
0,equal/far,English,blu
0,further/split,English,grey not brown
0,equal/far,English,gray
0,closer/close,English,not darkest blu not gray blu
0,closer/close,English,"dull blue, not gray"
0,equal/far,English,pink/purp
0,closer/close,English,darkest purp
0,further/split,English,darkest green color
0,closer/close,English,dullest color green
0,closer/close,English,green/gray
0,closer/close,English,brownish?
0,closer/close,English,yes
0,further/split,English,purp
0,further/split,English,brownish
0,equal/far,English,goldish
0,equal/far,English,blue
1,further/split,English,The more blue one
1,further/split,English,The darker of the two blues
0,further/split,English,Bright pink
0,closer/close,English,The most blue one-Not purple
0,equal/far,English,Orange
0,equal/far,English,Gray
0,equal/far,English,Tan/Sand colored
0,closer/close,English,The ruby green.  Not the bright green and not pea green
1,closer/close,English,The less bright of the purples.
0,further/split,English,Bright purple
0,closer/close,English,The darkest shade of green
0,further/split,English,The one similar to gray
0,further/split,English,The deepest/brightest of the two purples.  Not the blue one
0,equal/far,English,Gray
0,further/split,English,Bright Blue
0,equal/far,English,Green
0,further/split,English,The wine colored one.  Not purple and not light orange
0,closer/close,English,The darkest of the 3 greens.  Sort of an army green
0,equal/far,English,Rose/Purple
0,equal/far,English,Bright blue
0,closer/close,English,The brightest of the two purples
1,further/split,English,The darker orange.  Not the bright orange
0,equal/far,English,Sand Colored
1,further/split,English,The lighter blue..like an aqua blue
0,further/split,English,Light green.  NOT Army Green
1,closer/close,English,The purple that is the deepest in color and less like wine color
0,closer/close,English,The second lightest of the 3 greens.  Not Army Green and not the brightest green
0,closer/close,English,The deepest of the purples.  Not the wine purple and not the light purple
0,equal/far,English,Gray
0,equal/far,English,Red
1,closer/close,English,The less bright of the two brighter greens
1,further/split,English,Ruby Green.  The lighter of the two greens
0,equal/far,English,Purple/Blue
0,equal/far,English,Green
0,closer/close,English,Gray/Dark Sand
0,further/split,English,gray
0,further/split,English,Pea/Puke Green.  Not the bright green
0,equal/far,English,Yellow
0,closer/close,English,The deepest of the purples/  Not the bright purple and not the blue
1,closer/close,English,Pink/Rose.  The darker of the two pink shades
0,equal/far,English,Blue
0,further/split,English,Dark Blue.  Not bright blue and not the blue/green ruby color
0,further/split,English,Purple
0,equal/far,English,Purple
1,closer/close,English,Not either of the wine/rose colors.  The one that is more dark purple
0,equal/far,English,Brown/Sand
0,equal/far,English,Gray
0,closer/close,English,Not the light green and not the army green...the other bright green
0,further/split,English,it is the brick red color
0,further/split,English,It is slate gray
1,closer/close,English,"it is the lighter, duller purple, closer to lavender"
0,equal/far,English,it is green/gray.
0,closer/close,English,"the most flourescent/aqua of these three green, lapis lazuli!"
0,further/split,English,"The darkest, closest to true blue of the three."
0,further/split,English,Purple!
1,further/split,English,"The darker, more purply of the blues"
0,further/split,English,Gray
0,equal/far,English,"green, bright!"
0,closer/close,English,it's inbetween the other two in redness.
0,closer/close,English,a dull purple
1,closer/close,English,"brightest red, deeper red than the pinkish one."
0,closer/close,English,"the most green of these, almost pure green"
0,equal/far,English,"Dark blue, prussian blue"
1,closer/close,English,"minty green, a bit darker than the other two"
0,equal/far,English,bright green
0,further/split,English,blue!
0,equal/far,English,turquoise/aqua green/blue
0,equal/far,English,yellow
1,closer/close,English,"brightest, purest purple (it is not lavender, not bluebonnet, just purple!)"
0,equal/far,English,RED!!!
0,equal/far,English,Yellow!
0,further/split,English,"turquoise, almost flourescent blue green"
0,equal/far,English,yellow!
0,further/split,English,yellow
0,closer/close,English,"darkest green, not brownish, just dark/dull green."
0,equal/far,English,RED
0,equal/far,English,yellow
1,further/split,English,"darker gray, a little brownish, almost"
0,equal/far,English,yellow
0,further/split,English,"beige, salmon, brown pinkish?  Not blue or yellow."
0,equal/far,English,gray/blue
0,further/split,English,"greenish, not as blue as the other two"
0,equal/far,English,BLUE
0,closer/close,English,"darkest gray, bluish"
0,further/split,English,bluish/purple.  Not as blue as the other blue!
0,equal/far,English,"dull green, not bright at all."
0,closer/close,English,most yellowish of these.
0,closer/close,English,"same color as the previous one, the most yellowish."
0,further/split,English,"pure purple, no brown or turquoise"
0,closer/close,English,"dull green, the most grayish of these three, closest to brown."
0,equal/far,English,purple/blue
0,further/split,English,"green/brownish?  Not blue or bright green, dull green."
0,further/split,English,"grayish, not greenish or purple"
0,further/split,English,"bright, happy green!"
0,equal/far,English,the purple-ish/blue-ish color
0,closer/close,English,the brightest of the greens
0,equal/far,English,the pink/purple color
0,further/split,English,the dull blue/green color
0,equal/far,English,the grayish color
0,equal/far,English,the grayish color
0,further/split,English,the red/gray color
0,further/split,English,the bright purple
0,closer/close,English,the pinkest square
0,closer/close,English,the lavender square
0,further/split,English,the bright true green
0,further/split,English,the grayish color
0,equal/far,English,the blue-ish color
0,further/split,English,the brightest blue
0,equal/far,English,the gray/green color
0,closer/close,English,the brightest one
0,further/split,English,the dull reddish color
0,closer/close,English,the bright green
0,further/split,English,the dull pink
1,further/split,English,the duller not so bright blue
0,equal/far,English,neon green
0,equal/far,English,the pink color
1,further/split,English,the brighter of the greens
0,closer/close,English,the blue/gray
1,further/split,English,the less bright green
0,equal/far,English,orange
0,closer/close,English,the blue/gray
0,equal/far,English,the super bright green/yellow
0,equal/far,English,the teal color
0,closer/close,English,the brightest of the greens
0,closer/close,English,the brown
0,closer/close,English,bright yellow/green
0,closer/close,English,neon pink/purple
0,equal/far,English,green
1,further/split,English,the duller pinkish color
0,further/split,English,the gray/blue
0,equal/far,English,the red/brown/orangeish color
0,equal/far,English,the teal color
0,further/split,English,the bright purple
0,closer/close,English,the green that looks like it might be the crayon you'd pick for grass
1,closer/close,English,would you say its less yellow than the other green
1,closer/close,English,less yellow more green
0,closer/close,English,the blue that is not as bright and sort of sky colored
0,equal/far,English,the pink/purple
0,equal/far,English,the green
0,closer/close,English,the brightest pink
0,further/split,English,blue
0,closer/close,English,the purple/blue color
0,further/split,English,orange
1,closer/close,English,the duller purple
0,further/split,English,the neon blue
0,equal/far,English,orange
0,equal/far,English,grey
1,equal/far,English,pink/lavender
0,equal/far,English,green
0,further/split,English,"green, not teal"
0,further/split,English,teal
0,equal/far,English,blue
0,closer/close,English,the lighest pink
0,further/split,English,turqoise
0,closer/close,English,middle pink
0,closer/close,English,2nd lightest green
0,further/split,English,lavender
1,further/split,English,lighter green
1,closer/close,English,lighter pink
0,closer/close,English,lightest blue
0,further/split,English,blue
0,further/split,English,darkest green
0,further/split,English,moss
0,equal/far,English,not grey or orange
0,further/split,English,pink
0,equal/far,English,yellow
0,closer/close,English,dark pink
0,closer/close,English,darkest lavender
0,closer/close,English,light green
0,further/split,English,orange
0,equal/far,English,lavender
0,closer/close,English,pink
0,further/split,English,not grey or blue
0,closer/close,English,moss
0,further/split,English,light grey
1,further/split,English,Can you tell me more?
0,further/split,English,concrete almost
0,equal/far,English,teal
0,equal/far,English,grey
0,further/split,English,blue
0,equal/far,English,dark green
0,equal/far,English,moss
0,closer/close,English,moss? green
0,equal/far,English,pink
0,closer/close,English,oh boy
0,closer/close,English,concrete
0,closer/close,English,pink
0,further/split,English,blue
0,equal/far,English,grey
0,further/split,English,lavender
1,further/split,English,darker lavender
0,closer/close,English,almost teal/turqouise
1,closer/close,English,more blue based or yellow?
0,closer/close,English,blue
0,further/split,English,pink
0,equal/far,English,blue
0,equal/far,English,yellow
0,closer/close,English,darkest
0,closer/close,English,close to grey
1,further/split,English,darker green
0,closer/close,English,closer to green
0,equal/far,English,moss green
0,closer/close,English,closer to yellow
0,further/split,English,pink
0,equal/far,English,darkest one
0,equal/far,English,pink
0,closer/close,English,closer to moss
1,closer/close,English,darker green
0,closer/close,English,The different color square is the target
0,equal/far,English,Bright Yellow is the target
0,equal/far,English,The pinkish/purple is the target
0,further/split,English,The purple one is the target.. No hue of pink in it
0,equal/far,English,grey one is the target
0,closer/close,English,The grey one..no hint of blue
0,further/split,English,The very bright pink. Kinda looks neon
0,closer/close,English,the orange one know red/pink hue
0,further/split,English,the lime green one
0,further/split,English,the bright green one. Doesn't have a hint of yellow in it
0,further/split,English,The dirty light purple
0,equal/far,English,the bright pink one
0,closer/close,English,the one that has what looks like a teal tint to it.
1,further/split,English,the one with more of a bright blue hue
1,further/split,English,One of the shades of blue. The brighter of the two.
0,closer/close,English,the light purple one. Does not have really a hint of pink
0,equal/far,English,the grey one
0,equal/far,English,the pinkish one
0,further/split,English,one of the grey's that has the purpleish tint to it
0,further/split,English,the pink one
0,equal/far,English,bright purple one
0,further/split,English,blue one
0,further/split,English,bright purple
1,closer/close,English,brighter green. kind of neon like
0,closer/close,English,the grey that has a pinkish tint to it
0,equal/far,English,green
0,further/split,English,greenish grey
0,equal/far,English,light blue/teal
0,equal/far,English,grey
1,closer/close,English,brighter grey that has a hint of blue in it
1,further/split,English,the pinkish/purple one. more of a purple hue
0,equal/far,English,lime green
0,equal/far,English,pinkish grey one
0,equal/far,English,pink one
0,further/split,English,bright green. Neon with yellowish tint
0,equal/far,English,pink
0,equal/far,English,green
0,equal/far,English,purple
0,equal/far,English,green
0,further/split,English,dull pink
0,further/split,English,olive
0,further/split,English,bright blue
0,further/split,English,gray
0,further/split,English,bright blue
0,further/split,English,beige
0,further/split,English,yellow
0,further/split,English,olive
0,closer/close,English,blue
1,further/split,English,blue that seem duller
0,equal/far,English,pink
0,further/split,English,orange
0,equal/far,English,olive
0,equal/far,English,dull purple
0,equal/far,English,yellow
0,closer/close,English,purple
0,closer/close,English,olive
0,closer/close,English,dull pink
0,closer/close,English,bright yellow
0,further/split,English,pink
0,further/split,English,bright purple
0,equal/far,English,red
0,closer/close,English,olive
0,closer/close,English,olive
0,closer/close,English,bright green
0,closer/close,English,bright purple
0,equal/far,English,purple
0,closer/close,English,dull purple
0,equal/far,English,pink
0,equal/far,English,bright blue
0,equal/far,English,dull purple
1,closer/close,English,darker purple
0,further/split,English,salmone
1,further/split,English,darker green
0,equal/far,English,purple
0,equal/far,English,pink
0,further/split,English,blue
0,equal/far,English,pnk
0,closer/close,English,dull purple
0,closer/close,English,gray
0,equal/far,English,gray
0,equal/far,English,blue
1,closer/close,English,purple darker
1,closer/close,English,darker blue
0,equal/far,English,pink
0,further/split,English,purple
0,further/split,English,bright green
0,closer/close,English,pink
0,closer/close,English,green yellow
0,further/split,English,blue
0,further/split,English,"blue, but not the bright one"
1,further/split,English,lighter teal
1,further/split,English,the one that is a little more green?
0,further/split,English,yes
1,closer/close,English,the brighter yellowy green
1,further/split,English,the brighter yellowy green
0,further/split,English,green
0,closer/close,English,the purply grayish blue
1,further/split,English,the darker red
0,equal/far,English,blue
0,equal/far,English,green
0,closer/close,English,bright blue
0,equal/far,English,purple
0,equal/far,English,gray
0,equal/far,English,dark pink
0,closer/close,English,lime yellowy green
0,further/split,English,gray
0,closer/close,English,army green
0,closer/close,English,bright pink
0,equal/far,English,yellow
1,further/split,English,brighter blue
0,closer/close,English,muted rose
0,equal/far,English,purply blue
0,equal/far,English,one looks definitely blue and one definitely purple and one grey. the really purple?
0,equal/far,English,yes
0,equal/far,English,red
0,closer/close,English,gray
1,further/split,English,brighter yellow
1,further/split,English,one is kind of greenish and one more orange
0,further/split,English,orange
0,further/split,English,pink
0,equal/far,English,gray
1,closer/close,English,lighter teal
1,closer/close,English,brighter lime green
1,further/split,English,darker green
0,closer/close,English,pink
1,further/split,English,lighter green
0,equal/far,English,pink
0,equal/far,English,green
0,equal/far,English,blue
1,closer/close,English,the darker of the 2 grays. it's a little more gray than the other
1,closer/close,English,less purple?
1,closer/close,English,yes...this one is kind of tough to describe. it's more of the brown gray
0,equal/far,English,blue
0,further/split,English,army green
1,further/split,English,the one that is more pink
0,equal/far,English,orange
1,closer/close,English,brighter green kind of like a mint green
0,equal/far,English,blue
0,equal/far,English,tan
1,closer/close,English,the one that is a lighter blue/teal
0,closer/close,English,the gray that has a purply look to it
1,further/split,English,the darker of the 2 pinks
1,closer/close,English,the more orange one
1,closer/close,English,lighter?
0,closer/close,English,yes
1,closer/close,English,the lighter of the blues
0,closer/close,English,one is greenish one bluish and one grayish beige
1,closer/close,English,it would be the one more greenish
0,further/split,English,lime green
0,further/split,English,teal
1,further/split,English,deeper green
0,further/split,English,yellow
1,closer/close,English,not the deepest blue but not the brighter one either
0,further/split,English,green
0,equal/far,English,reddish color
0,equal/far,English,orangy
0,closer/close,English,the purply and not the very gray but has a bluish tinge
0,equal/far,English,blue
0,equal/far,English,gray
0,further/split,English,deeper reddish brick color
0,equal/far,English,yelloy greeny
0,equal/far,English,red
1,closer/close,English,the deeper red brick color
1,further/split,English,the grayer color
0,further/split,English,gray
1,closer/close,English,the darker gray
1,closer/close,English,the deeper greener tinged color
0,further/split,English,gray
1,further/split,English,not the brighter purply color but the darker one
0,equal/far,English,bright bluish tourquoise
1,further/split,English,not the obvious gray but the lighter one
0,further/split,English,"gray, purple or bright magenta"
0,further/split,English,gray
0,further/split,English,mustard color
1,equal/far,English,darker bright blue
0,equal/far,English,purple
0,closer/close,English,gray
0,equal/far,English,green
1,further/split,English,the darker of the blues
0,closer/close,English,blue
0,equal/far,English,blue
0,equal/far,English,red
1,further/split,English,the brighter purple
0,further/split,English,the bluish gray
0,further/split,English,green
1,closer/close,English,not the lime green but the other brighter green
0,closer/close,English,"blue, dark purple or light purple"
0,closer/close,English,blue
1,closer/close,English,the greener gray
0,equal/far,English,green
1,further/split,English,the brighter limish green
0,closer/close,English,gray
0,further/split,English,green
0,closer/close,English,lime
0,equal/far,English,green
