workerid,totalLength,gameID,thinksHuman,confused,comments,ratePartner,role,nativeEnglish,score
519,835362,5672-9,no,yes,FUN!!!!,loved,listener,yes,46
520,562594,3225-1,yes,yes,Good partner.,loved,listener,yes,46
521,568406,8954-7,yes,yes,Great experiment!,loved,speaker,yes,44
522,63287,1705-9,yes,yes,,liked,listener,yes,0
523,1155242,3682-0,yes,yes,,liked,listener,yes,47
524,697960,5493-b,yes,yes,,loved,speaker,yes,48
525,682990,4974-e,yes,yes,,okay,speaker,yes,47
526,1165538,5104-8,yes,yes,I really enjoyed this and it was obvious that the other player was real. Thank you!,loved,speaker,yes,45
527,527200,7455-a,yes,yes,,okay,speaker,yes,44
528,1711014,9405-b,yes,yes,fun,liked,speaker,yes,48
529,891101,9175-b,yes,yes,None,liked,speaker,yes,44
530,512194,4126-9,yes,yes,,liked,listener,yes,44
531,684927,5451-1,yes,yes,It was fun!,loved,speaker,yes,49
532,1238239,5239-4,yes,yes,,liked,speaker,yes,47
533,662133,7344-b,yes,yes,None.,loved,listener,yes,46
534,980602,4958-b,yes,yes,,okay,listener,yes,48
535,715301,6837-4,yes,yes,,liked,speaker,yes,43
536,662319,3940-b,yes,yes,,liked,speaker,yes,47
537,745363,9586-c,yes,yes,,loved,speaker,yes,49
538,620070,1729-3,yes,yes,,okay,listener,yes,47
539,451037,2794-c,yes,yes,,liked,speaker,yes,44
540,702806,8233-5,yes,yes,The experiment auto clicked to this page in round 18/50????,okay,speaker,yes,16
541,810014,3111-d,yes,yes,fun!,loved,speaker,yes,49
542,703165,5451-1,yes,yes,"It was fun, I would be great as an online game :)",loved,listener,yes,49
543,1040920,5035-e,yes,yes,,liked,listener,yes,47
544,846897,1686-e,yes,yes,no,loved,listener,yes,45
545,892158,3999-9,yes,yes,,liked,speaker,yes,47
546,1783234,3012-6,yes,yes,,loved,listener,yes,48
547,520608,4126-9,yes,yes,,okay,speaker,yes,44
548,1455757,8855-6,yes,yes,Tricky challenging HIT!,loved,speaker,yes,46
549,796295,6468-7,yes,yes,,okay,listener,yes,46
550,798624,3111-d,yes,yes,no,liked,listener,yes,49
551,746117,3866-e,yes,yes,no,loved,speaker,yes,45
552,1258448,3319-d,yes,yes,This was fun and I had a great partner.,loved,listener,yes,49
553,1551645,9348-d,yes,yes,i finished 39 clues---i thought i was fast but my partner said i was slow and quit,not much,speaker,yes,28
554,998364,3734-3,yes,yes,Thanks!,loved,listener,yes,48
555,858846,8354-d,yes,yes,,okay,listener,yes,46
556,488604,6325-a,yes,yes,,not much,speaker,yes,26
557,569834,8270-5,yes,yes,,liked,speaker,yes,46
558,113368,9941-b,no,yes,I did not get paired with anyone. The page auto advanced to this page.,not much,listener,yes,0
559,1056807,3938-b,yes,yes,,loved,speaker,yes,48
560,1081460,4706-9,yes,yes,Fun one! :) Great partner!,loved,listener,yes,48
561,290365,9895-8,yes,yes,"It stopped itself at round 10/50, I hope that&quotechars OK!",not much,listener,yes,8
562,1087710,6377-0,yes,yes,,loved,speaker,yes,49
563,767338,3949-8,yes,yes,This was challenging and fun!,liked,speaker,yes,18
564,1380427,1543-e,yes,yes,,okay,listener,yes,43
565,572035,2600-1,yes,yes,,loved,listener,yes,48
566,818647,1173-5,yes,yes,,okay,speaker,yes,46
567,663568,0891-0,yes,yes,,loved,listener,yes,48
568,890460,1169-b,yes,yes,"No, thank you.",loved,speaker,yes,42
569,657877,0373-5,yes,yes,,liked,speaker,yes,42
570,574760,1082-8,yes,yes,,liked,speaker,yes,46
571,708119,3942-1,yes,yes,no,loved,speaker,yes,42
572,849099,8141-6,yes,yes,No.,loved,listener,yes,49
573,591482,7251-8,yes,yes,,liked,speaker,yes,45
574,605680,3920-e,yes,yes,,liked,speaker,yes,46
575,884788,8089-4,yes,yes,Partner was easy to work with and had a great understanding of the colors and very talkative.,liked,speaker,yes,40
576,595045,3358-0,yes,yes,,okay,listener,yes,39
577,715416,2914-3,yes,yes,Not particularly! It was more fun than most.,liked,listener,yes,47
578,1056301,5035-e,yes,yes,It was fun,loved,speaker,yes,47
579,1724104,6730-a,yes,yes,"Do not know why the experiment only allowed 47 rounds, was looking forward to all 50.",loved,listener,yes,29
580,710681,4879-7,yes,yes,,liked,listener,yes,48
581,831503,5532-5,yes,yes,Thanks!,loved,speaker,yes,47
582,1360431,0672-a,yes,yes,,liked,speaker,yes,47
583,885244,9175-b,yes,yes,,liked,listener,yes,44
584,855257,2472-9,yes,yes,Fun!,liked,speaker,yes,41
585,101591,5604-e,yes,yes,,not much,speaker,yes,0
586,579867,8767-6,yes,yes,,okay,listener,yes,45
587,812255,5199-4,yes,yes,Thank you,loved,speaker,yes,45
588,1051348,3938-b,yes,yes,This experiment was very fun. I hope to do more in the future.,loved,listener,yes,48
589,1025467,2921-f,yes,yes,,loved,listener,yes,48
590,679124,3206-1,yes,yes,,liked,listener,yes,48
591,819062,8535-b,yes,yes,no,liked,listener,yes,45
592,446602,2178-4,yes,yes,,loved,speaker,yes,50
593,725944,1397-6,yes,yes,No comment,not much,listener,yes,42
594,915007,6036-e,yes,yes,"Appreciate it, again!",liked,speaker,yes,44
595,853944,1686-e,yes,yes,No.,loved,speaker,yes,45
596,992553,3864-c,yes,yes,,not much,listener,yes,41
597,1003414,8890-2,yes,yes,Most fun hit I&quotecharve ever done. I was cracking up.,loved,listener,yes,43
598,1013712,5781-2,yes,yes,,liked,listener,yes,46
599,1389730,0780-8,yes,yes,It was refreshing to actually be paired WITH A REAL PERSON after hundreds of surveys the claim that you are paired with a person and it is nothing but DECEPTION. BTW you might want to add a colorblind warning to your HIT description.,liked,listener,yes,46
600,1001754,5519-4,yes,yes,,okay,listener,yes,48
601,707832,7488-3,yes,yes,Great experiment!,loved,speaker,yes,46
602,616194,4893-9,yes,yes,,loved,listener,yes,49
603,1007270,3864-c,yes,yes,,okay,speaker,yes,41
604,627373,6765-6,yes,yes,,okay,speaker,yes,44
605,653907,5589-f,yes,yes,,loved,speaker,yes,49
606,1048293,5781-2,yes,yes,"Third round and still not easy describing! Greys, purples greens, yikes! Still fun though!",liked,speaker,yes,46
607,589190,1099-8,yes,yes,,loved,speaker,yes,48
608,604253,1103-8,yes,yes,,not much,listener,yes,42
609,658285,1729-3,yes,yes,,okay,speaker,yes,47
610,932852,4080-f,yes,yes,,loved,speaker,yes,45
611,1013524,0002-7,yes,yes,,liked,speaker,yes,45
612,779249,9013-6,yes,yes,No Comments Thanks For Asking Though :),liked,listener,yes,41
613,631114,0448-f,yes,yes,,liked,listener,yes,45
614,978349,8890-2,yes,yes,,loved,speaker,yes,43
615,568385,8367-b,yes,yes,Fun HIT. Thanks!,loved,speaker,yes,47
616,935800,7201-5,yes,yes,No,loved,listener,yes,47
617,624455,8366-5,yes,yes,,loved,speaker,yes,49
618,614563,4339-d,yes,yes,No.,loved,speaker,yes,47
619,914801,0215-2,yes,yes,,not much,listener,yes,47
620,811716,8084-4,yes,yes,,okay,speaker,yes,43
621,902313,7941-a,yes,yes,,okay,listener,yes,47
622,931630,2220-9,yes,yes,"I want to be the speaker, i feel like my partner wasnt as descriptive as I could be.",not much,listener,yes,43
623,661493,3940-b,yes,yes,no,loved,listener,yes,47
624,544367,7984-6,yes,yes,Thanks!,liked,speaker,yes,46
625,1352804,0672-a,yes,yes,,okay,listener,yes,47
626,593110,3466-0,yes,yes,,loved,speaker,yes,48
627,758244,3000-6,yes,yes,,not much,listener,yes,44
628,95796,3524-2,,NA,,NA,listener,NA,0
629,1243383,2200-3,yes,yes,no,not much,listener,yes,46
630,660164,5395-f,yes,yes,,loved,speaker,yes,44
631,703868,5395-f,yes,yes,I think my partner is either a little color blind or has something making their colors look different on the screen. And they definitely could have been more descriptive/helpful. Still fun though!,not much,listener,yes,44
632,561194,8985-a,yes,yes,,loved,speaker,yes,48
633,1082194,9978-f,yes,yes,thanks!,loved,speaker,yes,49
634,1308460,5463-0,yes,yes,,loved,speaker,yes,49
635,918113,7724-9,yes,yes,,loved,listener,yes,43
636,604418,7736-e,yes,yes,,okay,speaker,yes,48
637,701003,8517-9,yes,yes,,liked,speaker,yes,46
638,640805,0513-8,yes,yes,nope,liked,listener,yes,38
639,701306,4752-7,yes,yes,,liked,speaker,yes,50
640,733080,6837-4,yes,yes,,liked,listener,yes,43
641,914654,1055-e,yes,yes,This is an interesting experiment!,okay,listener,yes,43
642,795369,1359-d,yes,yes,I thought this was fun,loved,listener,yes,50
643,768538,0424-8,no,yes,They messed up a few colors. Maybe their monitor is different.,not much,listener,yes,47
644,496308,6171-1,yes,yes,No comment,liked,listener,yes,45
645,1160555,6238-a,yes,yes,We did a very good job and this game is always fun. First time being the speaker and we got 50/50. Thanks for the opportunity.,loved,speaker,yes,50
646,996557,2783-c,yes,yes,,okay,speaker,yes,47
647,887706,0847-6,yes,yes,,loved,speaker,yes,48
648,844349,6552-b,yes,yes,This was different and fun,loved,speaker,yes,45
649,475771,4340-c,yes,yes,,okay,listener,yes,45
650,817034,5830-5,yes,yes,no,liked,speaker,yes,49
651,119164,1179-b,yes,yes,My partner left and I was forwarded to this page.,not much,listener,no,0
652,663248,3816-5,yes,yes,No.,loved,speaker,yes,43
653,546765,8642-0,yes,yes,,liked,listener,yes,45
654,917672,0215-2,yes,yes,,not much,speaker,yes,47
655,594594,6619-3,yes,yes,no,liked,listener,yes,50
656,701109,3682-7,yes,yes,,not much,speaker,yes,34
657,654823,5128-f,yes,yes,,liked,speaker,yes,49
658,1080075,6377-0,yes,yes,,liked,listener,yes,49
659,1038259,0235-d,yes,yes,no,liked,listener,yes,44
660,1011183,8032-5,no,yes,,liked,listener,yes,41
661,820646,7133-7,yes,yes,,okay,listener,no,40
662,699978,6559-2,yes,yes,,not much,listener,yes,45
663,634504,5854-b,yes,yes,,loved,speaker,yes,46
664,893745,3603-b,yes,yes,Partner was easy to work with but wasn&quotechart much of a talker in terms of giving out details.,okay,listener,yes,44
665,71339,7058-4,yes,yes,No partner.,not much,listener,yes,0
666,772037,9013-6,yes,yes,,liked,speaker,yes,41
667,944423,7941-a,yes,yes,it is not so easy to describe which of 3 similar greens. I notice that one comes up quite a few times,okay,speaker,yes,47
668,726249,2617-5,yes,yes,no,liked,speaker,yes,30
669,1296831,7286-3,yes,yes,they were super impatient,not much,speaker,yes,46
670,869083,7007-b,yes,yes,No.,loved,speaker,yes,49
671,828976,7653-9,yes,yes,no,liked,speaker,yes,50
672,1159530,6238-a,yes,yes,It was fun. Thank you!,loved,listener,no,50
673,26662,0476-7,no,yes,no partner matched,loved,listener,yes,0
674,750761,7134-9,yes,yes,,okay,listener,yes,45
675,651084,0373-5,yes,yes,Awesome and fun! Thanks for the Hit!,liked,listener,yes,42
676,1105095,1070-6,yes,yes,My partner ROCKED!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,loved,speaker,yes,44
677,630734,4741-4,yes,yes,no,loved,listener,yes,46
678,2240648,7502-4,yes,yes,No Comments Thanks For Asking though :),loved,listener,yes,42
679,810339,8084-4,yes,yes,,liked,listener,yes,43
680,614165,0492-5,yes,yes,,liked,speaker,no,42
681,1113187,8461-d,yes,yes,,loved,speaker,yes,44
682,914358,0144-d,yes,yes,,okay,speaker,yes,45
683,802242,9258-7,yes,yes,,liked,speaker,yes,48
684,785074,7607-b,yes,yes,"Thank you, very fun!",loved,listener,yes,47
685,743783,2068-1,yes,yes,,liked,listener,yes,43
686,1308261,5463-0,yes,yes,Nope,liked,listener,yes,49
687,930461,5971-3,yes,yes,,okay,listener,yes,48
688,505848,6433-2,yes,yes,,liked,speaker,yes,47
689,518138,8502-d,yes,yes,,okay,listener,yes,49
690,804101,4915-7,yes,yes,,loved,speaker,yes,47
691,790872,6547-7,yes,yes,No.,not much,listener,yes,42
692,621004,8452-5,yes,yes,No,okay,listener,yes,46
693,631912,5111-1,yes,yes,,loved,speaker,yes,50
694,701279,8233-7,yes,yes,,liked,speaker,yes,47
695,1154828,6736-1,yes,yes,,okay,speaker,yes,49
696,1486366,7480-8,yes,yes,,okay,listener,yes,45
697,610255,0492-5,yes,yes,,loved,listener,yes,42
698,1002785,0237-1,yes,yes,,liked,listener,yes,45
699,710770,5225-2,yes,yes,,loved,speaker,yes,50
700,79504,0573-1,yes,yes,I never got a partner,not much,listener,yes,0
701,104014,3858-6,yes,yes,I guess they got disconnected because it shot me to this page before it was over.,okay,listener,yes,0
702,808434,2406-5,yes,yes,no,okay,speaker,yes,48
703,1423855,0923-5,yes,yes,Thanks for the fun HIT!,loved,speaker,yes,49
704,590060,8642-0,yes,yes,,liked,speaker,yes,45
705,1422386,3162-4,yes,yes,,liked,speaker,yes,48
706,619487,3336-1,yes,yes,thanks,okay,speaker,yes,47
707,936649,4229-d,yes,yes,,liked,speaker,yes,43
708,663224,7122-8,yes,yes,,liked,listener,yes,49
709,870616,0082-f,yes,yes,,liked,listener,yes,43
710,1342936,5718-7,yes,yes,interesting.  can&quotechart wait to see the computer on the other end!,liked,listener,yes,47
711,706056,2617-5,yes,yes,No comment,not much,listener,yes,30
712,124805,9967-b,yes,yes,"I dont know what happened, i am guessing the other turker disconnected?",not much,listener,yes,0
713,1186236,1070-6,yes,yes,Difference in screen colors added a few issues.,liked,listener,yes,44
714,946902,0473-c,yes,yes,None,loved,speaker,yes,48
715,1917796,7383-6,yes,yes,,liked,listener,yes,48
716,811702,2010-8,yes,yes,,loved,listener,yes,49
717,868503,1643-5,yes,yes,"We missed a few, but it was fun as can be. Always a pleasure doing this HIT.",loved,listener,yes,46
718,1328374,5718-7,yes,yes,,okay,speaker,yes,47
719,684601,0119-4,yes,yes,,liked,speaker,yes,49
720,619724,0448-f,yes,yes,,loved,speaker,yes,45
721,1093190,7224-2,no,yes,"this was interesting, thanks!",okay,listener,yes,40
722,1216170,2066-9,yes,yes,,not much,speaker,yes,42
723,615232,0678-3,yes,yes,,okay,speaker,yes,47
724,724002,0599-7,yes,yes,No,okay,speaker,yes,46
725,810711,4024-b,yes,yes,,loved,listener,yes,47
726,973450,8636-b,yes,yes,,okay,listener,yes,44
727,437104,3375-b,yes,yes,,okay,speaker,yes,48
728,35459,7597-5,yes,yes,thank you,okay,listener,yes,0
729,544213,1670-2,yes,yes,,liked,listener,yes,46
730,710888,8233-7,yes,yes,no,loved,listener,yes,47
731,821946,4950-2,yes,yes,,liked,listener,yes,42
732,1074910,5313-a,yes,yes,thank you that was a lot of fun!,loved,listener,yes,43
733,1091372,4631-4,yes,yes,,okay,speaker,yes,46
734,1129841,6597-6,yes,yes,None,liked,speaker,yes,44
735,749103,7134-9,yes,yes,,liked,speaker,yes,45
736,538930,6407-f,yes,yes,,okay,speaker,yes,44
737,588542,3661-6,yes,yes,,loved,speaker,yes,49
738,668361,7941-7,yes,yes,no,liked,speaker,yes,49
739,681150,3174-b,yes,yes,,loved,speaker,yes,47
740,678972,7675-4,yes,yes,I&quotecharm moderately colorblind so a lot of those were hard.,loved,listener,yes,43
741,1596443,6748-0,yes,yes,,liked,speaker,yes,39
742,649029,3816-5,yes,yes,,okay,listener,yes,43
743,505976,6171-1,yes,yes,,okay,speaker,yes,45
744,914668,4080-f,yes,yes,,loved,listener,yes,45
745,592731,3225-1,yes,yes,,loved,speaker,yes,46
746,901113,4629-a,yes,yes,,liked,listener,yes,48
747,650821,6765-6,no,yes,a couple of the colors we did have widely different views of,liked,listener,yes,44
748,763358,7607-b,yes,yes,no,loved,speaker,yes,47
749,1157984,6736-1,yes,yes,,liked,listener,yes,49
750,754407,0424-8,yes,yes,,liked,speaker,yes,47
751,750016,6771-0,yes,yes,no,liked,speaker,yes,49
752,782555,3120-1,yes,yes,,liked,speaker,yes,46
753,595273,9490-3,yes,yes,,loved,listener,yes,48
754,115035,1830-9,no,confused,My partner didn&quotechart communicate with me at all. I saw nothing on the screen.,not much,listener,yes,0
755,1164693,8855-6,yes,yes,,loved,listener,yes,46
756,544851,1670-2,yes,yes,,loved,speaker,yes,46
757,695194,4752-7,yes,yes,,liked,listener,yes,50
758,1053681,0235-d,yes,yes,this was really fun and intresting,loved,speaker,yes,44
759,1156031,1193-e,yes,yes,,liked,listener,yes,41
760,653196,2576-f,yes,yes,,okay,speaker,yes,44
761,745366,7488-3,yes,yes,I wonder if some people are colorblind and do not know it,okay,listener,yes,46
762,1346518,9115-f,yes,yes,,liked,speaker,yes,46
763,472902,5801-8,yes,yes,,not much,speaker,yes,41
764,162594,7556-c,yes,yes,I am not sure what happened. We only did 3 rounds and the final survey came up.,okay,listener,yes,2
765,555307,1772-b,yes,yes,,okay,speaker,yes,47
766,835388,4950-2,yes,yes,no comments,loved,speaker,yes,42
767,701604,6338-3,yes,yes,thanks,loved,listener,yes,48
768,791789,9839-4,yes,yes,,liked,speaker,yes,44
769,608762,6710-f,yes,yes,No.,liked,speaker,yes,45
770,167425,5185-7,yes,yes,"I don&quotechart know what happened but I was never in actual contact with another player. I sent the color in the first round, then had a few minutes of waiting, then bumped to this page.",not much,speaker,yes,0
771,628780,3285-1,yes,yes,,loved,listener,yes,46
772,768504,9054-b,yes,yes,No comment,okay,speaker,yes,44
773,585435,2600-1,yes,yes,,liked,speaker,yes,48
774,800677,5087-4,yes,yes,,liked,speaker,yes,48
775,870205,1788-3,yes,yes,,loved,listener,yes,26
776,1462275,3162-4,yes,yes,Extremely fun but I think that is attributed to how well my partner and I worked together,loved,listener,yes,48
777,1076726,2802-b,yes,yes,no,okay,listener,yes,47
778,1106580,2802-b,yes,yes,this took 21 minutes for the whole HIT,liked,speaker,yes,47
779,839521,4000-9,yes,yes,,liked,speaker,yes,42
780,167627,8065-f,yes,yes,Internet crapped out.,liked,listener,yes,7
781,685930,8034-c,yes,yes,,loved,listener,yes,48
782,952336,5932-1,yes,yes,No,not much,listener,yes,43
783,588301,1754-1,yes,yes,It&quotechars interesting figuring out a common vocab to work with,liked,listener,yes,49
784,815423,2406-5,yes,yes,"Actually kinda fun, thanks!",liked,listener,yes,48
785,960991,8595-6,no,yes,,liked,speaker,yes,45
786,924483,7724-9,yes,yes,Enjoyable study,liked,speaker,yes,43
787,477541,7455-a,yes,yes,,liked,listener,yes,44
788,624257,5854-b,yes,yes,,loved,listener,yes,46
789,605710,9490-3,yes,yes,,liked,speaker,no,48
790,1119028,0532-1,yes,yes,,loved,listener,yes,47
791,553868,9290-6,yes,yes,Awesome. :-),loved,listener,yes,48
792,788542,5087-4,yes,yes,,loved,listener,yes,48
793,917603,2377-f,yes,yes,,not much,listener,yes,38
794,1016458,3734-3,yes,yes,Its fun,loved,speaker,yes,48
795,181911,3556-8,yes,yes,NONE,not much,speaker,yes,0
796,584092,6720-4,yes,yes,,loved,speaker,yes,49
797,626939,4893-9,yes,yes,Really fun and enjoyable study,loved,speaker,yes,49
798,1001841,8636-b,yes,yes,Great experiment!,okay,speaker,yes,44
799,1576215,9375-7,yes,yes,,liked,listener,yes,47
800,650573,9290-6,yes,yes,,loved,speaker,yes,48
801,568423,1754-1,yes,yes,Great experiment!,loved,speaker,yes,49
802,688905,6338-3,yes,yes,,liked,speaker,yes,48
803,740194,1102-0,yes,yes,,liked,listener,yes,45
804,869080,6819-e,yes,yes,,liked,speaker,yes,44
805,1089252,4631-4,yes,yes,,okay,listener,yes,46
806,1551990,9823-2,yes,yes,This was interesting and fun. A lot harder than I thought it would be!,loved,speaker,yes,48
807,793487,7246-8,yes,yes,"FUN AND FUN, THANK YOU :) I HOPE WE DID WELL...",loved,speaker,yes,40
808,788736,4915-7,yes,yes,Have a good night! Thank you! :),loved,listener,yes,47
809,698652,8089-4,yes,yes,,loved,listener,yes,40
810,583968,3947-0,yes,yes,,liked,listener,yes,44
811,636486,7811-5,yes,yes,,loved,listener,yes,49
812,869669,6819-e,no,yes,,not much,listener,yes,44
813,1419476,0923-5,yes,yes,,loved,listener,no,49
814,1237373,2811-d,yes,yes,,liked,speaker,yes,46
815,1177193,1193-e,yes,yes,It was a lot of fun!! Thank you!!,liked,speaker,yes,41
816,638908,3924-e,yes,yes,We got a perfect score!,loved,speaker,yes,50
817,615987,8436-e,yes,yes,,liked,speaker,yes,48
818,838162,2955-4,yes,yes,,liked,speaker,yes,44
819,775854,3949-8,yes,yes,The HIT ended abruptly only 21 rounds in.  Oh well.,liked,listener,yes,18
820,642392,0742-4,yes,yes,no,liked,speaker,yes,43
821,1218621,0851-9,yes,yes,,loved,speaker,yes,49
822,1398105,2066-9,yes,yes,"I suspect my partner was trying their best, but several times, s/he would say ""green"" even though the color they were referencing was a dull gray tone. This could have been due to outdated equipment or a lack of color normalization on their end. If possible, I suggest adding a color normalization feature to the experiment during the instruction phase that could help to minimize conflicts between what one person sees and what their partner sees.",not much,listener,yes,42
823,633375,3924-e,yes,yes,Great and very fun study!,loved,listener,yes,50
824,756131,5335-b,yes,yes,none,liked,speaker,yes,42
825,929988,4742-a,yes,yes,,okay,listener,no,45
826,699484,5225-2,yes,yes,,okay,listener,yes,50
827,669038,8236-1,yes,yes,No,okay,speaker,yes,46
828,35023,1574-d,no,yes,,not much,listener,yes,0
829,803536,4285-a,yes,yes,Fun!,liked,listener,yes,45
830,686423,4974-e,yes,yes,,loved,listener,yes,47
831,1092103,9149-3,yes,yes,no,loved,speaker,yes,46
832,1304305,7286-3,yes,yes,Other person seemed distracted,okay,listener,yes,46
833,1224781,8456-e,yes,yes,no,loved,listener,yes,46
834,739310,9586-c,yes,yes,,liked,listener,yes,49
835,1923675,7383-6,yes,yes,fun,liked,speaker,yes,48
836,710227,6559-2,yes,yes,no,okay,speaker,yes,45
837,221296,3845-1,yes,yes,,liked,listener,yes,9
838,66724,2773-d,yes,yes,,loved,listener,yes,0
839,1074656,5313-a,yes,yes,lots of fun!,loved,speaker,yes,43
840,1532645,9823-2,yes,yes,"This was very fun.  Thanks!
",loved,listener,yes,48
841,648597,7967-f,yes,yes,I really do love these HITS!  Have had so much fun with them.,loved,speaker,yes,48
842,753399,5335-b,yes,yes,no,okay,listener,yes,42
843,797194,6547-7,yes,yes,,loved,speaker,yes,42
844,589498,8436-e,yes,yes,,liked,listener,yes,48
845,123268,9501-2,yes,yes,other player quit,not much,speaker,yes,0
846,545837,1772-b,yes,yes,"None, thank you.",loved,listener,yes,47
847,1079505,9149-3,yes,yes,,liked,listener,yes,46
848,1307814,5842-c,yes,yes,,liked,listener,yes,38
849,1320573,5842-c,yes,yes,no,loved,speaker,yes,38
850,1249568,8456-e,yes,yes,"Well done, some colors were easy to describe/distinguish while others were more challenging.",loved,speaker,yes,46
851,661556,5617-8,yes,yes,Thanks!,okay,speaker,yes,45
852,796632,4574-0,yes,yes,"nope, ty!",liked,listener,yes,45
853,1602544,6748-0,yes,yes,Very interesting and fun.  Thanks!,liked,listener,yes,39
854,620161,8366-5,yes,yes,,loved,listener,yes,49
855,726896,6536-6,yes,yes,thank you.,liked,listener,yes,45
856,560155,7528-f,no,yes,fun experiment,loved,listener,yes,46
857,762439,1102-0,yes,yes,none,okay,speaker,yes,45
858,916436,2220-9,yes,yes,Fun experiment. Thank you!,okay,speaker,yes,43
859,824539,5830-5,yes,yes,,liked,listener,yes,49
860,1195148,0851-9,yes,yes,,loved,listener,yes,49
861,1174164,0990-6,yes,yes,Fun!!,liked,speaker,yes,44
862,651792,8236-1,yes,yes,,okay,listener,yes,46
863,243016,7034-b,yes,yes,On the first round it sent me to this end of experiment page. I&quotecharm guessing that my partner left as soon as we started. I also can&quotechart restart the experiment so I guess all I can do is submit.,not much,speaker,yes,0
864,125209,1777-e,no,yes,No partner was matched,not much,listener,yes,0
865,1495002,7480-8,yes,yes,Thank you for the chance to participate.,okay,speaker,yes,45
866,674422,3285-0,yes,yes,,loved,speaker,yes,50
867,591153,6720-4,yes,yes,Best partner!,loved,listener,yes,49
868,699913,8925-0,yes,yes,,okay,listener,yes,40
869,657877,1812-8,yes,yes,,loved,speaker,yes,48
870,87458,3440-c,yes,yes,My partner never responded and then it went to this page.,not much,listener,yes,0
871,459856,5801-8,yes,yes,,liked,listener,yes,41
872,123833,0696-f,yes,yes,Partner never showed up sadly.,not much,speaker,yes,0
873,648292,3348-3,yes,yes,,okay,speaker,yes,42
874,598356,0678-3,yes,yes,No,liked,listener,yes,47
875,572814,8844-9,yes,yes,,liked,speaker,yes,44
876,868341,8520-2,yes,yes,,loved,speaker,yes,45
877,677666,6617-d,yes,yes,Thanks!,liked,speaker,yes,45
878,522208,1400-6,yes,yes,,liked,speaker,yes,44
879,469454,8292-7,yes,yes,,okay,speaker,yes,48
880,631717,1470-6,yes,yes,,okay,speaker,yes,48
881,631386,4076-9,yes,yes,,loved,speaker,yes,45
882,625260,3348-3,yes,yes,,okay,listener,yes,42
883,822620,5672-9,yes,yes,no,okay,speaker,yes,46
884,212551,5962-f,yes,yes,,okay,listener,no,17
885,688162,7405-4,yes,yes,,loved,speaker,yes,46
886,862835,8354-d,yes,yes,,liked,speaker,yes,46
887,805394,1643-5,yes,yes,Fun!,loved,speaker,yes,46
888,543566,6407-f,yes,yes,,loved,listener,yes,44
889,817604,1173-5,yes,yes,,loved,listener,yes,46
890,758627,3375-a,yes,yes,,loved,listener,yes,43
891,555440,7984-6,yes,yes,It was pretty fun.,liked,listener,yes,46
892,596254,9993-d,yes,yes,,liked,speaker,yes,46
893,931907,6378-3,yes,yes,"Yes, in this round, there were roughly 4 occasions where I would click/select a color and it would choose an opposite one. ie, the round had two colors that were blue tone and one that was purple.  Purple was the color, on the very right, which I chose after told Purple by my partner.  I clicked it and the blue color on the furthest left was submitted as my response, which I didn&quotechart select.  Probably just a strange glitch but I thought you should know.",loved,listener,yes,46
894,674021,4711-d,yes,yes,no,liked,speaker,yes,47
895,603505,0147-d,yes,yes,,okay,speaker,yes,43
896,876750,2166-8,yes,yes,,liked,speaker,yes,49
897,1202974,4878-1,yes,yes,great !,loved,speaker,yes,48
898,1138264,0532-1,yes,yes,No,liked,speaker,yes,47
899,80516,4616-b,yes,yes,,not much,listener,no,0
900,1150245,7917-a,yes,yes,,loved,speaker,yes,48
901,690709,4333-f,yes,yes,,liked,speaker,yes,48
902,648289,5090-b,yes,yes,this was a very interesting hit. thank you for the opportunity.,loved,listener,yes,45
903,684506,7405-4,yes,yes,,loved,listener,yes,46
904,1110505,0426-b,yes,yes,,loved,speaker,yes,46
905,710348,4020-0,yes,yes,,liked,speaker,yes,44
906,471715,8557-6,yes,yes,,liked,speaker,yes,48
907,477204,8557-6,yes,yes,No,liked,listener,yes,48
908,929307,6995-a,yes,yes,,NA,speaker,yes,44
909,747559,4879-7,yes,yes,"fun hit, thanks!",loved,speaker,yes,48
910,943370,6803-b,yes,yes,"I was so happy to see these again today, I love them. :-)",liked,listener,yes,45
911,600283,9921-8,yes,yes,,okay,speaker,yes,46
912,676663,6617-d,yes,yes,This was fun.,loved,listener,yes,45
913,586459,6710-f,yes,yes,,okay,listener,yes,45
914,1794746,3012-6,yes,yes,,liked,speaker,yes,48
915,923182,3262-c,yes,yes,,loved,listener,yes,43
916,677852,0119-4,yes,yes,,loved,listener,yes,49
917,110524,9734-1,yes,yes,Partner never showed up.,not much,speaker,yes,0
918,1010214,5519-4,yes,yes,It was a good time!,loved,speaker,yes,48
919,478221,1400-6,yes,yes,,liked,listener,yes,44
920,634120,6619-3,yes,yes,,loved,speaker,yes,50
921,599435,2965-7,yes,yes,No,liked,speaker,yes,47
922,683393,1623-4,yes,yes,,loved,speaker,yes,45
923,905218,8997-8,yes,yes,Very fun,loved,speaker,yes,44
924,969490,5958-d,yes,yes,,liked,listener,yes,45
925,831005,5515-7,yes,yes,,okay,listener,no,49
926,662129,5587-3,yes,yes,none,loved,listener,yes,47
927,302457,1892-a,no,yes,ended quicker than I thought...,okay,speaker,yes,9
928,615796,9993-d,yes,yes,,liked,listener,yes,46
929,812462,0084-6,yes,yes,,loved,speaker,yes,48
