gameid,msgTime,roundNum,sender,contents,clkTime,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020799236,31,演说者,是的,1503020903301,close,distr1,343,64,50,1,2,distr2,343,90,50,2,3,target,350,79,50,3,1,10,5,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020820437,31,倾听者,哪个？,1503020903301,close,distr1,343,64,50,1,2,distr2,343,90,50,2,3,target,350,79,50,3,1,10,5,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020844412,31,演说者,紅的但不是最鮮艷的那個,1503020903301,close,distr1,343,64,50,1,2,distr2,343,90,50,2,3,target,350,79,50,3,1,10,5,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020871421,31,倾听者,深红?,1503020903301,close,distr1,343,64,50,1,2,distr2,343,90,50,2,3,target,350,79,50,3,1,10,5,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020880322,31,演说者,是的,1503020903301,close,distr1,343,64,50,1,2,distr2,343,90,50,2,3,target,350,79,50,3,1,10,5,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020917858,32,演说者,紫色,1503020926096,far,target,330,64,50,3,1,distr2,89,66,50,1,2,distr1,9,74,50,2,3,27,85,68,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020937658,33,演说者,蓝色,1503020997647,close,distr1,256,84,50,3,1,distr2,271,72,50,1,2,target,226,63,50,2,3,14,16,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020946114,33,演说者,可不可以快點啊,1503020997647,close,distr1,256,84,50,3,1,distr2,271,72,50,1,2,target,226,63,50,2,3,14,16,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503020993817,33,倾听者,啊妈?,1503020997647,close,distr1,256,84,50,3,1,distr2,271,72,50,1,2,target,226,63,50,2,3,14,16,8,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021008703,34,演说者,绿色,1503021012192,close,target,115,36,50,3,2,distr2,62,41,50,1,3,distr1,94,53,50,2,1,9,17,13,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021024426,35,演说者,紫色,1503021026207,close,target,329,13,50,2,2,distr1,6,36,50,3,1,distr2,340,47,50,1,3,17,16,14,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021032705,36,演说者,紫色,1503021038905,far,target,8,17,50,2,2,distr2,3,87,50,1,3,distr1,160,33,50,3,1,41,22,61,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021047566,37,演说者,蓝色,1503021049527,split,target,241,25,50,3,3,distr1,277,61,50,1,1,distr2,143,91,50,2,2,16,61,69,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021065823,38,演说者,灰色,1503021068717,far,target,67,23,50,2,2,distr1,6,95,50,3,1,distr2,254,74,50,1,3,46,72,51,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021113442,39,演说者,黃綠色,1503021120281,close,target,81,58,50,1,1,distr1,134,35,50,3,2,distr2,146,95,50,2,3,16,16,19,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021165485,40,演说者,灰色,1503021168195,close,target,359,0,50,3,1,distr1,210,12,50,2,3,distr2,238,10,50,1,2,8,12,10,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021195157,41,演说者,绿色,1503021244085,split,target,97,81,50,1,3,distr1,81,67,50,2,2,distr2,341,43,50,3,1,7,81,73,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021220972,41,倾听者,哪个?,1503021244085,split,target,97,81,50,1,3,distr1,81,67,50,2,2,distr2,341,43,50,3,1,7,81,73,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021233314,41,演说者,鲜艳,1503021244085,split,target,97,81,50,1,3,distr1,81,67,50,2,2,distr2,341,43,50,3,1,7,81,73,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021284573,42,演说者,绿,1503021327100,close,target,142,38,50,1,3,distr2,85,14,50,2,1,distr1,129,22,50,3,2,7,15,9,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021348198,43,演说者,蓝色,1503021349539,far,target,249,73,50,1,3,distr1,15,27,50,2,1,distr2,334,88,50,3,2,43,37,24,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021388648,44,演说者,蓝色,1503021422753,split,distr1,237,97,50,1,2,target,232,72,50,2,1,distr2,166,44,50,3,3,7,54,57,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021395993,44,倾听者,暗?,1503021422753,split,distr1,237,97,50,1,2,target,232,72,50,2,1,distr2,166,44,50,3,3,7,54,57,false
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021451093,45,演说者,橙色,1503021463439,split,target,22,88,50,3,2,distr2,274,20,50,2,3,distr1,32,42,50,1,1,17,41,40,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021477393,46,演说者,紫,1503021478819,close,target,247,14,50,1,2,distr2,336,2,50,3,3,distr1,250,9,50,2,1,5,15,10,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021488024,47,演说者,蓝色,1503021489760,close,target,229,75,50,3,2,distr1,220,36,50,1,3,distr2,214,50,50,2,1,15,17,5,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021508807,48,演说者,黃金色,1503021511893,far,target,44,45,50,3,3,distr1,257,22,50,1,2,distr2,98,54,50,2,1,50,26,54,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021518596,49,演说者,绿色,1503021519769,far,target,118,74,50,3,1,distr1,294,20,50,2,2,distr2,211,67,50,1,3,76,64,28,true
4674-f186190d-552f-4d17-9283-f254ce99528e,1503021527728,50,演说者,紫色,1503021532226,close,target,279,55,50,2,1,distr2,265,76,50,3,3,distr1,256,46,50,1,2,9,9,8,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099376336,1,倾听者,绿色,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099387024,1,演说者,紅色,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099401732,1,演说者,不好意思 我剛才會來,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099404072,1,演说者,回來,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099405348,1,演说者,紅色,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099410245,1,演说者,粉紅,1503099439161,far,target,338,70,50,1,1,distr2,136,68,50,3,2,distr1,44,84,50,2,3,57,89,38,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099445140,2,演说者,藍色,1503099456509,far,target,202,56,50,3,3,distr2,45,85,50,1,1,distr1,281,5,50,2,2,28,58,42,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099469200,3,演说者,都是綠 但是...,1503099559046,close,target,71,32,50,1,3,distr2,78,17,50,3,1,distr1,135,34,50,2,2,14,10,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099474915,3,演说者,有點接近迷彩,1503099559046,close,target,71,32,50,1,3,distr2,78,17,50,3,1,distr1,135,34,50,2,2,14,10,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099488911,3,演说者,比較飽和的那個 沒有那麼暗淡,1503099559046,close,target,71,32,50,1,3,distr2,78,17,50,3,1,distr1,135,34,50,2,2,14,10,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099531748,3,倾听者,更黄?,1503099559046,close,target,71,32,50,1,3,distr2,78,17,50,3,1,distr1,135,34,50,2,2,14,10,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099545320,3,演说者,對 更黃一點,1503099559046,close,target,71,32,50,1,3,distr2,78,17,50,3,1,distr1,135,34,50,2,2,14,10,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099573371,4,演说者,接近紫色,1503099586052,close,distr1,314,57,50,3,3,distr2,321,79,50,2,1,target,279,68,50,1,2,14,19,6,false
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099608145,5,演说者,大地黃綠,1503099623516,far,target,66,38,50,1,3,distr2,23,0,50,2,2,distr1,169,29,50,3,1,26,28,22,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099636825,6,演说者,綠,1503099647419,far,target,133,96,50,1,2,distr2,226,47,50,3,1,distr1,303,43,50,2,3,98,69,25,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099653944,7,演说者,紅,1503099677356,far,target,311,43,50,3,3,distr1,169,29,50,2,1,distr2,114,96,50,1,2,41,96,33,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099695649,8,演说者,這個綠 比較暗，但不是迷彩,1503099714647,close,target,142,29,50,3,1,distr1,74,45,50,1,3,distr2,118,54,50,2,2,19,15,13,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099700752,8,演说者,沒有黃的成分,1503099714647,close,target,142,29,50,3,1,distr1,74,45,50,1,3,distr2,118,54,50,2,2,19,15,13,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099706849,8,演说者,有一點點藍的成分,1503099714647,close,target,142,29,50,3,1,distr1,74,45,50,1,3,distr2,118,54,50,2,2,19,15,13,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099726988,9,演说者,紅,1503099744074,split,target,16,93,50,1,1,distr2,193,8,50,2,2,distr1,22,71,50,3,3,8,36,33,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099731292,9,演说者,完全不橘,1503099744074,split,target,16,93,50,1,1,distr2,193,8,50,2,2,distr1,22,71,50,3,3,8,36,33,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099809898,11,演说者,有兩個橘,1503099848583,split,target,32,54,50,3,2,distr1,22,58,50,2,3,distr2,157,21,50,1,1,10,34,41,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099822514,11,演说者,這個橘...比較「淺一點」,1503099848583,split,target,32,54,50,3,2,distr1,22,58,50,2,3,distr2,157,21,50,1,1,10,34,41,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099827144,11,演说者,沒有「那麼」飽和,1503099848583,split,target,32,54,50,3,2,distr1,22,58,50,2,3,distr2,157,21,50,1,1,10,34,41,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099858626,12,演说者,深藍,1503099868943,split,target,232,50,50,3,2,distr2,330,3,50,1,3,distr1,207,48,50,2,1,19,29,24,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099892107,13,演说者,這個是有點帶灰的紫色,1503099911653,close,target,277,15,50,3,2,distr1,342,27,50,2,1,distr2,330,61,50,1,3,14,19,11,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099919385,14,演说者,灰色,1503099958360,split,target,223,6,50,1,3,distr2,49,73,50,3,1,distr1,240,20,50,2,2,15,41,59,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099972192,15,演说者,不是紅色,1503100011645,far,target,244,11,50,2,2,distr2,2,96,50,1,1,distr1,335,96,50,3,3,31,37,21,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503099977667,15,演说者,灰灰的紫色,1503100011645,far,target,244,11,50,2,2,distr2,2,96,50,1,1,distr1,335,96,50,3,3,31,37,21,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100031779,16,演说者,灰色...不是帶綠的,1503100062864,split,target,48,0,50,3,1,distr2,315,56,50,2,2,distr1,97,13,50,1,3,17,28,55,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100045236,16,演说者,一般的灰,1503100062864,split,target,48,0,50,3,1,distr2,315,56,50,2,2,distr1,97,13,50,1,3,17,28,55,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100075002,17,演说者,這有難度 要用消去法,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100078004,17,演说者,不是 藍色,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100084073,17,演说者,有兩個綠色,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100093497,17,演说者,都有帶藍,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100102243,17,演说者,但這個 比較「深一點點」,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100117783,17,演说者,這我實在不能再更準確描述了...,1503100139937,close,target,194,21,50,2,2,distr2,194,94,50,1,1,distr1,184,19,50,3,3,5,18,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100156777,18,演说者,紅色的其中一個,1503100224579,split,target,339,88,50,2,3,distr2,181,43,50,3,1,distr1,349,75,50,1,2,7,68,61,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100160899,18,演说者,有點粉紅,1503100224579,split,target,339,88,50,2,3,distr2,181,43,50,3,1,distr1,349,75,50,1,2,7,68,61,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100237027,19,演说者,紫色,1503100284865,close,distr1,253,24,50,3,3,target,293,8,50,2,1,distr2,221,3,50,1,2,14,13,19,false
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100240986,19,演说者,你的紫色,1503100284865,close,distr1,253,24,50,3,3,target,293,8,50,2,1,distr2,221,3,50,1,2,14,13,19,false
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100298786,20,演说者,暗的綠色,1503100334896,split,distr1,111,71,50,2,2,target,155,82,50,1,3,distr2,245,22,50,3,1,12,54,58,false
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100466410,21,演说者,黃色,1503100491494,split,target,36,49,50,2,1,distr2,358,85,50,3,3,distr1,30,20,50,1,2,13,31,27,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100477666,21,演说者,橘黃色,1503100491494,split,target,36,49,50,2,1,distr2,358,85,50,3,3,distr1,30,20,50,1,2,13,31,27,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100499155,22,演说者,土黃,1503100560947,far,target,61,52,50,3,3,distr2,295,65,50,1,1,distr1,140,95,50,2,2,23,81,104,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100575290,23,演说者,亮亮的綠色,1503100613868,split,target,118,62,50,2,2,distr2,258,41,50,1,1,distr1,95,27,50,3,3,16,64,54,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100631442,24,演说者,最暗的灰色,1503100668113,close,distr1,228,14,50,1,1,distr2,9,15,50,3,3,target,318,3,50,2,2,11,11,19,false
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100676522,25,演说者,綠色,1503100711004,split,target,155,81,50,2,1,distr2,25,33,50,1,2,distr1,176,95,50,3,3,18,48,49,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100731602,26,演说者,最黯淡的紫色,1503100741769,close,target,294,16,50,1,3,distr1,307,27,50,2,2,distr2,286,34,50,3,1,7,10,6,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100758434,27,演说者,最亮的紫色 （我覺得是桃紅色）,1503100772095,close,target,297,65,50,1,1,distr2,266,65,50,2,3,distr1,288,52,50,3,2,6,16,11,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100781844,28,演说者,最亮的綠色,1503100790233,far,target,98,93,50,3,2,distr2,120,29,50,1,1,distr1,290,68,50,2,3,105,23,83,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100846539,29,演说者,暗的綠色,1503100857456,far,target,155,32,50,2,1,distr1,129,94,50,1,2,distr2,9,54,50,3,3,27,55,76,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100872796,30,演说者,比較淺的藍色,1503100917914,close,target,202,29,50,1,2,distr2,85,1,50,3,3,distr1,199,18,50,2,1,5,15,11,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100906953,30,演说者,還有20個！ 加油,1503100917914,close,target,202,29,50,1,2,distr2,85,1,50,3,3,distr1,199,18,50,2,1,5,15,11,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100926691,31,演说者,綠色,1503100942471,far,target,98,71,50,3,2,distr2,32,83,50,1,3,distr1,240,95,50,2,1,79,49,68,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100951678,32,演说者,灰色,1503100961087,close,target,226,9,50,3,1,distr2,259,11,50,2,3,distr1,18,14,50,1,2,17,8,18,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100974436,33,演说者,迷彩綠,1503100983077,far,target,108,12,50,1,1,distr1,66,52,50,2,3,distr2,218,61,50,3,2,24,41,69,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503100991927,34,演说者,兩個灰...,1503101013729,split,target,338,3,50,2,2,distr2,83,46,50,3,1,distr1,328,10,50,1,3,10,34,46,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101000692,34,演说者,這個灰...帶咖啡色,1503101013729,split,target,338,3,50,2,2,distr2,83,46,50,3,1,distr1,328,10,50,1,3,10,34,46,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101023908,35,演说者,螢光綠,1503101039346,split,target,105,79,50,3,1,distr2,322,35,50,2,2,distr1,138,64,50,1,3,9,84,80,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101056431,36,演说者,兩個藍色,1503101092619,split,target,174,60,50,1,2,distr2,199,55,50,2,3,distr1,154,63,50,3,1,14,25,39,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101068108,36,演说者,這個藍色...不是一般普通的藍色,1503101092619,split,target,174,60,50,1,2,distr2,199,55,50,2,3,distr1,154,63,50,3,1,14,25,39,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101081276,36,演说者,他帶一點點綠....,1503101092619,split,target,174,60,50,1,2,distr2,199,55,50,2,3,distr1,154,63,50,3,1,14,25,39,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101115910,37,演说者,比較「一般」綠色,1503101129434,close,target,129,59,50,3,1,distr2,164,56,50,2,3,distr1,141,43,50,1,2,9,16,10,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101146997,38,演说者,藍綠,1503101159447,far,target,182,37,50,1,1,distr1,207,97,50,2,3,distr2,342,32,50,3,2,27,53,39,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101174452,39,演说者,灰色,1503101183042,far,target,236,7,50,1,2,distr2,4,92,50,3,3,distr1,138,88,50,2,1,46,35,83,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101201852,40,演说者,起司黃,1503101213096,split,target,51,90,50,2,1,distr1,71,50,50,1,2,distr2,326,72,50,3,3,16,72,75,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101225437,41,演说者,我的紫色,1503101237754,split,target,268,71,50,3,1,distr2,71,83,50,2,2,distr1,300,60,50,1,3,16,98,92,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101250157,42,演说者,比較深一點的藍,1503101263912,split,target,218,40,50,1,1,distr2,356,40,50,3,2,distr1,211,89,50,2,3,8,36,41,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101270861,43,演说者,藍,1503101278949,split,target,231,97,50,3,1,distr2,97,55,50,1,2,distr1,269,66,50,2,3,10,74,95,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101288484,44,演说者,桃紅,1503101314306,far,target,327,64,50,3,2,distr2,323,2,50,1,3,distr1,10,86,50,2,1,31,26,30,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101297388,44,演说者,不是一般的紅,1503101314306,far,target,327,64,50,3,2,distr2,323,2,50,1,3,distr1,10,86,50,2,1,31,26,30,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101329472,45,演说者,這個綠 不是螢光綠 也不是土黃綠,1503101340442,close,target,101,55,50,1,3,distr1,137,95,50,2,2,distr2,68,69,50,3,1,12,15,19,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101349942,46,演说者,我說的紫色,1503101372297,far,target,258,38,50,3,2,distr2,165,74,50,1,1,distr1,333,38,50,2,3,22,57,75,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101383813,47,演说者,最不藍色的灰色,1503101396254,close,target,204,10,50,2,1,distr2,215,33,50,3,2,distr1,204,39,50,1,3,11,13,9,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101404245,48,演说者,咖啡色,1503101413178,far,target,24,16,50,3,3,distr2,40,90,50,1,2,distr1,218,90,50,2,1,39,28,67,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101431240,49,演说者,最藍的,1503101449078,close,target,185,35,50,2,2,distr2,176,29,50,1,3,distr1,138,23,50,3,1,19,5,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101434692,49,演说者,另外兩個是綠,1503101449078,close,target,185,35,50,2,2,distr2,176,29,50,1,3,distr1,138,23,50,3,1,19,5,14,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101463447,50,演说者,兩個灰灰的,1503101497536,close,target,231,7,50,1,3,distr2,247,9,50,3,1,distr1,206,27,50,2,2,11,5,16,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101465943,50,演说者,我來想一下,1503101497536,close,target,231,7,50,1,3,distr2,247,9,50,3,1,distr1,206,27,50,2,2,11,5,16,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101478542,50,演说者,都有帶點紫色 但這個,1503101497536,close,target,231,7,50,1,3,distr2,247,9,50,3,1,distr1,206,27,50,2,2,11,5,16,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101481365,50,演说者,比較接近灰,1503101497536,close,target,231,7,50,1,3,distr2,247,9,50,3,1,distr1,206,27,50,2,2,11,5,16,true
9736-4fa6a53a-dd64-4764-9644-4346ba0cdef5,1503101483500,50,演说者,加油,1503101497536,close,target,231,7,50,1,3,distr2,247,9,50,3,1,distr1,206,27,50,2,2,11,5,16,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106320557,1,演说者,紫色,1503106322492,far,target,308,26,50,2,1,distr2,137,11,50,3,3,distr1,14,51,50,1,2,30,33,39,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106357553,2,演说者,黄色,1503106359539,split,target,76,71,50,1,1,distr1,113,35,50,2,2,distr2,186,42,50,3,3,18,40,30,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106373662,3,演说者,明亮的紫色,1503106377747,close,target,276,96,50,3,1,distr1,279,60,50,1,3,distr2,225,59,50,2,2,6,19,19,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106404835,4,演说者,金,1503106407013,close,target,55,32,50,3,3,distr1,136,27,50,1,1,distr2,66,39,50,2,2,19,7,18,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106423234,5,演说者,紫色,1503106425747,close,target,288,42,50,1,2,distr1,192,9,50,3,3,distr2,194,1,50,2,1,17,19,7,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106447919,6,演说者,绿色,1503106450505,far,target,142,45,50,3,1,distr2,12,36,50,1,2,distr1,259,44,50,2,3,56,54,37,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106469048,7,演说者,浅蓝,1503106472686,split,target,204,16,50,1,3,distr2,2,58,50,3,2,distr1,309,3,50,2,1,15,40,27,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106486278,8,演说者,亮蓝色,1503106488455,split,target,182,70,50,3,2,distr1,164,40,50,2,3,distr2,117,89,50,1,1,15,36,27,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106501766,9,演说者,蓝色,1503106503913,close,target,227,85,50,3,1,distr2,252,76,50,1,2,distr1,265,71,50,2,3,10,8,6,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106516491,10,演说者,棕色,1503106518897,split,target,8,50,50,3,3,distr2,286,80,50,2,2,distr1,26,81,50,1,1,19,38,54,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106546199,11,演说者,浅蓝,1503106548070,split,target,222,21,50,1,1,distr1,154,1,50,2,3,distr2,77,81,50,3,2,16,59,38,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106555043,12,演说者,蓝,1503106557342,far,target,225,95,50,1,2,distr2,333,21,50,3,3,distr1,117,25,50,2,1,57,31,51,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106586236,13,演说者,灰色,1503106588324,split,target,182,0,50,3,3,distr1,153,18,50,1,2,distr2,232,60,50,2,1,19,32,44,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106595329,14,演说者,灰色,1503106597682,split,target,85,0,50,2,2,distr1,186,4,50,3,1,distr2,177,63,50,1,3,5,31,28,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106603073,15,演说者,灰色,1503106617299,close,target,268,1,50,1,3,distr1,82,8,50,3,1,distr2,46,10,50,2,2,14,11,7,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106615399,15,演说者,深灰色,1503106617299,close,target,268,1,50,1,3,distr1,82,8,50,3,1,distr2,46,10,50,2,2,14,11,7,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106631384,16,演说者,亮蓝色,1503106633712,far,target,176,77,50,1,2,distr1,57,60,50,2,1,distr2,271,43,50,3,3,36,56,77,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106644336,17,演说者,紫色,1503106654634,split,target,267,58,50,3,2,distr2,124,72,50,2,3,distr1,306,44,50,1,1,16,69,93,true
1613-8c09fc2e-5e1e-466c-9d76-2c5b9251adb9,1503106652395,17,演说者,深紫色,1503106654634,split,target,267,58,50,3,2,distr2,124,72,50,2,3,distr1,306,44,50,1,1,16,69,93,true
