index,gameid,epochTime,roundNum,sender,contents
3548,3466-c8e92f5c-957a-4bd5-817a-378c6422cd43,1503552779316,46,演说者,蓝色
3549,3466-c8e92f5c-957a-4bd5-817a-378c6422cd43,1503552798076,47,演说者,灰色
3550,3466-c8e92f5c-957a-4bd5-817a-378c6422cd43,1503552835372,48,演说者,深绿色，绿色，无黄色
3551,3466-c8e92f5c-957a-4bd5-817a-378c6422cd43,1503552868317,49,演说者,棕色
3552,3466-c8e92f5c-957a-4bd5-817a-378c6422cd43,1503552884958,50,演说者,灰色
3553,9542-a415f736-f397-4b9d-967d-d337195081f4,1503571912766,0,演说者,RED
3554,9542-a415f736-f397-4b9d-967d-d337195081f4,1503571946813,0,演说者,RED
3555,9542-a415f736-f397-4b9d-967d-d337195081f4,1503571951942,0,演说者,GREEN
3556,9542-a415f736-f397-4b9d-967d-d337195081f4,1503571990789,0,演说者,红
3558,8772-e2445b40-8abb-48c1-ad66-fde2830252bb,1503593671108,0,演说者,什么时候开始啊?
3559,8772-e2445b40-8abb-48c1-ad66-fde2830252bb,1503593711924,0,演说者,when will the game start?
3560,8772-e2445b40-8abb-48c1-ad66-fde2830252bb,1503593720987,0,演说者,it's been 15 min already...
3561,5463-45c96416-3e30-4b62-980a-cd36e9ef7a98,1503616141294,1,演说者,gray?
3562,3367-924acf70-d9d0-4653-9a25-b4a1c184ecf7,1503687829165,0,演说者,jl
3563,8702-400d9ad1-9dae-4d41-baa4-559384c50a50,1503719097787,0,演说者,?
3564,8702-400d9ad1-9dae-4d41-baa4-559384c50a50,1503719110833,0,演说者,你在吗？
3565,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885213529,1,演说者,蓝色
3566,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885254904,2,演说者,偏黄的绿色
3567,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885294398,3,演说者,偏灰的紫色
3568,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885314699,4,演说者,最亮的绿色
3569,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885348421,5,演说者,绛红色
3570,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885380458,6,演说者,蓝色
3571,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885396702,7,演说者,绿色
3572,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885422130,8,演说者,墨绿色
3573,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885432090,9,演说者,蓝色
3574,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885450204,10,演说者,最暗的绿色
3575,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885459744,11,演说者,绿色
3576,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885472980,12,演说者,绛红色
3577,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885488834,13,演说者,黄色
3578,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885563381,14,演说者,紫色
3579,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885587298,15,演说者,粉红色
3580,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503885848007,16,倾听者,...
3581,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886053715,17,倾听者,在嘛
3582,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886154573,18,演说者,绿色
3583,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886175818,19,演说者,绛红色
3584,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886203104,20,演说者,绛红色
3585,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886215783,21,演说者,蓝色
3586,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886225555,22,演说者,暗红色
3587,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886251874,23,演说者,灰绿色
3588,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886288252,24,演说者,褐色
3589,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886319252,25,演说者,蓝色
3590,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886342274,26,演说者,橙色
3591,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886356991,27,演说者,绛红色
3592,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886411791,27,倾听者, 绛红色??
3593,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886442983,0,演说者,你好
3594,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886461583,28,演说者,墨绿色
3595,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886589451,29,演说者,绿色和黄色的混合体
3596,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886649976,30,演说者,蓝色
3597,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886672387,31,演说者,绛红色
3598,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886698764,32,演说者,深绿色
3599,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886748734,33,演说者,不是红色也不是黄色
3600,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886767437,33,倾听者,没有黄色
3601,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886785757,1,演说者,深紫色
3602,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886803792,33,演说者,绛红色
3603,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886832807,34,演说者,绛红色
3604,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886855199,35,演说者,褐色
3605,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886873482,36,演说者,蓝色
3606,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886889435,2,演说者,灰蓝色
3607,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886932091,37,演说者,黄绿色
3608,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886946176,3,演说者,灰紫色
3609,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886950684,38,演说者,最亮的绿色
3610,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886958021,3,倾听者,灰??
3611,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503886972715,3,演说者,蓝紫色
3612,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503886973728,39,演说者, 蓝色
3613,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887012408,40,演说者,紫红色
3614,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887023408,41,演说者,红色
3615,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887024730,4,演说者,深蓝色
3616,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887039353,42,演说者,黄色
3617,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887069900,43,演说者,绿色
3618,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887072660,5,演说者,橙色更棕色
3619,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887111437,44,演说者,最亮的红色
3620,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887123643,6,演说者,紫色
3621,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887141125,45,演说者,最亮的红色
3622,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887148835,7,演说者,灰色
3623,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887151513,46,演说者,灰绿色
3624,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887164770,8,演说者,绿色
3625,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887165945,47,演说者,蓝色
3626,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887196554,48,演说者,灰绿色
3627,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887198395,9,演说者,绿色
3628,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887207746,49,演说者,红色
3629,9089-a8fd6088-9948-4643-8f1d-a54a4d73475a,1503887223723,50,演说者,黄色
3630,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887237937,10,演说者,灰色
3631,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887261224,11,演说者,黄色
3632,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887320005,12,演说者,蓝灰色
3633,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887368715,13,演说者,粉红色
3634,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887393240,14,演说者,灰色
3635,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887434338,15,演说者,天蓝色
3636,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887486939,16,演说者,比灰色更绿
3637,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887531530,17,演说者,粉红色
3638,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887566473,18,演说者,灰绿色
3639,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887666665,18,倾听者,灰?
3640,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887703389,18,演说者,不亮绿色
3641,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887730535,19,演说者,棕色
3642,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887757356,20,演说者,棕色
3643,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887773262,21,演说者,绿色
3644,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887792192,22,演说者,比紫色更灰
3645,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887885591,23,演说者,酸橙
3646,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887895582,23,倾听者,酸??
3647,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887932480,24,演说者,蓝色
3648,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503887989470,25,演说者,棕色
3649,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888006247,26,演说者,绿色
3650,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888018703,26,演说者,亮
3651,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888080184,27,演说者,黄色
3652,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888110666,28,演说者,粉色和紫色
3653,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888181017,29,演说者,绿色
3654,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888203702,30,演说者,亮橙色
3655,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888217350,31,演说者,绿色
3656,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888231795,32,演说者,深蓝
3657,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888252136,33,演说者,棕色
3658,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888310907,34,演说者,绿色
3659,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888326730,35,演说者,灰色
3660,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888357154,36,演说者,蓝色
3661,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888403875,37,演说者,灰色
3662,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888429169,38,演说者,紫色
3663,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888440275,39,演说者,黄色
3664,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888489458,40,演说者,紫色
3665,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888543010,41,演说者,粉
3666,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888564652,42,演说者,蓝色
3667,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888604539,43,演说者,紫色
3668,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888644447,44,演说者,灰色
3669,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888715318,45,演说者,黑暗绿色
3670,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888733839,46,演说者,蓝灰色
3671,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888826836,47,演说者,灰色
3672,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888863611,48,演说者,粉
3673,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888884494,49,演说者,红色
3674,1581-996af946-aae4-4b82-8ccb-c0ff57ff401c,1503888923429,50,演说者,紫色更灰
3675,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503942008301,0,演说者,我先冲咖啡
3676,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945106440,1,演说者,深蓝
3677,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945128049,2,演说者,非蓝非红
3678,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945150447,3,演说者,最亮的绿
3679,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945164395,4,演说者,红色
3680,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945174419,5,演说者,灰色
3681,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945199337,6,演说者,亮一点的绿
3682,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945215076,7,演说者,紫色
3683,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945246947,8,演说者,最接近土色或灰色
3684,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945260993,9,演说者,最接近绿色
3685,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945279692,10,演说者,最接近绿色
3686,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945296537,11,演说者,最亮的红色
3687,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945332932,12,演说者,最不接近草的那个绿色
3688,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945354632,13,演说者,亮的紫色
3689,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945368027,14,演说者,比较浅的蓝色
3690,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945377070,15,演说者,灰色
3691,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945393844,16,演说者,最接近蓝色
3692,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945412369,17,演说者,灰色
3693,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945435458,18,演说者,橙
3694,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945446195,19,演说者,蓝
3695,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945467054,20,演说者,比较暗淡的紫
3696,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945475622,21,演说者,绿
3697,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945521027,22,演说者,比较中间的紫？ 不太亮，颜色较浅
3698,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945547176,23,演说者,暗淡的绿/灰
3699,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945556457,24,演说者,紫色
3700,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945567280,25,演说者,偏蓝色
3701,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945583961,26,演说者,最亮的红色
3702,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945595137,27,演说者,最亮的绿色
3703,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945613255,28,演说者,接近灰的蓝
3704,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945630516,29,演说者,还是最接近灰的蓝
3705,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945637250,30,演说者,蓝
3706,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945650714,31,演说者,偏橙色
3707,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945662502,32,演说者,最亮的绿色
3708,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945673984,33,演说者,偏蓝的绿
3709,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945684227,34,演说者,蓝
3710,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945700015,35,演说者,比较亮的蓝色
3711,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945712628,36,倾听者,@__@
3713,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945798597,37,演说者,绿色
3714,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945807542,38,演说者,绿
3715,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945815013,39,演说者,绿
3716,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945827410,40,演说者,绿
3717,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945835495,41,演说者,蓝
3718,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945863256,42,演说者,这里面最亮的绿
3719,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945882122,43,演说者,不接近红的紫色
3720,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945895346,44,演说者,不接近红的紫色
3721,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945922555,45,演说者,暗淡的紫色，偏红一点
3722,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945937336,46,演说者,暗淡的橙色
3723,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945945050,47,演说者,红
3724,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945963811,48,演说者,最深的蓝，不偏紫
3725,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503945987815,49,演说者,蓝绿之间的颜色
3726,0740-53a2d949-8a2f-48ca-a4d6-f80f8c3c3665,1503946009339,50,演说者,灰色，不偏紫/红
3727,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949252487,1,倾听者,你好
3728,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949279314,1,"演说者""""""Hi"" 好?",
3729,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949290844,1,演说者,紫色
3730,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949325750,2,演说者,红
3731,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949356794,3,演说者,灰色
3732,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949379863,4,演说者,紫色
3733,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949397813,5,演说者,紫色
3734,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949423364,6,演说者,绿色
3735,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949439856,7,演说者,紫色
3736,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949453080,8,演说者,紫色
3737,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949473779,9,演说者,绿色
3738,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949516301,10,演说者,金色
3739,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949539343,11,演说者,黄色
3740,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949573175,12,演说者,棕色和红色
3741,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949616270,13,演说者,蓝色更绿
3742,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949646959,14,演说者,红色
3743,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949660039,15,演说者,红色
3744,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949707307,16,演说者,明亮的紫色
3745,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949728825,17,演说者,红色
3746,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949749172,18,演说者,棕色
3747,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949762829,19,演说者,棕色
3748,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949782689,20,演说者,绿色
3749,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949812448,21,演说者,灰色
3750,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949834282,22,演说者,天蓝色
3751,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949851759,23,演说者,红色
3752,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949907411,24,演说者,红色和棕色
3753,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949946579,25,演说者,灰色
3754,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949966142,26,演说者,红色
3755,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503949982554,1,演说者,感谢你的到来
3756,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503949985227,27,演说者,紫色
3757,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950002299,1,倾听者,你也一样
3758,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950019737,28,演说者,深蓝
3759,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950029845,1,演说者,我们现在可以开始这个游戏。
3760,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950039599,29,演说者,紫色
3761,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950058848,30,演说者,紫色
3762,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950079734,31,演说者,黄色
3763,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950080685,1,倾听者,是的我准备好了
3764,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950102315,32,演说者,灰色
3765,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950108795,1,演说者,请跟我来。
3766,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950122281,1,倾听者,好
3767,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950126389,33,演说者,灰色
3768,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950158024,34,演说者,紫色
3769,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950190055,35,演说者,灰色
3770,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950208014,36,演说者,棕色
3771,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950279753,37,演说者,浅绿色和灰色
3772,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950342619,38,演说者,绿色
3773,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950387360,1,演说者,我给你发现你的颜色名称。
3774,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950387934,39,演说者,黄色
3775,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950411101,1,演说者,中等兰花
3776,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950445167,2,演说者,粉
3777,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950465086,40,演说者,粉红色
3778,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950468617,3,演说者,蓝色
3779,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950492176,41,演说者,灰色
3780,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950494468,4,演说者,中紫色
3781,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950535005,5,演说者,中等绿松石
3782,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950546335,42,演说者,灰色
3783,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950552793,6,演说者,中等绿松石
3784,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950592283,7,演说者,石灰绿
3785,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950610227,8,演说者,石灰绿
3786,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950615050,43,演说者,紫色
3787,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950636862,9,演说者,中紫色
3788,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950658558,10,演说者,粉
3789,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950661681,44,演说者,黄色
3790,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950680138,11,演说者,黄色
3791,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950704081,12,演说者,中紫色
3792,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950716831,45,演说者,蓝色
3793,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950728627,13,演说者,粉
3794,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950778506,14,演说者,草坪绿
3795,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950779230,46,演说者,蓝色
3796,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950795319,47,演说者,紫色
3797,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950807771,15,演说者,品红
3798,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950827576,16,演说者,蓝色
3799,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950831203,48,演说者,浅绿色
3800,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950850703,17,演说者,中紫色
3801,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950872685,18,演说者,黄色
3802,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950877000,49,演说者,棕色
3803,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950893565,19,演说者,绿色
3804,1041-bfbdc27a-8d38-4a85-9d7b-387e216088c8,1503950912237,50,演说者,红色
3805,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950915304,20,演说者,中等绿松石
3806,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503950931975,21,演说者,黄色
3807,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951040386,22,演说者,中紫色
3808,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951061754,23,演说者,青柠
3809,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951088221,24,演说者,中等兰花
3810,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951113311,25,演说者,品红
3811,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951142532,26,演说者,青灰
3812,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951167111,27,演说者,中等兰花
3813,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951187210,28,演说者,青柠
3814,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951213453,29,演说者,浅绿色
3815,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951248931,30,演说者,学员蓝
3816,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951272214,31,演说者,深灰色
3817,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951309243,32,演说者,石灰绿
3818,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951327685,33,演说者,青灰
3819,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951384834,34,演说者,绿色黄色
3820,3713-c5194036-03d2-4b55-9dce-682a0b9e5ddb,1503951423124,35,演说者,石灰绿
